rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,pronoun_attachment_relation,pronoun_attachment_form,pronoun_attachment_type,pronoun_attachment_pronouns,pronoun_attachment_count,pronoun_attachment_confidence,pronoun_attachment_reason,pronoun_attachment_semantic_class
29764,bajarla,bajar,to go down,to go down it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
29772,examinarla,examinar,to examine,to examine it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
29774,ganarla,ganar,to gain,to gain it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
29798,aprovecharme,aprovechar,to make use of,to make use of me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
29811,inventarse,inventar,to invent,to invent,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
29833,expresarme,expresar,to express,to express me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
29838,morderte,morder,to bite,to bite you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
29841,pasearse,pasear,to stroll,to stroll,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
29846,respetarlo,respetar,to respect,to respect it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
29861,devolverlos,devolver,to return,to return them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
29863,entretenerse,entretener,to entertain,to entertain,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
29872,perdonarla,perdonar,to pardon,to pardon it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
29878,robarse,robar,to rob,to rob,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
29891,compararlo,comparar,to compare,to compare it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
29894,contratarlo,contratar,to contract,to contract it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
29905,pelearnos,pelear,to fight,to fight us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
29909,resignarse,resignar,to resign,to resign,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
29918,amarnos,amar,to love,to love us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
29930,hazles,hacer,you do,do to them,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
29939,pelearme,pelear,to fight,to fight me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
29950,aguantarme,aguantar,to hold,to hold me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
29958,contaros,contar,to count,to count you all,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,os,1,high,safe_indirect_match,transparent_indirect
29965,enfriarse,enfriar,to cool,to cool,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
29966,enriquecerse,enriquecer,to enrich,to enrich,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
29984,traducirse,traducir,to translate,to translate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30005,forzarlo,forzar,to force,to force it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30032,agarrarla,agarrar,to hold on,to hold on it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
30033,ahorrarle,ahorrar,to save,to save to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
30034,apoyarla,apoyar,to lean,to lean it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
30059,refrescarme,refrescar,to refresh,to refresh me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30065,aferrarme,aferrar,to grasp,to grasp me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30108,castigarlo,castigar,to punish,to punish it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30114,ignorarme,ignorar,to not know,to not know me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30128,adelantarme,adelantar,to bring forward,to bring forward me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30144,moveros,mover,to move,to move you all,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,os,1,high,safe_direct_match,transparent_object
30148,recogerlas,recoger,to collect,to collect them (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,las,1,high,safe_direct_match,transparent_object
30150,retirarlo,retirar,to remove,to remove it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30180,vivirlo,vivir,to live,to live it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30188,dispararse,disparar,to shoot,to shoot,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30223,divorciarte,divorciar,to divorce,to divorce you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30235,responderte,responder,to answer,to answer you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30245,contactarte,contactar,to contact,to contact you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30264,adaptarme,adaptar,to adapt,to adapt me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30276,gírate,girar,you turn,turn you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
30291,quitarla,quitar,to remove,to remove it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
30294,soltarla,soltar,to release,to release it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
30301,atribuirse,atribuir,to assign,to assign,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30306,ejecutarlo,ejecutar,to execute,to execute it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30310,felicitarle,felicitar,to congratulate,to congratulate to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
30334,subirla,subir,to raise,to raise it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
30341,aburrirse,aburrir,to bore,to bore,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30343,arruinarte,arruinar,to ruin,to ruin you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30347,cayéndose,caer,falling,falling,no,attached_pronoun_candidate_only,attached_pronoun_form,gerund,unknown,se,1,medium,candidate_only,unknown
30365,reconsiderarlo,reconsiderar,to reconsider,to reconsider it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30390,guardarme,guardar,to save,to save me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30418,alojarse,alojar,to house,to house,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30441,alistarse,alistar,to recruit,to recruit,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30467,posponerlo,posponer,to postpone,to postpone it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30472,sálvanos,salvar,I save,save us,yes,translation_changed,attached_pronoun_form,imperative,direct_object,nos,1,high,safe_direct_match,transparent_object
30477,alimentarlos,alimentar,to feed,to feed them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
30501,juzgarte,juzgar,to judge,to judge you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30502,lanzarte,lanzar,to throw,to throw you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30505,oírlas,oír,to hear,to hear them (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,las,1,high,safe_direct_match,transparent_object
30513,reemplazarme,reemplazar,to replace,to replace me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30520,traerlas,traer,to bring,to bring them (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,las,1,high,safe_direct_match,transparent_object
30526,aceptarme,aceptar,to accept,to accept me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30527,afeitarte,afeitar,to shave,to shave you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30529,apurarte,apurar,to drain,to drain you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30537,cobrarle,cobrar,to charge,to charge to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
30555,otorgarle,otorgar,to grant,to grant to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
30557,pararnos,parar,to stop,to stop us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
30568,robarla,robar,to rob,to rob it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
30576,arrebatarle,arrebatar,to snatch,to snatch to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
30601,pregúntate,preguntar,you ask,ask you,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,te,1,high,safe_indirect_match,transparent_indirect
30605,reportarlo,reportar,to report,to report it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30611,atacarlo,atacar,to attack,to attack it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30616,contarlos,contar,to count,to count them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
30621,desearlo,desear,to wish,to wish it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30623,distinguirse,distinguir,to distinguish,to distinguish,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30659,añadirle,añadir,to augment,to augment to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
30669,destruirse,destruir,to destroy,to destroy,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30694,provocarme,provocar,to cause or provoke,to cause or provoke me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30697,recibirle,recibir,to receive,to receive to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
30698,retenerte,retener,to retain,to retain you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30711,combatirlo,combatir,to combat or fight,to combat or fight it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
30728,obtenerla,obtener,to obtain,to obtain it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
30733,rastrearla,rastrear,to track,to track it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
30740,sorprendernos,sorprender,to surprise,to surprise us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
30744,venderles,vender,to sell,to sell to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
30758,desahogarse,desahogar,to unburden,to unburden,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30763,enseñaros,enseñar,to teach,to teach you all,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,os,1,high,safe_direct_match,transparent_object
30764,ensuciarse,ensuciar,to dirty,to dirty,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30765,entrenarse,entrenar,to train,to train,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30777,pediros,pedir,to ask for something,to ask you all,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,os,1,high,safe_indirect_match,transparent_indirect
30786,sorprenderse,sorprender,to surprise,to surprise,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30799,calificarse,calificar,to qualify,to qualify,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30844,comprobarse,comprobar,to check,to check,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30858,localizarle,localizar,to find,to find to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
30862,necesitarte,necesitar,to need,to need you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30872,aburrirme,aburrir,to bore,to bore me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
30886,desviarse,desviar,to divert,to divert,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30888,enfocarnos,enfocar,to focus,to focus us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
30894,guiarte,guiar,to guide,to guide you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
30907,resolverlos,resolver,to resolve,to resolve them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
30916,arrestarlos,arrestar,to arrest,to arrest them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
30929,esperarle,esperar,to hope,to hope to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
30966,multiplicarse,multiplicar,to multiply,to multiply,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
30976,seguirles,seguir,to follow,to follow to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
30987,chantajearme,chantajear,to blackmail,to blackmail me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31012,presionarme,presionar,to pressure,to pressure me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31016,tranquilizarse,tranquilizar,to calm,to calm,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31024,aparearse,aparear,to mate,to mate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31043,haciéndolos,hacer,doing,doing them (masculine),yes,translation_changed,attached_pronoun_form,gerund,direct_object,los,1,high,safe_direct_match,transparent_object
31046,interpretarlo,interpretar,to interpret,to interpret it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
31072,cargarla,cargar,to load ),to load ) it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
31092,proponerte,proponer,to propose,to propose you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31157,enojarte,enojar,infinitive of enojar combined with te,infinitive of enojar combined with te you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31168,pararlos,parar,to stop,to stop them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
31183,aferrarte,aferrar,to grasp,to grasp you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31192,convencernos,convencer,to convince,to convince us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
31224,concederme,conceder,to grant,to grant me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31238,operarme,operar,to operate,to operate me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31275,reconocerte,reconocer,to recognize,to recognize you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31282,trasladarlo,trasladar,to move,to move it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
31286,amarse,amar,to love,to love,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31294,colocarlos,colocar,to place,to place them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
31326,reconocerle,reconocer,to recognize,to recognize to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
31338,arrestarle,arrestar,to arrest,to arrest to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
31362,sujetarlo,sujetar,to steady,to steady it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
31369,aguántate,aguantar,you hold,hold you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
31370,apuntarse,apuntar,to point,to point,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31375,decirlas,decir,to say,to say them (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,las,1,high,safe_direct_match,transparent_object
31385,quémalo,quemar,you burn,burn it (masculine),yes,translation_changed,attached_pronoun_form,imperative,direct_object,lo,1,high,safe_direct_match,transparent_object
31390,torturarte,torturar,to torture,to torture you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31393,agotarse,agotar,to exhaust,to exhaust,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31397,cansarse,cansar,to tire,to tire,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31400,condenarlo,condenar,to condemn,to condemn it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
31401,conectarlo,conectar,to connect,to connect it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
31403,deducirse,deducir,to deduce,to deduce,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31419,ocurrirle,ocurrir,to happen,to happen to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
31422,postularse,postular,to nominate,to nominate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31424,prolongarse,prolongar,to prolong,to prolong,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31432,aceptarse,aceptar,to accept,to accept,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31440,convencerles,convencer,to convince,to convince to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
31443,criarlo,criar,to rear or raise,to rear or raise it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
31462,quemarla,quemar,to burn,to burn it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
31482,gastarse,gastar,to spend,to spend,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31496,recostarme,recostar,to lay,to lay me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31500,tocarnos,tocar,to touch,to touch us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
31509,acusarle,acusar,to accuse,to accuse to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
31520,córtale,cortar,you cut,cut to him or her,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
31532,mandarnos,mandar,to send,to send us,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,nos,1,high,safe_indirect_match,transparent_indirect
31554,cumplirlo,cumplir,to fulfil,to fulfil it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
31573,pedirla,pedir,to ask for something,to ask it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
31580,seguirse,seguir,to follow,to follow,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31582,tenderle,tender,to tend to,to tend to to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
31589,alimentarte,alimentar,to feed,to feed you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31596,cambiarlas,cambiar,to change,to change them (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,las,1,high,safe_direct_match,transparent_object
31609,graduarte,graduar,to graduate,to graduate you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31614,informarnos,informar,to inform,to inform us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
31616,levantarle,levantar,to lift,to lift to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
31636,apreciarlo,apreciar,to appreciate,to appreciate it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
31637,aprovecharte,aprovechar,to make use of,to make use of you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31645,cogerse,coger,to take,to take,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31653,entregarles,entregar,to deliver,to deliver to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
31660,fiarme,fiar,to guarantee,to guarantee me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31672,rascarse,rascar,to scratch,to scratch,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31674,reponerse,reponer,to replace,to replace,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31678,tumbarme,tumbar,to knock over,to knock over me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31710,tocarlas,tocar,to touch,to touch them (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,las,1,high,safe_direct_match,transparent_object
31718,citarse,citar,to cite,to cite,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31729,fundirse,fundir,to smelt,to smelt,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31733,ocultarle,ocultar,to hide,to hide to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
31735,organizarlo,organizar,to organize,to organize it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
31741,reconciliarse,reconciliar,to reconcile,to reconcile,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31747,venirme,venir,to come,to come me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31761,desnudarme,desnudar,to undress,to undress me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31785,reemplazarla,reemplazar,to replace,to replace it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
31802,consolarla,consolar,to console,to console it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
31814,modificarse,modificar,to modify,to modify,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
31827,alcanzarte,alcanzar,to reach,to reach you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31828,alegrarme,alegrar,to make happy,to make happy me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31833,cagarla,cagar,to screw up,to screw up it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
31836,cargarte,cargar,to load ),to load ) you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
31838,colocarme,colocar,to place,to place me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
31845,herirla,herir,to wound,to wound it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
31861,arreglarnos,arreglar,to fix,to fix us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
