lemma,rank,translation,english_definition,original_lemma,pos
septentrional,32063,northern,adjective,septentrional,adj
siciliano,32064,Sicilian,noun,siciliano,n
sudores,32065,sweat,noun,sudor,n
sustentable,32066,sustainable,adjective,sustentable,adj
tintura,32067,colouring; dye,noun,tintura,n
vicepresidentes,32068,vice president of the Government of Catalonia,noun,vicepresidente,n
vocablos,32069,word; term,noun,vocablo,n
antidroga,32070,antidrug,adjective,antidroga,adj
aparca,32071,to park,verb,aparcar,v
bajita,32072,under,adjective,bajito,adj
bíblicos,32073,biblical,adjective,bíblico,adj
certificar,32074,to certify,verb,certificar,v
compraban,32075,to buy,verb,comprar,v
consumidos,32076,consumed,verb,consumir,v
desfavorables,32077,unfavorable,adjective,desfavorable,adj
deshacemos,32078,to undo; to unmake,verb,deshacer,v
desperdicia,32079,waste,verb,desperdiciar,v
deudor,32080,debtor,noun,deudor,n
dignatarios,32081,dignitary,noun,dignatario,n
dilatadas,32082,extensive; vast; numerous,adjective,dilatado,adj
enfadé,32083,to anger; to make angry,verb,enfadar,v
entierros,32084,burial; interment,noun,entierro,n
eslovaquia,32085,Slovakia,proper noun,Eslovaquia,prop
estudiaremos,32086,to study,verb,estudiar,v
exagero,32087,to exaggerate; to overstate; to overemphasize,verb,exagerar,v
iluminadas,32088,lit; illuminated,adjective,iluminado,adj
instintiva,32089,instinctive,adjective,instintivo,adj
justificarse,32090,to justify,verb,justificar,v
labia,32091,gift of the gab,noun,labia,n
lustros,32092,lustrum,noun,lustro,n
maña,32093,skill; aptitude; knack,noun,maña,n
medusas,32094,jellyfish,proper noun,Medusa,prop
minifalda,32095,miniskirt,noun,minifalda,n
montecito,32096,mountain; mount,noun,montecito,n
obesos,32097,obese,noun,obeso,n
parsimonia,32098,calmness; unhurriedness,noun,parsimonia,n
prolongados,32099,prolonged; protracted; extended,adjective,prolongado,adj
reconocerme,32100,to recognize,verb,reconocer,v
relucientes,32101,shiny,adjective,reluciente,adj
salvarás,32102,to save,verb,salvar,v
sofocar,32103,to suffocate; to stifle; to smother,verb,sofocar,v
spam,32104,spam,noun,spam,n
aeroplano,32105,aeroplane,noun,aeroplano,n
arcadia,32106,Arcadia,proper noun,Arcadia,prop
bacteriana,32107,bacterial,adjective,bacteriano,adj
bombardearon,32108,to bomb; to bombard,verb,bombardear,v
cardio,32109,cardio,noun,cardio,n
circuncisión,32110,circumcision,noun,circuncisión,n
cognitivas,32111,cognitive,adjective,cognitivo,adj
cuadrillas,32112,haunch,noun,cuadrilla,n
desarrollarán,32113,to develop,verb,desarrollar,v
descontrol,32114,a lack of control or order,noun,descontrol,n
desfibrilador,32115,defibrillator,noun,desfibrilador,n
emulsión,32116,emulsion,noun,emulsión,n
esparciendo,32117,to scatter; disperse,verb,esparcir,v
frambuesas,32118,raspberry,noun,frambuesa,n
frecuentaba,32119,to frequent,verb,frecuentar,v
fueros,32120,charter,noun,fuero,n
inciso,32121,concise; curt,noun,inciso,n
jubilaciones,32122,retirement,noun,jubilación,n
momentáneo,32123,momentary,adjective,momentáneo,adj
movidos,32124,eventful; turbulent,verb,mover,v
pacíficas,32125,peaceful,adjective,pacífico,adj
plomería,32126,plumbing,noun,plomería,n
putrefacción,32127,putrefaction,noun,putrefacción,n
revisados,32128,revised,verb,revisar,v
sacrificando,32129,to sacrifice,verb,sacrificar,v
salpicadura,32130,fleck,noun,salpicadura,n
salvadores,32131,saviour; savior,noun,salvador,n
sangran,32132,to bleed,verb,sangrar,v
sayonara,32133,flip-flop; thong; jandal,noun,sayonara,n
sirios,32134,Syrian,adjective,sirio,adj
sufridos,32135,painstaking,verb,sufrir,v
tontito,32136,stupid,adjective,tontito,adj
transfusiones,32137,transfusion; blood transfusion,noun,transfusión,n
urinaria,32138,urinary,adjective,urinario,adj
viajarán,32139,to travel; journey,verb,viajar,v
adicciones,32140,addiction,noun,adicción,n
alentó,32141,to encourage; animate,verb,alentar,v
almohadones,32142,cushion,noun,almohadón,n
angustioso,32143,anguished; distressed,adjective,angustioso,adj
arellano,32144,Arellano,proper noun,Arellano,prop
brotan,32145,to bud or sprout; to spring; spring up,verb,brotar,v
cambiarlos,32146,to change; to shift; to switch; to alter,verb,cambiar,v
candelaria,32147,Candlemas,noun,Candelaria,n
compa,32148,buddy,noun,compa,n
cualificación,32149,qualification,noun,cualificación,n
decirla,32150,to say; to tell,verb,decir,v
desechado,32151,to cast off; cast away; cast aside,verb,desechar,v
donativos,32152,donation,noun,donativo,n
enric,32153,enric,,enric,none
enterados,32154,know-it-all,verb,enterar,v
exageradas,32155,exaggerated; overstated; inflated,adjective,exagerado,adj
flautas,32156,flute,noun,flauta,n
gozado,32157,to enjoy oneself,verb,gozar,v
impera,32158,to reign; rule,verb,imperar,v
imperialistas,32159,imperialist,adjective,imperialista,adj
infertilidad,32160,infertility,noun,infertilidad,n
juzgará,32161,to judge; to adjudicate,verb,juzgar,v
miga,32162,crumb,noun,miga,n
morderme,32163,to bite; nip,verb,morder,v
motociclista,32164,motorcyclist; biker,noun,motociclista,n
mudan,32165,to move; relocate; move to a new house,verb,mudar,v
nefasta,32166,ill-omened; ominous,adjective,nefasto,adj
negocian,32167,to negotiate,verb,negociar,v
operada,32168,having had plastic surgery,adjective,operado,adj
personificación,32169,personification,noun,personificación,n
pintaron,32170,to paint,verb,pintar,v
pudre,32171,to rot,verb,pudrir,v
querellas,32172,lawsuit,noun,querella,n
reforzamiento,32173,reinforcement,noun,reforzamiento,n
retracto,32174,option,noun,retracto,n
sedas,32175,silk,noun,seda,n
sorpresivo,32176,surprising,adjective,sorpresivo,adj
surfistas,32177,surfer,noun,surfista,n
ítems,32178,synonym of además,noun,ítem,n
acampando,32179,to camp,verb,acampar,v
acentuada,32180,stressed,verb,acentuar,v
alfalfa,32181,alfalfa,noun,alfalfa,n
amuletos,32182,amulet,noun,amuleto,n
azota,32183,to whip; flog,verb,azotar,v
bng,32184,initialism of Bloque Nacionalista Gallego,proper noun,BNG,prop
cogerlos,32185,to take; catch; hold; to get; to seize,verb,coger,v
comprimidos,32186,a small pill,noun,comprimido,n
conrado,32187,given name,proper noun,Conrado,prop
cucú,32188,demented; crazy,noun,cucú,n
deshaciendo,32189,to undo; to unmake,verb,deshacer,v
diferenciado,32190,to differentiate,verb,diferenciar,v
emborracharte,32191,to intoxicate; inebriate,verb,emborrachar,v
empapados,32192,sodden; drenched,adjective,empapado,adj
encriptación,32193,encryption,noun,encriptación,n
fra,32194,initialism of fracaso renal agudo; acute renal failure,noun,FRA,n
germánico,32195,Germanic,adjective,germánico,adj
graban,32196,to record,verb,grabar,v
imparte,32197,odd,verb,impartir,v
implicó,32198,to imply; to implicate,verb,implicar,v
marmota,32199,marmot,noun,marmota,n
nakamura,32200,surname,proper noun,Nakamura,prop
papitas,32201,chip,noun,papita,n
regatear,32202,to bargain,verb,regatear,v
regulada,32203,regulated,verb,regular,v
saba,32204,semen; ejaculation,,saba,none
tamales,32205,fat,noun,tamal,n
teté,32206,mess; pickle,,teté,none
urbanístico,32207,urban; urbanistic,adjective,urbanístico,adj
visitaré,32208,to visit,verb,visitar,v
ahorré,32209,to save,verb,ahorrar,v
alertado,32210,alert,verb,alertar,v
anestésico,32211,anesthetic,noun,anestésico,n
atrapando,32212,to capture,verb,atrapar,v
automatización,32213,automation; automatization,noun,automatización,n
cantaremos,32214,to sing,verb,cantar,v
carritos,32215,shopping cart,noun,carrito,n
centuria,32216,century,noun,centuria,n
chillido,32217,shriek; screech; squawk; hoot,noun,chillido,n
codiciosos,32218,greedy; covetous,adjective,codicioso,adj
contragolpe,32219,counterstroke; counterattack,noun,contragolpe,n
contribuirá,32220,to contribute,verb,contribuir,v
cosacos,32221,Cossack,noun,cosaco,n
criticaron,32222,to criticize,verb,criticar,v
culebras,32223,snake; serpent,noun,culebra,n
decepcioné,32224,to disappoint; to let down; to underwhelm,verb,decepcionar,v
delictivos,32225,criminal,adjective,delictivo,adj
dilatado,32226,extensive; vast; numerous,adjective,dilatado,adj
emblemático,32227,emblematic,adjective,emblemático,adj
exhibiendo,32228,to exhibit; to show,verb,exhibir,v
guardarse,32229,to save,verb,guardar,v
guárdatelo,32230,guard; ward; keeper,verb,guardar,v
hebrea,32231,female equivalent of hebreo,adjective,hebreo,adj
imprecisa,32232,imprecise; vague,adjective,impreciso,adj
morbilidad,32233,morbidity,noun,morbilidad,n
permanecí,32234,to stay; remain; stand,verb,permanecer,v
personalizada,32235,custom,adjective,personalizado,adj
pompas,32236,pomp,noun,pompa,n
precedieron,32237,to precede,verb,preceder,v
preocupaban,32238,to worry; to concern; to trouble; to be worrisome to; to preoccupy,verb,preocupar,v
pudding,32239,pudding,noun,pudding,n
recitando,32240,to recite,verb,recitar,v
sagrario,32241,tabernacle,noun,sagrario,n
violonchelo,32242,cello,noun,violonchelo,n
absorbiendo,32243,to absorb,verb,absorber,v
agotaron,32244,to exhaust; deplete; use up,verb,agotar,v
almacenan,32245,to store; stock,verb,almacenar,v
anticuados,32246,antiquated,adjective,anticuado,adj
apaciguar,32247,to calm down,verb,apaciguar,v
arete,32248,earring,noun,arete,n
atribuía,32249,to assign,verb,atribuir,v
burlaban,32250,to outwit; to outsmart; to circumvent; to trick; to deceive,verb,burlar,v
cachondeo,32251,joke,noun,cachondeo,n
calculé,32252,to calculate,verb,calcular,v
dancing,32253,dancehall,noun,dancing,n
demando,32254,to insist; ask; request,verb,demandar,v
desinformación,32255,disinformation; misinformation; fake news,noun,desinformación,n
desterrar,32256,to banish,verb,desterrar,v
doblegar,32257,to bring down; vanquish; conquer; topple; defeat,verb,doblegar,v
enloquecen,32258,to drive crazy; madden; drive insane; distract,verb,enloquecer,v
exagerados,32259,exaggerated; overstated; inflated,adjective,exagerado,adj
expresivas,32260,expressive,adjective,expresivo,adj
feliciano,32261,A happy-go-lucky person,proper noun,Feliciano,prop
felicitarlo,32262,to congratulate,verb,felicitar,v
flotación,32263,flotation,noun,flotación,n
golpearle,32264,to hit; to knock; to tap,verb,golpear,v
heredada,32265,inheritor,noun,heredado,n
inmunda,32266,filthy,adjective,inmundo,adj
inundada,32267,flooded; inundated,adjective,inundado,adj
invoco,32268,to invoke,verb,invocar,v
llamarada,32269,sudden flare-up; blaze,noun,llamarada,n
mestiza,32270,of mixed; Spanish and Native American heritage,adjective,mestizo,adj
novillo,32271,young ox; young bull,noun,novillo,n
ovulación,32272,ovulation,noun,ovulación,n
padecimientos,32273,the current action of suffering damage; injury or a disease,noun,padecimiento,n
previsibles,32274,foreseeable,adjective,previsible,adj
sacacorchos,32275,corkscrew,noun,sacacorchos,n
sacramentos,32276,sacrament,noun,sacramento,n
sauces,32277,willow,noun,sauce,n
surgirá,32278,to arise; emerge; surface; crop up; spring up; pop up,verb,surgir,v
sustos,32279,fright,noun,susto,n
televisivas,32280,TV; television,adjective,televisivo,adj
transilvania,32281,Transylvania,proper noun,Transilvania,prop
viajante,32282,that travels; who travels; travelling,noun,viajante,n
adoptará,32283,to adopt,verb,adoptar,v
agravante,32284,aggravating,noun,agravante,n
arrancarme,32285,to pull out,verb,arrancar,v
calígula,32286,Caligula,proper noun,Calígula,prop
caños,32287,tube or pipe,noun,caño,n
clavé,32288,key,verb,clavar,v
clips,32289,paper clip,noun,clip,n
confiaron,32290,to reassure,verb,confiar,v
cordiales,32291,cordial,adjective,cordial,adj
cántico,32292,chant; canticle,noun,cántico,n
debatiendo,32293,to debate,verb,debatir,v
decorada,32294,decorated,adjective,decorado,adj
enseñarás,32295,to teach,verb,enseñar,v
equilibrios,32296,balance; equilibrium,noun,equilibrio,n
gisela,32297,given name,proper noun,Gisela,prop
hablante,32298,speaking,noun,hablante,n
igualada,32299,equalizer,adjective,igualado,adj
indiscreta,32300,indiscreet,adjective,indiscreto,adj
intereso,32301,to interest,verb,interesar,v
josete,32302,Joseph; son of Jacob,,josete,none
oscilar,32303,to oscillate,verb,oscilar,v
pisan,32304,to step,verb,pisar,v
playera,32305,T-shirt,noun,playera,n
proyectó,32306,project; plan,verb,proyectar,v
secuestra,32307,kidnapping,verb,secuestrar,v
sistólica,32308,systolic,adjective,sistólico,adj
tirita,32309,band-aid; sticking plaster; Elastoplast,noun,tirita,n
toldo,32310,awning; canopy,noun,toldo,n
topos,32311,top,noun,topo,n
traicionas,32312,to betray; turn on,verb,traicionar,v
trampilla,32313,hatchway; trapdoor,noun,trampilla,n
tribunas,32314,gallery,noun,tribuna,n
vencerá,32315,to defeat; to win; to conquer,verb,vencer,v
ansa,32316,ASEAN,proper noun,ANSA,prop
anunciaban,32317,to announce; to herald; to proclaim,verb,anunciar,v
apodado,32318,to call someone names; to dub,verb,apodar,v
arrodilló,32319,to make someone kneel,verb,arrodillar,v
asegurarles,32320,to secure (to make fast,verb,asegurar,v
atraerá,32321,to attract; to lure,verb,atraer,v
aullando,32322,to howl; bay,verb,aullar,v
avistamiento,32323,sighting; watching,noun,avistamiento,n
biosfera,32324,biosphere,noun,biosfera,n
bosquejo,32325,stub; outline; sketch,noun,bosquejo,n
demorará,32326,to tarry,verb,demorar,v
espeluznantes,32327,hair-raising,adjective,espeluznante,adj
gastada,32328,worn out,adjective,gastado,adj
guardaría,32329,to save,verb,guardar,v
homicidas,32330,murderous; homicidal,adjective,homicida,adj
led,32331,LED,noun,led,n
mosquera,32332,surname,proper noun,Mosquera,prop
nairobi,32333,Nairobi,proper noun,Nairobi,prop
pagana,32334,pagan,adjective,pagano,adj
pasma,32335,cop; pig,verb,pasmar,v
perseguidor,32336,chaser; pursuer,noun,perseguidor,n
programó,32337,to program,verb,programar,v
quejido,32338,groan,noun,quejido,n
reconocerla,32339,to recognize,verb,reconocer,v
recopilar,32340,to compile,verb,recopilar,v
rectal,32341,rectal,adjective,rectal,adj
reticencia,32342,reticence; reluctance,noun,reticencia,n
retrovirus,32343,retrovirus,noun,retrovirus,n
tocarán,32344,to touch,verb,tocar,v
zodíaco,32345,zodiac,noun,zodíaco,n
zorrilla,32346,striped polecat; zorille; zoril,noun,zorrilla,n
zurda,32347,left-handed,noun,zurdo,n
acabáis,32348,to finish,verb,acabar,v
adherido,32349,to adhere; stick,verb,adherir,v
ahumada,32350,the sending of smoke signals,proper noun,Ahumada,prop
alcanzarme,32351,to reach,verb,alcanzar,v
aplaudieron,32352,to applaud,verb,aplaudir,v
avanzaron,32353,to advance (to make happen at an earlier time or date),verb,avanzar,v
bagre,32354,catfish,noun,bagre,n
bemol,32355,flat,noun,bemol,n
callaba,32356,to calm,verb,callar,v
certificada,32357,certified,adjective,certificado,adj
citaciones,32358,quotation; citation,noun,citación,n
colonizadores,32359,colonizing,noun,colonizador,n
cúbico,32360,cubic,adjective,cúbico,adj
decidirte,32361,to decide; to make up one's mind; to determine; to choose to,verb,decidir,v
desagües,32362,drainage; gutter; sink,noun,desagüe,n
disminuida,32363,diminished,adjective,disminuido,adj
entrenamos,32364,to train,verb,entrenar,v
fraudulenta,32365,fraudulent,adjective,fraudulento,adj
granujas,32366,roguelike; rough around the edges,noun,granuja,n
gustarán,32367,to taste; to try,verb,gustar,v
individualista,32368,individualistic,adjective,individualista,adj
ininterrumpida,32369,uninterrupted,adjective,ininterrumpido,adj
inusualmente,32370,unusually,adverb,inusualmente,adv
invisibilidad,32371,invisibility,noun,invisibilidad,n
inválida,32372,invalid; void,adjective,inválido,adj
mercaderías,32373,item of merchandise,noun,mercadería,n
metraje,32374,the duration of a film,noun,metraje,n
moqueta,32375,fitted carpet,noun,moqueta,n
necesitarla,32376,to need,verb,necesitar,v
planificada,32377,planned,adjective,planificado,adj
poetisa,32378,female poet; poetess; female equivalent of poeta,noun,poeta,n
prepararla,32379,to prepare,verb,preparar,v
recordarnos,32380,to remember; to recollect,verb,recordar,v
resumió,32381,to summarize,verb,resumir,v
resurgimiento,32382,resurgence; reemergence,noun,resurgimiento,n
saña,32383,furor; rage,noun,saña,n
separaban,32384,to separate; to detach (to disunite from a group or mass,verb,separar,v
soufflé,32385,soufflé,noun,suflé,n
supervisando,32386,to supervise; to superintend,verb,supervisar,v
tag,32387,acronym of trastorno de ansiedad generalizada,noun,TAG,n
termostato,32388,thermostat,noun,termostato,n
vaginales,32389,vagina,adjective,vaginal,adj
ventral,32390,ventral,adjective,ventral,adj
violarla,32391,to violate,verb,violar,v
acusadas,32392,accused,adjective,acusado,adj
amábamos,32393,to love; have great affection for; care about,verb,amar,v
anotaron,32394,to annotate,verb,anotar,v
callaré,32395,to calm,verb,callar,v
consumismo,32396,consumerism,noun,consumismo,n
curita,32397,band-aid; sticking plaster; Elastoplast,noun,curita,n
debussy,32398,debussy,,debussy,none
drenar,32399,to drain,verb,drenar,v
enfrentaremos,32400,to confront; to face; to stand up to,verb,enfrentar,v
ensaya,32401,essay,verb,ensayar,v
espacioso,32402,spacious,adjective,espacioso,adj
esperanzador,32403,hopeful,adjective,esperanzador,adj
estarse,32404,to be,verb,estar,v
guijarro,32405,pebble,noun,guijarro,n
iguana,32406,iguana,noun,iguana,n
impedían,32407,to impede; hinder,verb,impedir,v
incubadora,32408,incubator,noun,incubadora,n
infatigable,32409,indefatigable; tireless; untiring; unflagging,adjective,infatigable,adj
intercontinental,32410,intercontinental,adjective,intercontinental,adj
obstaculizar,32411,hinder,verb,obstaculizar,v
ocupante,32412,occupying,noun,ocupante,n
odiarlo,32413,to hate; to loathe,verb,odiar,v
parisina,32414,Parisian,adjective,parisino,adj
procesarlo,32415,to process,verb,procesar,v
redundante,32416,redundant,adjective,redundante,adj
rocosa,32417,rocky,adjective,rocoso,adj
saqueado,32418,to sack,verb,saquear,v
superfluo,32419,superfluous,adjective,superfluo,adj
tormentoso,32420,stormy,adjective,tormentoso,adj
trascendido,32421,to transcend; to go beyond,verb,trascender,v
vejestorio,32422,old fogey; dodo; fuddy-duddy,noun,vejestorio,n
vinculan,32423,to bind,verb,vincular,v
afectuosa,32424,affectionate,adjective,afectuoso,adj
alarido,32425,shriek; shout,noun,alarido,n
berna,32426,Bern,proper noun,Berna,prop
caminaremos,32427,to walk,verb,caminar,v
cavendish,32428,cavendish,,cavendish,none
ceñido,32429,moderate; measured,adjective,ceñido,adj
córdova,32430,surname,proper noun,Córdova,prop
descensos,32431,descent,noun,descenso,n
dopaje,32432,doping,noun,dopaje,n
enterarnos,32433,to inform,verb,enterar,v
farolas,32434,lighthouse,noun,farola,n
imaginármelo,32435,to imagine,verb,imaginar,v
indefensión,32436,lack of defence; helplessness,noun,indefensión,n
letrados,32437,educated,noun,letrado,n
lp,32438,LP,noun,LP,n
migratorios,32439,migratory,adjective,migratorio,adj
modular,32440,modular,verb,modular,v
notificó,32441,to notify; announce; inform; intimate; make known,verb,notificar,v
personalizado,32442,custom,adjective,personalizado,adj
planté,32443,appearance; looks,verb,plantar,v
portarte,32444,to bear; to carry,verb,portar,v
rebotando,32445,to bounce; ricochet,verb,rebotar,v
recodo,32446,twist; turn; bend; elbow,noun,recodo,n
sobrevivirán,32447,to survive,verb,sobrevivir,v
sopor,32448,stupor; drowsiness; sluggishness,noun,sopor,n
sorbos,32449,sip,noun,sorbo,n
suficiencia,32450,sufficiency,noun,suficiencia,n
suscitó,32451,to provoke; to stir up; to give rise to,verb,suscitar,v
teclados,32452,keyboard,noun,teclado,n
teólogo,32453,theologian,noun,teólogo,n
vibrando,32454,to vibrate,verb,vibrar,v
activan,32455,to activate (to encourage development or induce increased activity,verb,activar,v
bernabé,32456,Barnabas,proper noun,Bernabé,prop
blusas,32457,blouse,noun,blusa,n
casuales,32458,casual,adjective,casual,adj
chapuza,32459,work; especially maintenance and involving manual labor; of little importance,noun,chapuza,n
coje,32460,to take; catch; hold; to get; to seize,,coje,none
colocará,32461,to place,verb,colocar,v
consistir,32462,to consist of,verb,consistir,v
consternación,32463,consternation,noun,consternación,n
copérnico,32464,Copernicus,proper noun,Copérnico,prop
corcel,32465,steed,noun,corcel,n
deal,32466,god; gods,noun,deal,n
degustar,32467,to taste,verb,degustar,v
desangró,32468,to bleed,verb,desangrar,v
elector,32469,voter; elector,noun,elector,n
embarcarse,32470,to embark; to sail; to ship out,verb,embarcar,v
enea,32471,cattail,noun,enea,n
enséñales,32472,ensign,verb,enseñar,v
escucharse,32473,to listen to; to hear out,verb,escuchar,v
exponentes,32474,that exhibits,noun,exponente,n
fraganti,32475,only used in in fraganti,adverb,in fraganti,adv
friend,32476,cam,noun,friend,n
impulsando,32477,to impel; to propel,verb,impulsar,v
inventados,32478,invented,verb,inventar,v
jeringas,32479,syringe,noun,jeringa,n
juran,32480,to swear,verb,jurar,v
materialmente,32481,materially,adverb,materialmente,adv
para-,32482,para-,prefix,para-,prefix
participo,32483,to participate; to take part; to partake,verb,participar,v
percatado,32484,to notice; to observe,verb,percatar,v
punks,32485,punk,noun,punk,n
resistirlo,32486,to tolerate; to put up with; to bear; to handle; to stand,verb,resistir,v
retén,32487,stock; reserve,noun,retén,n
sufriste,32488,to suffer,verb,sufrir,v
unificada,32489,unified,adjective,unificado,adj
vencí,32490,to defeat; to win; to conquer,verb,vencer,v
ambulatorio,32491,outpatient,noun,ambulatorio,n
animalito,32492,animal,noun,animalito,n
carrozas,32493,old-fashioned,noun,carroza,n
combaten,32494,to combat or fight,verb,combatir,v
cuéntalo,32495,count; tally,verb,contar,v
denunciante,32496,denouncer,noun,denunciante,n
deshidratado,32497,dehydrated,adjective,deshidratado,adj
desocupación,32498,unemployment,noun,desocupación,n
fichajes,32499,signing; hiring,noun,fichaje,n
flechazo,32500,arrow wound,noun,flechazo,n
generalizar,32501,to generalize,verb,generalizar,v
hendidura,32502,cleft; groove; cleavage; indentation; slot; slit,noun,hendidura,n
huída,32503,flight,,huída,none
incluirse,32504,to include; to enclose; to contain,verb,incluir,v
inhumana,32505,inhuman,adjective,inhumano,adj
lanzarote,32506,Lanzarote,proper noun,Lanzarote,prop
madama,32507,madam,noun,madama,n
melaza,32508,molasses,noun,melaza,n
mojarse,32509,to make wet; to wet,verb,mojar,v
molesté,32510,to bother; to disturb; to trouble; to impose; to inconvenience; to burden,verb,molestar,v
mostrárselo,32511,to show,verb,mostrar,v
pociones,32512,potion,noun,poción,n
proveen,32513,to provide; purvey; supply; equip; furnish,verb,proveer,v
reemplazará,32514,to replace,verb,reemplazar,v
sables,32515,sable,noun,sable,n
solloza,32516,sob,verb,sollozar,v
surgían,32517,to arise; emerge; surface; crop up; spring up; pop up,verb,surgir,v
tridente,32518,having three teeth,noun,tridente,n
verticalmente,32519,vertically,adverb,verticalmente,adv
acreditados,32520,accredited,adjective,acreditado,adj
apoyaría,32521,to lean; to rest; to lie or lay,verb,apoyar,v
baleado,32522,to shoot,verb,balear,v
bizco,32523,crosseyed,adjective,bizco,adj
dakar,32524,Dakar,proper noun,Dakar,prop
definía,32525,to define,verb,definir,v
desfachatez,32526,cheek; cheekiness,noun,desfachatez,n
desgana,32527,reluctance; reticence,noun,desgana,n
disculparé,32528,to excuse; forgive; pardon,verb,disculpar,v
discutiré,32529,to discuss; to argue,verb,discutir,v
dispararnos,32530,to shoot; to fire,verb,disparar,v
ejecutaron,32531,to execute; to run,verb,ejecutar,v
enmarcado,32532,to frame (put in a frame,verb,enmarcar,v
incendiaron,32533,to set fire to,verb,incendiar,v
infecta,32534,infested,verb,infectar,v
insinuado,32535,insinuate,verb,insinuar,v
machote,32536,a tough man,noun,machote,n
moratones,32537,bruise,noun,moratón,n
neurológica,32538,neurological,adjective,neurológico,adj
pedófilos,32539,paedophile,noun,pedófilo,n
pinte,32540,initialism of proyecto de identificación nacional,verb,pintar,v
potenciación,32541,strengthening,noun,potenciación,n
recuperas,32542,to recover,verb,recuperar,v
roncando,32543,to snore,verb,roncar,v
sueltame,32544,release,,sueltame,none
trolls,32545,troll,noun,trol,n
ventajoso,32546,advantageous; profitable; favorable,adjective,ventajoso,adj
versatilidad,32547,versatility,noun,versatilidad,n
abatidos,32548,abject; discouraged,adjective,abatido,adj
ahondar,32549,to deepen; to dig,verb,ahondar,v
aspirando,32550,to inhale,verb,aspirar,v
asustarlos,32551,to scare; to frighten; to spook,verb,asustar,v
bocados,32552,mouthful,noun,bocado,n
cargamentos,32553,load; freight,noun,cargamento,n
certera,32554,accurate; spot on,adjective,certero,adj
coplas,32555,couplet,noun,copla,n
escurre,32556,to drain; to strain,verb,escurrir,v
excitan,32557,to excite,verb,excitar,v
expresidente,32558,ex-president,noun,expresidente,n
fingimos,32559,to pretend,verb,fingir,v
foxtrot,32560,foxtrot,noun,foxtrot,n
glúteos,32561,gluteal,noun,glúteo,n
gobernaba,32562,to govern,verb,gobernar,v
grabo,32563,to record,verb,grabar,v
hablada,32564,spoken,adjective,hablado,adj
humores,32565,mood,noun,humor,n
insigne,32566,distinguished; illustrious,adjective,insigne,adj
laicos,32567,lay; secular,noun,laico,n
moldear,32568,to mold,verb,moldear,v
napa,32569,a noob,noun,napa,n
optimizar,32570,to optimize,verb,optimizar,v
perseguirme,32571,to pursue; to chase; to go after,verb,perseguir,v
petróleos,32572,petroleum; oil,noun,petróleo,n
predestinado,32573,predestined,adjective,predestinado,adj
remanente,32574,remaining,noun,remanente,n
sabrosas,32575,delicious; tasty; toothsome,adjective,sabroso,adj
selló,32576,seal; sigil,verb,sellar,v
templar,32577,to temper,verb,templar,v
trituradora,32578,grinder,noun,trituradora,n
vanos,32579,van,noun,vano,n
zapatería,32580,shoe factory,noun,zapatería,n
ángelo,32581,given name,proper noun,Ángelo,prop
aduanera,32582,customs,adjective,aduanero,adj
ahogaron,32583,to drown,verb,ahogar,v
alcista,32584,upward; rising; bull-; bullish,adjective,alcista,adj
andorra,32585,a female walking companion,proper noun,Andorra,prop
atreverá,32586,to embolden,verb,atrever,v
atuendos,32587,attire; clothing; dress,noun,atuendo,n
avilés,32588,of; from or relating to the city of Ávila; Castile and León; Spain,proper noun,Avilés,prop
añejo,32589,aged,adjective,añejo,adj
brunch,32590,brunch,noun,brunch,n
chorreando,32591,to spout; to gush,verb,chorrear,v
cortesano,32592,courtier,noun,cortesano,n
cuasi,32593,quasi; almost; borderline,adverb,cuasi,adv
cuidadores,32594,keeper; caretaker; caregiver,noun,cuidador,n
desanimado,32595,dejected; dispirited; discouraged; disheartened,adjective,desanimado,adj
desfigurado,32596,to disfigure; to deface,verb,desfigurar,v
divisoria,32597,halfway line,adjective,divisorio,adj
entorpecer,32598,to stupefy; dull; blunt,verb,entorpecer,v
exceder,32599,to exceed,verb,exceder,v
formulaciones,32600,formulation,noun,formulación,n
giré,32601,to turn; pivot,verb,girar,v
gástrico,32602,gastric,adjective,gástrico,adj
imperfecta,32603,imperfect,adjective,imperfecto,adj
linchamiento,32604,lynching,noun,linchamiento,n
mariel,32605,A town in Artemisa; Cuba,proper noun,Mariel,prop
mongol,32606,Mongolian,adjective,mongol,adj
natura,32607,nature,noun,natura,n
nuncio,32608,messenger,noun,nuncio,n
obscenidad,32609,obscenity,noun,obscenidad,n
panista,32610,of PAN,adjective,panista,adj
recargo,32611,surcharge,noun,recargo,n
reflector,32612,reflecting,noun,reflector,n
repórtese,32613,report,verb,reportar,v
trufa,32614,truffle,noun,trufa,n
umbría,32615,umbra; shady area,noun,umbría,n
adversa,32616,adverse,adjective,adverso,adj
asalta,32617,assault,verb,asaltar,v
astrólogo,32618,astrologer,noun,astrólogo,n
bernarda,32619,Bernardine,proper noun,Bernarda,prop
bife,32620,steak,noun,bife,n
bohemio,32621,Bohemian,noun,bohemio,n
bébete,32622,baby,verb,beber,v
cancelaré,32623,to cancel; call off,verb,cancelar,v
chequea,32624,check,verb,chequear,v
chiquitín,32625,anus,noun,chiquitín,n
choco,32626,with unclothed arms,adjective,choco,adj
churros,32627,attractive,noun,churro,n
coloquial,32628,colloquial,adjective,coloquial,adj
elegirán,32629,to choose,verb,elegir,v
