rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,participle_relation,participle_form,participle_family,participle_gender,participle_number,participle_confidence,participle_reason
25656,dolorida,dolorido,sore; hurting; painful (feminine singular),sore; hurting; painful (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
25822,dimitido,dimitir,resigned,resigned (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
25832,idos,ir,go away,go away (past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
25853,complacida,complacido,happy; content; satisfied (feminine singular),happy; content; satisfied (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
25878,tendidos,tendido,hanging (masculine plural),hanging (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
25880,afligida,afligido,sorrowful; grief-stricken (feminine singular),sorrowful; grief-stricken (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
25886,compartidas,compartido,shared (feminine plural),shared (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
25901,sacudidas,sacudido,determined (feminine plural),determined (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
25907,embestida,embestida,charge,charge (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
25930,extendidas,extendido,extended (feminine plural),extended (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
26018,conseguidos,conseguido,achieved (masculine plural),achieved (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26070,insecticida,insecticida,insecticide,insecticide (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
26089,concurrido,concurrido,busy; bustly,busy; bustly (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
26104,sufridas,sufrido,painstaking (feminine plural),painstaking (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
26117,fluida,fluido,fluid (feminine singular),fluid (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
26126,pálidos,pálido,pale; ashen; pasty; pallid (masculine plural),pale; ashen; pasty; pallid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26158,chillidos,chillido,hoot; shriek; squawk; screech (masculine plural),hoot; shriek; squawk; screech (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26162,deprimidos,deprimido,depressed (masculine plural),depressed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26253,homínidos,homínido,hominid (masculine plural),hominid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26268,ingerido,ingerir,ingested,ingested (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
26319,vertidos,vertido,tipping (masculine plural),tipping (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26321,acontecido,acontecer,come to pass,come to pass (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
26342,nítida,nítido,pure; clear; clean (feminine singular),pure; clear; clean (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
26423,reelegido,reelegir,reelected,reelected (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
26456,aullidos,aullido,ook; yip; howl; howling (masculine plural),ook; yip; howl; howling (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26520,desapercibidos,desapercibido,discreet; unnoticed; inconspicuous (masculine plural),discreet; unnoticed; inconspicuous (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26529,metidas,metido,nosy (feminine plural),nosy (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
26530,ofrecidos,ofrecido,easy (masculine plural),easy (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26678,espléndidos,espléndido,superb; splendid; magnificent; splendiferous (masculine plural),superb; splendid; magnificent; splendiferous (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26760,alaridos,alarido,shout; shriek (masculine plural),shout; shriek (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
26794,enloquecida,enloquecido,crazy; crazed (feminine singular),crazy; crazed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
26818,prevenido,prevenir,prevented,prevented (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
26853,derretida,derretido,melted (feminine singular),melted (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
26920,chirrido,chirrido,chirp; wheek; creak; squeak,chirp; wheek; creak; squeak (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
26931,merecida,merecido,deserved (feminine singular),deserved (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
26932,oídas,oída,hearing (plural),hearing (plural; past participle feminine plural),yes,translation_changed,past_participle_detected,ídas,accented_idas,feminine,plural,high,regular_ido_participle_match
26952,fornido,fornido,strapping; well-built,strapping; well-built (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
26953,fruncido,fruncido,furrowed; wrinkled,furrowed; wrinkled (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
27028,desmentido,desmentido,denial; refutation,denial; refutation (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
27051,escogida,escogido,chosen (feminine singular),chosen (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
27057,lápidas,lápida,tombstone; gravestone (plural),tombstone; gravestone (plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
27116,pretendida,pretendido,apparent; supposed (feminine singular),apparent; supposed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
27119,requeridas,requerido,needed; required (feminine plural),needed; required (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
27141,forajido,forajido,outlawed,outlawed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
27145,mantenidas,mantenido,kept; sustained by alimony (feminine plural),kept; sustained by alimony (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
27205,suspendidas,suspendido,suspended (feminine plural),suspended (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
27227,controvertida,controvertido,controversial (feminine singular),controversial (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
27242,leída,leído,well-read (feminine singular),well-read (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ída,accented_ida,feminine,singular,high,regular_ido_participle_match
27256,desagradecida,desagradecido,thankless (feminine singular),thankless (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
27307,dormidas,dormido,asleep; sleeping (feminine plural),asleep; sleeping (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
27473,renacido,renacer,been reborn,been reborn (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
27563,parido,parir,given birth,given birth (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
27607,fallidos,fallido,failed; unsuccessful (masculine plural),failed; unsuccessful (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
27612,ladrido,ladrido,yap; yip; bark; yelp,yap; yip; bark; yelp (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
27633,favorecidos,favorecido,favored; favorite; frontrunner (masculine plural),favored; favorite; frontrunner (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
27684,ávido,ávido,avid; keen; eager,avid; keen; eager (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
27779,regido,regir,ruled,ruled (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
27972,indebido,indebido,undue; unowed,undue; unowed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28005,persuadido,persuadir,persuaded,persuaded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28029,esparcido,esparcido,scattered,scattered (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28031,excedido,exceder,exceeded,exceeded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28050,desprendido,desprender,detached,detached (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28053,florecido,florecer,flowered,flowered (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28169,suprimido,suprimir,suppressed,suppressed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28265,consumidos,consumido,consumed (masculine plural),consumed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
28308,movidos,movido,eventful; turbulent (masculine plural),eventful; turbulent (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
28316,sufridos,sufrido,painstaking (masculine plural),painstaking (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
28357,comprimidos,comprimido,a small pill (masculine plural),a small pill (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
28478,homicidas,homicida,murderous; homicidal (plural),murderous; homicidal (plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
28483,quejido,quejido,groan,groan (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28491,adherido,adherir,adhered,adhered (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28505,disminuida,disminuido,diminished (feminine singular),diminished (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
28512,inválida,inválido,void; invalid (feminine singular),void; invalid (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
28552,trascendido,trascender,transcended,transcended (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28556,alarido,alarido,shout; shriek,shout; shriek (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28558,ceñido,ceñido,moderate; measured,moderate; measured (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28651,abatidos,abatido,abject; discouraged (masculine plural),abject; discouraged (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
28781,cándida,cándido,straightforward (feminine singular),straightforward (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
28825,empedernido,empedernido,hardened; inveterate,hardened; inveterate (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28843,revertido,revertir,reverted,reverted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28878,sórdida,sórdido,seamy; dirty; sordid; sleazy (feminine singular),seamy; dirty; sordid; sleazy (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
28897,exhibido,exhibir,exhibited,exhibited (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28910,retorcidos,retorcido,twisted (masculine plural),twisted (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
28943,aparecida,aparecido,appeared (feminine singular),appeared (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
28963,reproducido,reproducir,reproduced,reproduced (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
28967,abatida,abatido,abject; discouraged (feminine singular),abject; discouraged (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
29015,inválidos,inválido,void; invalid (masculine plural),void; invalid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
29154,fortalecido,fortalecer,fortified,fortified (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
29191,espléndidas,espléndido,superb; splendid; magnificent; splendiferous (feminine plural),superb; splendid; magnificent; splendiferous (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
29227,maldecido,maldecir,damned,damned (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
29252,inadvertida,inadvertido,unnoticed (feminine singular),unnoticed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
29307,escupido,escupido,spit wad,spit wad (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
29316,nítido,nítido,pure; clear; clean,pure; clear; clean (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
29405,presumida,presumido,arrogant; conceited (feminine singular),arrogant; conceited (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
29519,atrevidos,atrevido,bold; daring (masculine plural),bold; daring (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
29582,ofrecidas,ofrecido,easy (feminine plural),easy (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
29585,pálidas,pálido,pale; ashen; pasty; pallid (feminine plural),pale; ashen; pasty; pallid (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
29629,reñido,reñido,quarreled; at odds,quarreled; at odds (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
29646,fingida,fingido,false; phony; pretend; deceptive (feminine singular),false; phony; pretend; deceptive (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
29660,pitidos,pitido,beep; whistle (masculine plural),beep; whistle (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
29696,vividas,vivido,living; existing (feminine plural),living; existing (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
29815,mantenidos,mantenido,kept; sustained by alimony (masculine plural),kept; sustained by alimony (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
29881,torcidos,torcido,askew; twisted (masculine plural),askew; twisted (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
29903,oprimido,oprimido,oppressed,oppressed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
29944,quejidos,quejido,groan (masculine plural),groan (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
29947,reprimidos,reprimido,repressed (masculine plural),repressed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
29994,consentida,consentido,spoiled; pampered; indulged (feminine singular),spoiled; pampered; indulged (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
30018,resumidas,resumido,summarized (feminine plural),summarized (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
30055,nucleótidos,nucleótido,nucleotide (masculine plural),nucleotide (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
30113,desmedida,desmedido,excessive (feminine singular),excessive (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
30117,incurrido,incurrir,incured,incured (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30209,aplaudido,aplaudir,applauded,applauded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30225,fundida,fundido,beat; knackered (feminine singular),beat; knackered (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
30246,endurecido,endurecer,hardened,hardened (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30252,nutrida,nutrido,well-stocked (feminine singular),well-stocked (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
30262,traídas,traído,used; worn (feminine plural),used; worn (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,ídas,accented_idas,feminine,plural,high,regular_ido_participle_match
30263,óxidos,óxido,oxide (masculine plural),oxide (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
30272,debatido,debatir,debated,debated (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30318,incomprendido,incomprendido,misunderstood,misunderstood (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30378,deducido,deducir,deduced,deduced (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30404,poseídos,poseído,possessed (masculine plural),possessed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,ídos,accented_idos,masculine,plural,high,regular_ido_participle_match
30406,reñida,reñido,quarreled; at odds (feminine singular),quarreled; at odds (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
30423,cumplidas,cumplido,polite (feminine plural),polite (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
30436,sumergidos,sumergido,submerged; underwater (masculine plural),submerged; underwater (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
30507,pedida,pedida,proposal,proposal (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
30524,árido,árido,dry; arid,dry; arid (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30545,estallidos,estallido,explosion (masculine plural),explosion (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
30590,erigido,erigir,builded,builded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30603,recorrida,recorrida,tour,tour (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
30606,restablecido,restablecer,restored,restored (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30658,añadidos,añadido,adding; addition (masculine plural),adding; addition (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
30683,investido,investir,invested,invested (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30700,torcidas,torcido,askew; twisted (feminine plural),askew; twisted (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
30721,esparcidas,esparcido,scattered (feminine plural),scattered (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
30785,sentida,sentido,heartfelt; deeply felt (feminine singular),heartfelt; deeply felt (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
30819,oscurecido,oscurecer,darkened,darkened (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
30834,ávidos,ávido,avid; keen; eager (masculine plural),avid; keen; eager (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
30846,convertidas,convertido,converted (feminine plural),converted (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
30997,diluido,diluir,diluted,diluted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
31018,vividos,vivido,living; existing (masculine plural),living; existing (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
31116,florido,florido,ornate; flowery,ornate; flowery (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
31165,lucido,lucido,lucid,lucid (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
31257,corregida,corregido,corrected (feminine singular),corrected (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
31268,insecticidas,insecticida,insecticide (plural),insecticide (plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
31324,procedido,proceder,proceeded,proceeded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
31417,obedecido,obedecer,obeyed,obeyed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
31503,tullido,tullido,paralyzed,paralyzed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
31632,tímidas,tímido,shy; coy; timid; bashful (feminine plural),shy; coy; timid; bashful (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
31870,concurrida,concurrido,busy; bustly (feminine singular),busy; bustly (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
31908,vencidas,vencido,beaten; defeated (feminine plural),beaten; defeated (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
31922,distraídos,distraído,distracted; absent-minded (masculine plural),distracted; absent-minded (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,ídos,accented_idos,masculine,plural,high,regular_ido_participle_match
31951,curtido,curtido,tanned,tanned (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32135,álgido,álgido,pivotal; decisive; critical,pivotal; decisive; critical (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32270,sucumbido,sucumbir,succumbed,succumbed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32355,tenida,tenida,meeting; session,meeting; session (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
32360,agredida,agredido,attackee; victim of an attack (feminine singular),attackee; victim of an attack (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
32399,colorida,colorido,colored; coloured (feminine singular),colored; coloured (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
32401,desobedecido,desobedecer,disobeyed,disobeyed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
32420,rendida,rendido,gallant; obsequious (feminine singular),gallant; obsequious (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
32444,embutido,embutido,sausage,sausage (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
