lemma,sentence,english_sentence
principal,Es la principal contribución de este informe.,It is the main contribution of this report.
barco,No quiero tener hambre en un barco.,I don't want to be hungry on a boat.
escena,Es una escena del crimen del fbi.,It's an FBI crime scene.
cabo,Me recuerda a aquella noche en cabo.,Reminds me of that night out.
haremos,Haremos todo lo que podamos por ti.,We'll do everything we can for you.
rato,Está bien si me voy un rato.,It's okay if I leave for a while.
río,A la izquierda se ve el río.,On the left you can see the river.
uso,Hagamos un uso responsable de los recursos.,Let's make a responsible use of resources.
frío,Yo digo que va a hacer frío.,I say it's going to be cold.
terrible,Creo que ha habido un terrible error.,I think there's been a terrible mistake.
humanos,Los derechos humanos y la extrema pobreza.,Human rights and extreme poverty.
luna,Un poco más de luz de luna.,A little more moonlight.
central,En la oficina central se darán cuenta.,At the head office they'll notice.
presente,Vamos no hay tiempo como el presente.,"Come on, there's no time like the present."
teniente,Teniente qué cree que está haciendo aquí.,"Lieutenant, what do you think you're doing here?"
apoyo,Necesitamos el apoyo de los estados miembros.,We need the support of the member states.
paciente,No sabía que ella era la paciente.,I didn't know she was the patient.
crimen,Qué le indica la escena del crimen.,What the crime scene tells you.
vienen,Oh dios mío vienen en esta dirección.,"Oh, my God, they're coming this way."
ciento,Por por ciento se lo salvamos completo.,Per cent we saved it completely.
varias,Traté de reunirme con ella varias veces.,I tried to meet her several times.
víctima,También es el tío de la víctima.,He's also the victim's uncle.
abuelo,Siempre pensé que él era tu abuelo.,I always thought he was your grandfather.
ocurrió,Así que se me ocurrió un plan.,So I came up with a plan.
parís,Gracias por no haber ido a parís.,Thank you for not going to Paris.
momentos,Aquí viene otro juego en estos momentos.,Here comes another game right now.
doble,Es más del doble de mi alquiler.,It's more than twice my rent.
contar,No pero no hay mucho que contar.,"No, but there's not much to tell."
teatro,Un club privado además de un teatro.,A private club as well as a theater.
compañero,Mi compañero de habitación en la universidad.,My roommate in college.
baile,No tienes un baile al que ir.,You don't have a dance to go to.
hicimos,La primera vez que hicimos el amor.,The first time we made love.
domingo,Crees que es sólo para el domingo.,You think it's just for Sunday.
azul,El vuestro y el del príncipe azul.,Yours and the Prince Charming.
excelente,Tengo un médico excelente en nueva york.,I have an excellent doctor in new york.
hablado,Espera entonces no has hablado con tom.,"Wait, then you haven't talked to tom."
medida,Tomó alguna medida para solucionar este problema.,He took some action to solve this problem.
regreso,Tenemos que buscar el camino de regreso.,We have to find our way back.
trae,Qué la trae aquí a esta hora.,What brings you here at this hour.
solamente,Es solamente algo que me gusta hacer.,It's just something I like to do.
cultura,Entonces qué sabes tú de propia cultura.,Then what do you know about your own culture?
motivo,Tengo que saber cuál es tu motivo.,I need to know what your motive is.
hermoso,Tengo un hermoso niño un buen chico.,"I have a beautiful boy, a good boy."
modos,De todos modos odio las sociedades secretas.,I hate secret societies anyway.
salvar,No te voy a salvar esta vez.,I'm not gonna save you this time.
d,D medios de lucha y de protección.,D means of struggle and protection.
teniendo,No no estoy teniendo un buen dia.,I'm not having a good day.
cenar,Qué bien que hayas venido a cenar.,Good of you to come to dinner.
bonita,No es sólo una cara bonita señor.,"It's not just a pretty face, sir."
cuello,Por lo que trae en su cuello.,Because of what he's got on his neck.
mirada,Muy bien vamos a dar una mirada.,"All right, let's take a look."
responsable,Eres responsable de que llegue a destino.,You're responsible for him arriving at his destination.
quedar,Me voy a quedar en el piso.,I'm staying on the floor.
inglés,Sitio oficial de la abadía en inglés.,Official site of the abbey in English.
sector,En un teatro abandonado en el sector.,In an abandoned theater in the sector.
costa,No tengo nada contra la costa azul.,I have nothing against the blue coast.
noticia,Jefe hay una buena noticia para usted.,"Boss, there's good news for you."
parar,Ahora no es el momento de parar.,Now is not the time to stop.
humana,Su destino lógico es la piel humana.,Its logical destiny is human skin.
corre,Mi abuela corre más rápido que eso.,My grandmother runs faster than that.
acciones,Yo aceptaré las consecuencias de mis acciones.,I will accept the consequences of my actions.
perra,Yo sé que tú la hiciste perra.,I know you made her a bitch.
comenzó,Justo después de que comenzó la guerra.,Right after the war started.
razones,Tengo muchas razones para estar con él.,I have a lot of reasons to be with him.
carácter,Fuente el carácter de la ley física.,Source the character of the physical law.
cuentas,Marco de gestión y rendición de cuentas.,Management and accountability framework.
líder,No es el líder de la tribu.,He's not the leader of the tribe.
colegio,Bueno y qué pasa con el colegio.,"Well, what about school?"
tratamiento,Sistemas de tratamiento de datos de vuelo.,Flight data processing systems.
depende,Todo depende de cómo pase la noche.,It all depends on how I spend the night.
fútbol,Va a haber un equipo de fútbol.,There's gonna be a football team.
entiende,Podría ir a la cárcel lo entiende.,"I could go to jail, you understand."
cuales,Digame cuales son sus ordenes señor balbir.,"Tell me what your orders are, Mr. Balbir."
darme,No puedes darme consejos por una semana.,You can't give me advice for a week.
conversación,En cuanto a la conversación de antes.,As for the conversation earlier.
bailar,Ya sé lo que vamos a bailar.,I know what we're going to dance about.
pasada,Murió en servicio la semana pasada señora.,"He died on duty last week, ma'am."
tanta,No sabía que traías a tanta gente.,I didn't know you brought so many people.
sentimientos,No puedes hacer nada sobre tus sentimientos.,You can't do anything about your feelings.
repente,No lo ves venir y de repente.,You don't see it coming and all of a sudden.
mayores,Pero eh creo que tenemos mayores problemas.,But I think we have bigger problems.
vayan,Que vayan pasando de uno en uno.,Let them go one at a time.
instituto,La revista del instituto nacional de sanidad.,The magazine of the National Institute of Health.
clientes,Los baños son sólo para los clientes.,The bathrooms are only for customers.
molesta,No te molesta si me siento allí.,You don't mind if I sit there.
lengua,Es como el ballet para la lengua.,It's like the ballet for the tongue.
parque,Él estaba en el parque con ellos.,He was in the park with them.
rosa,Entonces por qué llevas una rosa roja.,Then why are you wearing a red rose?
violencia,De la no violencia contra la mujer.,Non-violence against women.
recibir,Ella tiene que recibir toda la energía.,She has to receive all the energy.
vuelvo,Mañana vuelvo a casa de mi padre.,I'm going back to my father's tomorrow.
tantos,Parece que no necesitó tantos ojos ponchados.,Looks like he didn't need so many punched eyes.
estarás,Así que estarás con qué estás haciendo.,So you'll be with what you're doing.
toca,Sin embargo cuando me toca a mí.,"However, when it's my turn."
esfuerzo,Tienes que seguir adelante hacer un esfuerzo.,You have to go ahead and make an effort.
función,Sobre la función especial de la televisión.,About the special role of television.
oferta,Mira qué pasa cuando acepto su oferta.,Look what happens when I accept your offer.
productos,Calidad de los productos de la pesca.,Quality of fishery products.
estáis,Por qué no os estáis volviendo locos.,Why aren't you going crazy?
kilómetros,Su trabajo está a kilómetros de aquí.,His work is miles from here.
plaza,Todos sus habitantes irán a la plaza.,All its inhabitants will go to the square.
detalles,Te di los hechos y los detalles.,I gave you the facts and the details.
ambas,No puedo aceptar pago de ambas partes.,I can't accept payment from both sides.
trabajadores,Protección de los intereses de los trabajadores.,Protection of workers' interests.
tantas,Han dicho tantas cosas sobre la familia.,So many things have been said about the family.
medicina,Es hora de tomar su medicina padre.,It's time to take your father's medicine.
sábado,Lástima que tuviera que venir un sábado.,Too bad I had to come on a Saturday.
fuentes,Las fuentes de financiación ya se conocen.,The sources of funding are already known.
estaremos,En pocos días estaremos en la ciudad.,In a few days we'll be in town.
vender,Dijo que ya no quería vender más.,He said he didn't want to sell anymore.
temporada,Sólo porque has tenido una temporada dificil.,Just because you've had a rough season.
inocente,Qué razón podría tener un hombre inocente.,What a reason an innocent man might have.
universo,La tierra es el centro del universo.,Earth is the center of the universe.
llamaré,Te llamaré en un rato de acuerdo.,I'll call you in a bit.
abierta,La puerta de al frente estaba abierta.,The front door was open.
pido,Señor presidente pido que se me disculpe.,"Mr President, I beg your pardon."
sensación,A veces tengo la sensación de que.,Sometimes I get the feeling that.
playa,A menos de metros de la playa.,Less than meters from the beach.
caballero,Le falta educación no es un caballero.,He lacks education. He's not a gentleman.
vuestra,En qué dirección ha ido la vuestra.,Which way yours went.
periódico,No no yo has leído el periódico.,"No, I didn't read the paper."
miembro,Ningún miembro del club se llama fausto.,No member of the club is called Fausto.
clara,Hoy clara no tiene tiempo para jugar.,You don't have time to play today.
tamaño,Por tamaño y actividades de la empresa.,By size and activities of the company.
particular,El comité de selección es muy particular.,The selection committee is very particular.
título,Título construcción de la biblioteca pública municipal.,Title construction of the municipal public library.
negra,Qué me dices de la caja negra.,What about the black box?
tranquila,No no no sólo una cena tranquila.,Not just a quiet dinner.
luchar,Tiene que dejar de luchar el sistema.,You have to stop fighting the system.
historias,Vanden u la conspitacion y otras historias.,Vanden or conspitation and other stories.
cansado,Creo que estoy cansado eso es todo.,"I think I'm tired, that's all."
construcción,Este lugar no tiene permiso de construcción.,This place has no building permit.
habías,Para ver si habías dicho la verdad.,To see if you'd told the truth.
desea,Mi madre desea que venga a vernos.,My mother wants you to come and see us.
autor,Es lo que llamamos cine de autor.,That's what we call author cinema.
pintura,Es una pintura jack y la necesito.,It's a jack painting and I need it.
dispuesto,Se aplica lo dispuesto en el punto.,The provisions of the paragraph apply.
gay,No es gay solo tiene manos grandes.,"He's not gay, he just has big hands."
paseo,Hola quieres ir a dar un paseo.,"Hey, you want to go for a walk."
humor,No entiendes que no estoy de humor.,You don't understand I'm not in the mood.
llaves,Cual es la importancia de las llaves.,What is the importance of the keys?
malas,Un reportero escribió cosas malas sobre mí.,A reporter wrote bad things about me.
roma,Dice que no debemos arrodillarnos ante roma.,He says we mustn't kneel before Rome.
trampa,Dijo que era algún tipo de trampa.,He said it was some kind of trap.
trabajos,Se admiten trabajos en colaboración y coautoría.,Work in collaboration and co-authorship is allowed.
llegamos,No llegamos hasta el final con esto.,We didn't make it to the end with this.
palacio,Se dirige al sur hacia el palacio.,He's heading south towards the palace.
hielo,Nuestro amigo de la pista de hielo.,Our friend from the ice rink.
llamadas,Seis llamadas mas en un minuto todas.,"Six more calls in one minute, all of them."
cantar,Uno de nosotros debe cantar nuestra canción.,One of us must sing our song.
nariz,Lo que uno toma por la nariz.,What you take by the nose.
sujeto,No voy a ser de ese sujeto.,I'm not gonna be that guy's.
volar,Se va a volar todo el asunto.,The whole thing's gonna blow up.
caballos,Pues sabía cuánto te gustaban los caballos.,"Well, I knew how much you liked horses."
bienvenida,Por qué no les das la bienvenida.,Why don't you welcome them.
felices,Nos hace felices con sus navzo nostjo.,It makes us happy with its navzo nostjo.
cruz,Cruz en mi corazón y espero morir.,Cross my heart and I hope to die.
revolución,Todo esto de la revolución es duro.,This whole revolution thing is hard.
oiga,Oh no creo que ella me oiga.,"Oh, I don't think she hears me."
termina,Ahí es exactamente que termina el mundo.,That's exactly where the world ends.
nación,Del tribunal de cuentas de la nación.,The court of the nation's accounts.
oeste,En el oeste y centro de europa.,In the west and center of Europe.
intereses,Al encuentro de intereses y gustos personales.,Meeting personal interests and tastes.
convertido,Te ha convertido en lo que eres.,It's made you what you are.
aparte,Aparte de eso no tenemos nada más.,"Other than that, we don't have anything else."
seguros,No debería molestarle como agente de seguros.,I shouldn't bother you as an insurance agent.
nosotras,Sólo quiere deshacerse de una de nosotras.,He just wants to get rid of one of us.
sospechoso,La policía realizó un examen al sospechoso.,The police conducted an examination of the suspect.
pasos,Deberías vigilar tus pasos con más cuidado.,You should watch your steps more carefully.
vayamos,A dónde se supone que nos vayamos.,Where we're supposed to go.
hagamos,Qué se supone que hagamos con eso.,What are we supposed to do with that?
cumplir,No creo que debemos cumplir en persona.,I don't think we should meet in person.
terreno,El único terreno seguro es suelo inglés.,The only safe terrain is English soil.
clave,Es necesario y la clave de acceso.,It is necessary and the access key.
vengo,Vengo a esta casa todos los días.,I come to this house every day.
revista,Cómo va tu entrevista para la revista.,How's your magazine interview going?
compromiso,Aquí está el compromiso de todos nosotros.,Here is the commitment of all of us.
pedí,Les pedí que vuelvan a sus habitaciones.,I asked them to go back to their rooms.
cerrado,No ves que he cerrado los ojos.,You can't see I've closed my eyes.
proteger,No te voy a proteger esta vez.,I'm not gonna protect you this time.
aquello,Ok pero que diablos fue todo aquello.,"Okay, but what the hell was that all about?"
detente,Lo que sea que estés haciendo detente.,"Whatever you're doing, stop."
dedo,El primer dedo le dice al segundo.,The first finger says to the second.
trajo,A ti qué te trajo a goa.,What brought you to goa.
líneas,Las ideas las líneas maestras son mías.,The ideas the main lines are mine.
octubre,Eran las a m lunes de octubre.,It was Monday October.
autobús,Oye crees que estás en un autobús.,"Hey, you think you're on a bus."
correo,No saben que su correo ha muerto.,They don't know their mail's dead.
llegué,Ella fue muy amable conmigo cuando llegué.,She was very kind to me when I arrived.
enferma,Cómo puedes echar a una persona enferma.,How you can kick out a sick person.
junio,El de junio viniste a verme aquí.,June you came to see me here.
reino,Hay otro problema en el reino unido.,There is another problem in the united kingdom.
hablaba,Hablaba tan bajo que no le oía.,He spoke so low he couldn't hear him.
señoría,Señoría no quiero vivir con este hombre.,"Your Honor, I don't want to live with this man."
cuidar,Tengo que tengo que cuidar de ti.,I have to take care of you.
ejercicio,Le gusta hacer ejercicio a tu mamá.,He likes to work out your mom.
tardes,Ahora qué me dices de las tardes.,Now what about the afternoons?
rápidamente,Creo que me voy a ir rápidamente.,I think I'm going to leave quickly.
seres,Hay seres que dan miedo de verdad.,There are beings who are truly afraid.
déjeme,Por favor déjeme hablar con mi familia.,Please let me talk to my family.
considera,Ya veo lo que ud considera servicio.,I see what you consider service.
cerdo,No es cierto el señor de cerdo.,"It's not true, Mr. Pork."
comportamiento,Debes ver el comportamiento de la gente.,You must see people's behavior.
borracho,No eres tu el que está borracho.,You're not the one who's drunk.
recibió,Recibió el mensaje estoy seguro de ello.,He got the message. I'm sure he did.
participación,Con el de participación en esta compañía.,With the participation in this company.
tenéis,Chicos no tenéis que ir a clase.,You guys don't have to go to class.
últimamente,Es que he tenido muchos sentimientos últimamente.,It's just that I've had a lot of feelings lately.
contento,No estás contento de estar de vuelta.,You're not happy to be back.
moral,Su padre no tiene ningún código moral.,Your father doesn't have any moral code.
asociación,Nosotros somos de la asociación de actores.,We're from the actors' association.
deber,Mi deber es adaptarle a la sociedad.,It's my duty to adapt to society.
tráfico,Lo siento pero no hacemos mas tráfico.,"I'm sorry, but we don't do traffic anymore."
pollo,Yo creo que debe ser el pollo.,I think it must be the chicken.
consecuencia,La directiva ce debe modificarse en consecuencia.,The directive should therefore be amended accordingly.
produce,Radiactividad que se produce de forma natural.,Radioactivity that occurs naturally.
almuerzo,Es un poco tarde para el almuerzo.,It's a little late for lunch.
septiembre,En el se celebrará el de septiembre.,It will be held in September.
pieza,Siempre quedaba una pieza sobre la mesa.,There was always one piece left on the table.
esquina,El de la vuelta de la esquina.,The one around the corner.
ciudadanos,Igualdad de los ciudadanos ante la ley.,Equality of citizens before the law.
viven,Las madres viven dentro de sus hijos.,Mothers live within their children.
enviar,Queremos enviar un mensaje a la prensa.,We want to send a message to the press.
capítulo,Capítulo v serie de sesiones de coordinación.,Chapter v. Coordination segment.
aceite,El aceite en la pista de baile.,The oil on the dance floor.
novela,De la reina de la novela rosa.,From the queen of the pink novel.
niñas,Parece que hay más mamás que niñas.,Looks like there's more moms than girls.
cientos,Junto con cientos de miles de personas.,Along with hundreds of thousands of people.
actuación,Tenemos una actuación especial para esta noche.,We have a special performance for tonight.
bienvenidos,Bienvenidos a la única vía al cielo.,Welcome to the only way to heaven.
sepas,Quiero que sepas con quién está tratando.,I want you to know who he's dealing with.
prácticamente,Bueno eso lo explica prácticamente casi nada.,"Well, that explains almost nothing."
distintas,Las cosas serán distintas cuando seas mayor.,Things will be different when you're older.
perdiendo,No creo que estoy perdiendo la memoria.,I don't think I'm losing my memory.
recoger,Qué es lo que tienes que recoger.,What do you have to pick up?
saca,Creo que saca la información del banco.,I think he gets the information out of the bank.
droga,Mira tus ojos muerto por la droga.,Look at your eyes dead from the dope.
notas,Qué pasa con él y sus notas.,What about him and his notes.
cultural,Hoy día qué entendemos por identidad cultural.,Today what we mean by cultural identity.
cura,Sé que está detrás de la cura.,I know he's behind the cure.
consecuencias,Nadie entiende las consecuencias mejor que yo.,No one understands the consequences better than I do.
despacho,Creo que no está en su despacho.,I don't think he's in his office.
hablan,No sé de lo que me hablan.,I don't know what you're talking about.
campamento,Ellos son los que van al campamento.,They're the ones going to the camp.
toque,Queremos ver el toque de la muerte.,We want to see the touch of death.
fueran,No no les dije que se fueran.,I didn't tell them to leave.
pasé,Me pasé muchas horas en el agua.,I spent a lot of hours in the water.
mensajes,Hay un montón de mensajes sobre ella.,There's a lot of messages about her.
genio,La verdad es que es un genio.,"The truth is, he's a genius."
enfermera,Ella es una enfermera en su departamento.,She's a nurse in her apartment.
detener,Tengo que volver a detener el tren.,I have to stop the train again.
servir,De qué va a servir todo esto.,What's all this gonna do.
ventaja,Aún no hay ninguna ventaja en matar.,There's still no advantage in killing.
chile,Chile en los juegos olímpicos de roma.,Chile in the Olympic Games of Rome.
quedo,Yo me quedo en nido de águilas.,I stay in an eagle's nest.
cuáles,Cuáles eran sus palabras exactas por favor.,"What were your exact words, please?"
crea,Está buscando gente que crea en él.,He's looking for people who believe in him.
familiares,Hablaremos en privado de los asuntos familiares.,We'll talk about family matters in private.
aparentemente,No lo sé pero aparentemente un crimen.,"I don't know, but apparently a crime."
falso,No ella me dio un número falso.,She didn't give me a fake number.
sesión,Se levanta la sesión a las h.,The meeting rose at 3 p.m.
plantas,Las piedras las plantas y los animales.,Stones plants and animals.
nieve,Vamos a hacer una batalla de nieve.,We're gonna do a snow battle.
volviendo,No deberías estar volviendo a la universidad.,You shouldn't be going back to college.
escritor,Creo que necesitas reunirte con el escritor.,I think you need to meet the writer.
elegido,No creo que ha elegido al equivocado.,I don't think he picked the wrong one.
arena,Es mejor que un saco de arena.,It's better than a sack of sand.
objetivos,Los objetivos principales de la asociación serán.,The main objectives of the partnership will be.
disparar,Sabes que no me vas a disparar.,You know you're not gonna shoot me.
bastardo,No por eso no soy un bastardo.,That's not why I'm not a bastard.
fiestas,Las fiestas de cumpleaños sacó las armas.,Birthday parties took out the guns.
estómago,Es la parte más baja del estómago.,It's the lowest part of the stomach.
pidiendo,Qué es lo que te estoy pidiendo.,What am I asking you to do?
blancos,Mi esposa y mi hija son blancos.,My wife and daughter are white.
oyes,Vamos a sacarte de ahí me oyes.,Let's get you out of there. You hear me.
durmiendo,Durmiendo en la casa de una amiga.,Sleeping at a friend's house.
matarme,Pensaba que iban a matarme y robar.,I thought they were gonna kill me and steal.
doctora,Los llevaré a ver a la doctora.,I'll take you to see the doctor.
comprendo,No tiene nada que explicar lo comprendo.,You have nothing to explain. I understand.
fase,Estoy seguro que solo es una fase.,I'm sure it's just a phase.
técnico,Formato técnico para la transmisión de datos.,Technical format for data transmission.
término,Bueno no me sé el término médico.,"Well, I don't know the medical term."
disculpas,Es la primera vez que te disculpas.,It's the first time you've apologized.
encontraste,Lo encontraste en la cama con otra.,You found him in bed with someone else.
paquete,Qué es esta carta en el paquete.,What is this letter in the package.
explicación,De acuerdo esa es la única explicación.,"Okay, that's the only explanation."
levanta,Se levanta la sesión a las horas.,The meeting rose at hours.
distinto,Debe haber un ambiente distinto ahí dentro.,There must be a different environment in there.
pasión,Siempre he tenido pasión por la música.,I've always had a passion for music.
frase,Estoy seguro de que conoces la frase.,I'm sure you know the phrase.
mio,Oh dios mio estoy en una espiral.,"Oh, my God, I'm in a spiral."
personalmente,Te haré personalmente responsable por sus errores.,I'll hold you personally responsible for your mistakes.
intenté,No importa cuánto lo intenté no funcionó.,"No matter how hard I tried, it didn't work."
tomo,Le importa si me tomo un trago.,Mind if I have a drink.
bolsillo,Tengo algo para ti en mi bolsillo.,I got something for you in my pocket.
quince,Quince años del comité de las regiones.,Fifteen years of the Committee of the Regions.
virgen,El de septiembre virgen de los dolores.,The virgin of sorrows September.
rica,Bueno es una tierra rica y nueva.,"Well, it's a rich new land."
muchacha,Mira lo que está haciendo allí muchacha.,"Look what you're doing there, girl."
tengamos,Puede que tengamos que sacarla de allí.,We may have to get her out of there.
límite,Lo entiendo perfectamente pero es el límite.,"I understand perfectly, but it's the limit."
decidir,No puedo decidir sobre una mierda así.,I can't decide on shit like that.
archivos,Puede dejarme ver los archivos y luego.,You can let me see the files and then.
cirugía,Nunca has pensado en la cirugía estética.,You've never thought about cosmetic surgery.
acusado,Vinieron a ver si las había acusado.,They came to see if I had accused them.
bravo,Equipo bravo en la parte de atrás.,Bravo team in the back.
vigilancia,Quiero subir a la sala de vigilancia.,I want to go up to the surveillance room.
viajar,Tienes la suficiente fuerza como para viajar.,You've got enough strength to travel.
campeón,Qué tal ha ido la noche campeón.,"How was the night, champ."
enfermedades,No podemos tener enfermedades en las barracas.,We can't have diseases in the barracks.
ricos,De la lista de los más ricos.,From the list of the richest.
comisario,Hay un nuevo comisario en la ciudad.,There's a new sheriff in town.
señaló,La fecha se señaló entre muchas opciones.,The date was among many options.
interesado,Ahora estarías interesado en hablar de eso.,Now you'd be interested in talking about it.
tropas,Deja que te presente a las tropas.,Let me introduce you to the troops.
precioso,El tiempo es precioso para mí ahora.,Time is precious to me now.
uniforme,Yo creo que le gusta el uniforme.,I think he likes the uniform.
des,"Aunque des tu opinión, no pasa nada.","Even if you give your opinion, it's okay."
pete,Voy a volver a llamar a pete.,I'm gonna call pete again.
crítica,Crítica en el periódico español el mundo.,Criticism in the Spanish newspaper the world.
promesa,El día de nuestra promesa ha llegado.,The day of our promise has come.
gastos,Cuadro a necesidades por objeto de gastos.,Table to requirements by object of expenditure.
soportar,Así que si no lo puedes soportar.,So if you can't stand it.
señales,No señales de él por ningún lado.,No sign of him anywhere.
alianza,Creí que ibas a coger la alianza.,I thought you were gonna take the alliance.
juventud,La juventud se ha ido para siempre.,Youth is gone forever.
científicos,Empleados en su mayoría científicos e ingenieros.,Employed mostly by scientists and engineers.
conductor,No soy el mejor conductor del mundo.,I'm not the best driver in the world.
juega,Ella juega al tenis todos los domingos.,She plays tennis every Sunday.
grandioso,Grandioso ahora saben que estamos en casa.,Great now they know we're home.
decirles,Aún tienes que decirles lo que pasó.,You still have to tell them what happened.
llorando,Apuesto que piensas que ahora estoy llorando.,I bet you think I'm crying now.
clínica,Tuve que sacarlo de mi historia clínica.,I had to get it out of my medical history.
respirar,Por la forma que tiene de respirar.,The way he's breathing.
gesto,No quiero un gesto de buena voluntad.,I don't want a gesture of goodwill.
fenómeno,Entonces qué es lo que quieres fenómeno.,So what do you want phenomenon.
poquito,Es un poquito mas complicado que eso.,It's a little more complicated than that.
molesto,Es molesto eso es lo que pasa.,It's annoying that's what happens.
guardias,Todos los guardias a la pared ahora.,All the guards to the wall now.
posibles,Te cortaré de todas las formas posibles.,I'll cut you as much as possible.
tirar,Tengo dulces para tirar a los niños.,I got candy to throw at the kids.
empezamos,Saben exactamente con que canción empezamos bueno.,They know exactly what song we started good with.
obvio,Es demasiado obvio regalo de la naturaleza.,It's too obvious a gift from nature.
biblioteca,Ir a la biblioteca en el almuerzo.,Go to the library at lunch.
duerme,Nunca duerme en el cuartel para solteros.,He never sleeps at the bachelor's quarters.
permanecer,Bueno no puede permanecer ahí para siempre.,"Well, he can't stay there forever."
identificación,La dejo luego le daré una identificación.,I'll leave you later. I'll give you an I.D.
valle,Es la capital del valle de vio.,It is the capital of the valley of vió.
abrió,Así que abrió una galería de arte.,So he opened an art gallery.
caza,Han oído hablar de los aviones caza.,You've heard of fighter planes.
podías,Bueno al menos podías ayudarme a buscarla.,"Well, at least you could help me find her."
equivocada,La persona equivocada dúo con victor manuelle.,The wrong person duet with Victor Manuelle.
tomaré,Tomaré un vaso de agua por favor.,"I'll have a glass of water, please."
miel,Aquí estamos en nuestra luna de miel.,Here we are on our honeymoon.
discusión,Es una forma de resolver una discusión.,It's a way to settle an argument.
ayuntamiento,Tu trata de entrar en el ayuntamiento.,You're trying to get into town hall.
dificultades,Qué dificultades han encontrado a este respecto.,What difficulties they have encountered in this regard.
asimismo,Véase asimismo el punto del presente informe.,See also point of this report.
puro,Bueno puro trabajo y nada de diversión.,Good pure work and no fun.
hermanas,Sus hermanas y su padre han muerto.,Her sisters and her father are dead.
autos,Algo como una casa abierta para autos.,Something like an open house for cars.
extremo,En el otro extremo encontramos a españa.,At the other end we find spain.
felicitaciones,Felicitaciones a usted y a su esposa.,Congratulations to you and your wife.
método,Cuál es tu método para los espíritus.,What's your method for spirits.
escaleras,Te he visto subiendo por las escaleras.,I saw you going up the stairs.
asistente,Cuál era el nombre del médico asistente.,What was the name of the attending physician?
lectura,No es exactamente una lectura de playa.,It's not exactly a beach reading.
perdida,He estado pensando en gente perdida aquí.,I've been thinking about lost people here.
tira,No tira la última copa de vino.,He doesn't throw away the last glass of wine.
castigo,El castigo que tiene que hacer es.,The punishment you have to do is.
voces,Puedes oír las voces de ahí arriba.,You can hear the voices up there.
metro,Bueno es mejor que tomar el metro.,"Well, it's better than taking the subway."
usado,Haz usado el baño en gravedad cero.,You've used the bathroom in zero gravity.
olvida,La marca se olvida como la gente.,The brand is forgotten like people.
directa,Marinero acabo de darle una orden directa.,Sailor just gave you a direct order.
busco,Busco a alguien que tenga algún contacto.,I'm looking for someone who has some contact.
quedas,Es más seguro si te quedas aquí.,It's safer if you stay here.
preguntarle,Vas a tener que preguntarle a alex.,You're gonna have to ask alex.
mover,Dijo que iba a mover esa cosa.,He said he was gonna move that thing.
significado,Usted no conoce el significado del dolor.,You don't know the meaning of pain.
ilegal,No significa que haya hecho nada ilegal.,Doesn't mean he did anything illegal.
podéis,No podéis hacer esto en el festival.,You can't do this at the festival.
reserva,Fondo de reserva de la seguridad social.,Social security reserve fund.
fresco,Un poco de aire fresco tal vez.,A little fresh air maybe.
revisar,Voy a revisar a los otros dos.,I'm gonna go check on the other two.
incendio,Tenemos un incendio en el motor uno.,We have a fire in engine one.
templo,Por qué me has traído al templo.,Why did you bring me to the temple?
parado,El tren ha parado en todas partes.,The train has stopped everywhere.
episodio,Has visto ese episodio como cinco veces.,You've seen that episode like five times.
suma,Estamos en un juego de suma cero.,We're in a zero-sum game.
bancos,Ésos no son los ladrones de bancos.,Those aren't bank robbers.
vean,Que lo vean con sus propios ojos.,Let them see it with their own eyes.
francesa,La villedieu comuna francesa situada en creuse.,The villedieu French commune located in Creuse.
cuantas,Espero que tengas libres unas cuantas horas.,I hope you're free for a few hours.
esperas,"Si esperas fuera, salgo en un minuto.","If you wait outside, I'll be out in a minute."
escalera,Mira hay gente con forma de escalera.,"Look, there are people in the form of stairs."
encontraremos,Encontraremos un empleo en el primer barco.,We'll find a job on the first boat.
especies,Hay más de especies en este género.,There are more species in this genus.
vivimos,Es que vivimos en la misma residencia.,It's just that we live in the same residence.
marcas,Tengo estas marcas en el rostro ve.,I have these marks on my face go.
atrapado,Yo soy el que está atrapado aquí.,I'm the one who's stuck here.
cubierta,Podemos ir a la cubierta y hablar.,We can go to the deck and talk.
saco,Es lo que saco por mi boda.,That's what I get for my wedding.
representantes,A los representantes de los trabajadores as.,To the representatives of the workers.
italiano,Es un auto italiano que está enojado.,It's an Italian car that's angry.
millas,Está a tres millas de la costa.,It's three miles off the coast.
vives,Vives en el centro de la guerra.,You live in the middle of the war.
armario,Te he dejado algo en el armario.,I left you something in the closet.
firmar,Así que vamos a firmar un contratito.,So let's sign a little contract.
hablaremos,Es lo último que hablaremos de ello.,That's the last thing we'll talk about.
posiblemente,Su adn posiblemente estaba en el cuerpo.,His adn was probably in the body.
creado,Entonces todo esto fue creado por accidente.,Then all this was created by accident.
huevo,Usted puede hacer muchas cosas con huevo.,You can do a lot of things with egg.
urgente,No puedo porque tengo una misión urgente.,I can't because I have an urgent mission.
investigaciones,Hice algunas investigaciones me tomó tres horas.,I did some research. It took me three hours.
representación,Representación de los miembros de la mesa.,Representation of the members of the Bureau.
chino,Espero que vayan a un restaurante chino.,I hope you're going to a Chinese restaurant.
mataré,Lo mataré antes de que me mate.,I'll kill him before he kills me.
miras,Tampoco pasa nada si no lo miras.,It's okay if you don't look at him.
