rank,lemma,original_lemma,new_translation,variant_relation,reason
28045,yeguas,yegua,mare (plural),plural_of_original,plus_s
28047,canina,canino,canine (feminine singular),feminine_of_original,o_to_a
28055,manantiales,manantial,spring (plural),plural_of_original,plus_es
28065,turbios,turbio,murky; muddy; turbid; cloudy (masculine plural),masculine_plural_of_original,o_to_os
28067,acosada,acosado,bullied; harassed (feminine singular),feminine_of_original,o_to_a
28068,afroamericanos,afroamericano,Afro-American (masculine plural),masculine_plural_of_original,o_to_os
28070,asustadas,asustado,scared (feminine plural),feminine_plural_of_original,o_to_as
28075,cochinos,cochino,pig; hog (masculine plural),masculine_plural_of_original,o_to_os
28084,gnomos,gnomo,gnome (masculine plural),masculine_plural_of_original,o_to_os
28095,volcánicas,volcánico,volcanic (feminine plural),feminine_plural_of_original,o_to_as
28102,conejitos,conejito,cony; coney; rabbit (masculine plural),masculine_plural_of_original,o_to_os
28105,desvergonzada,desvergonzado,shameless (feminine singular),feminine_of_original,o_to_a
28106,distintivos,distintivo,distinctive; distinguishable (masculine plural),masculine_plural_of_original,o_to_os
28108,esbelta,esbelto,thin; slim; svelte; slender (feminine singular),feminine_of_original,o_to_a
28109,exentos,exento,exempt (masculine plural),masculine_plural_of_original,o_to_os
28113,guisos,guiso,stew (masculine plural),masculine_plural_of_original,o_to_os
28114,harinas,harina,flour (plural),plural_of_original,plus_s
28119,lluviosa,lluvioso,rainy (feminine singular),feminine_of_original,o_to_a
28129,sobrios,sobrio,sober (masculine plural),masculine_plural_of_original,o_to_os
28130,tarros,tarro,jar (masculine plural),masculine_plural_of_original,o_to_os
28138,chula,chulo,cute; cool; pretty; lovely (feminine singular),feminine_of_original,o_to_a
28145,cos,co,dude; friend (masculine plural),masculine_plural_of_original,o_to_os
28149,disuelta,disuelto,dissolved; disbanded (feminine singular),feminine_of_original,o_to_a
28162,postiza,postizo,false; artificial (feminine singular),feminine_of_original,o_to_a
28171,vertiginosa,vertiginoso,vertiginous (feminine singular),feminine_of_original,o_to_a
28173,antígenos,antígeno,antigen (masculine plural),masculine_plural_of_original,o_to_os
28175,cuestionarios,cuestionario,questionnaire (masculine plural),masculine_plural_of_original,o_to_os
28183,injustos,injusto,unfair (masculine plural),masculine_plural_of_original,o_to_os
28187,momentánea,momentáneo,momentary (feminine singular),feminine_of_original,o_to_a
28189,obligatorias,obligatorio,mandatory (feminine plural),feminine_plural_of_original,o_to_as
28192,predios,predio,plot of land (masculine plural),masculine_plural_of_original,o_to_os
28196,respetuosos,respetuoso,respectful (masculine plural),masculine_plural_of_original,o_to_os
28198,súplicas,súplica,plea; supplication (plural),plural_of_original,plus_s
28203,aristas,arista,edge (plural),plural_of_original,plus_s
28204,asentada,asentado,settled (feminine singular),feminine_of_original,o_to_a
28206,atmósferas,atmósfera,atmosphere (plural),plural_of_original,plus_s
28207,burra,burro,she-ass; jenny-ass; female equivalent of burro: jenny (feminine singular),feminine_of_original,o_to_a
28214,flacas,flaco,thin; slim; skinny (feminine plural),feminine_plural_of_original,o_to_as
28218,importada,importado,foreign (feminine singular),feminine_of_original,o_to_a
28224,problemáticas,problemático,problem; troubled; problematic; troublesome (feminine plural),feminine_plural_of_original,o_to_as
28225,pícara,pícaro,lacking honor (feminine singular),feminine_of_original,o_to_a
28227,tenebrosa,tenebroso,dark; gloomy; tenebrous (feminine singular),feminine_of_original,o_to_a
28230,ópticos,óptico,optic; optical (masculine plural),masculine_plural_of_original,o_to_os
28236,candados,candado,lock; padlock (masculine plural),masculine_plural_of_original,o_to_os
28245,malhechores,malhechor,criminal; wrongdoer; malefactor (plural),plural_of_original,plus_es
28247,náufragos,náufrago,castaway; shipwrecked (masculine plural),masculine_plural_of_original,o_to_os
28255,sudores,sudor,sweat (plural),plural_of_original,plus_es
28258,vicepresidentes,vicepresidente,vice president (plural),plural_of_original,plus_s
28259,vocablos,vocablo,word; term (masculine plural),masculine_plural_of_original,o_to_os
28262,bíblicos,bíblico,biblical (masculine plural),masculine_plural_of_original,o_to_os
28265,consumidos,consumido,consumed (masculine plural),masculine_plural_of_original,o_to_os
28266,desfavorables,desfavorable,unfavorable (plural),plural_of_original,plus_s
28270,dignatarios,dignatario,dignitary (masculine plural),masculine_plural_of_original,o_to_os
28271,dilatadas,dilatado,vast; numerous; extensive (feminine plural),feminine_plural_of_original,o_to_as
28273,entierros,entierro,burial; interment (masculine plural),masculine_plural_of_original,o_to_os
28276,iluminadas,iluminado,lit; illuminated (feminine plural),feminine_plural_of_original,o_to_as
28277,instintiva,instintivo,instinctive (feminine singular),feminine_of_original,o_to_a
28280,lustros,lustro,lustrum; five-year period (masculine plural),masculine_plural_of_original,o_to_os
28281,maña,maño,skill; knack; aptitude (feminine singular),feminine_of_original,o_to_a
28282,medusas,medusa,jellyfish (plural),plural_of_original,plus_s
28284,obesos,obeso,obese (masculine plural),masculine_plural_of_original,o_to_os
28286,prolongados,prolongado,extended; prolonged; protracted (masculine plural),masculine_plural_of_original,o_to_os
28288,relucientes,reluciente,shiny (plural),plural_of_original,plus_s
28292,bacteriana,bacteriano,bacterial (feminine singular),feminine_of_original,o_to_a
28295,cognitivas,cognitivo,cognitive (feminine plural),feminine_plural_of_original,o_to_as
28296,cuadrillas,cuadrilla,crew; team (plural),plural_of_original,plus_s
28302,frambuesas,frambuesa,raspberry (plural),plural_of_original,plus_s
28304,fueros,fuero,charter (masculine plural),masculine_plural_of_original,o_to_os
28308,movidos,movido,eventful; turbulent (masculine plural),masculine_plural_of_original,o_to_os
28309,pacíficas,pacífico,peaceful (feminine plural),feminine_plural_of_original,o_to_as
28313,salvadores,salvador,savior; saviour (plural),plural_of_original,plus_es
28315,sirios,sirio,Syrian (masculine plural),masculine_plural_of_original,o_to_os
28316,sufridos,sufrido,painstaking (masculine plural),masculine_plural_of_original,o_to_os
28319,urinaria,urinario,urinary (feminine singular),feminine_of_original,o_to_a
28331,donativos,donativo,donation (masculine plural),masculine_plural_of_original,o_to_os
28332,exageradas,exagerado,inflated; overstated; exaggerated (feminine plural),feminine_plural_of_original,o_to_as
28333,flautas,flauta,flute (plural),plural_of_original,plus_s
28336,imperialistas,imperialista,imperialist (plural),plural_of_original,plus_s
28342,nefasta,nefasto,ominous; ill-omened (feminine singular),feminine_of_original,o_to_a
28344,operada,operado,having had plastic surgery (feminine singular),feminine_of_original,o_to_a
28348,querellas,querella,lawsuit (plural),plural_of_original,plus_s
28350,sedas,seda,silk (plural),plural_of_original,plus_s
28352,ítems,ítem,item (plural),plural_of_original,plus_s
28354,amuletos,amuleto,amulet (masculine plural),masculine_plural_of_original,o_to_os
28357,comprimidos,comprimido,a small pill (masculine plural),masculine_plural_of_original,o_to_os
28362,empapados,empapado,sodden; drenched (masculine plural),masculine_plural_of_original,o_to_os
28368,papitas,papita,chip; crisp (plural),plural_of_original,plus_s
28370,tamales,tamal,tamale (plural),plural_of_original,plus_es
28378,carritos,carrito,shopping cart (masculine plural),masculine_plural_of_original,o_to_os
28380,codiciosos,codicioso,greedy; covetous (masculine plural),masculine_plural_of_original,o_to_os
28383,cosacos,cosaco,Cossack (masculine plural),masculine_plural_of_original,o_to_os
28385,culebras,culebra,snake; serpent (plural),plural_of_original,plus_s
28387,delictivos,delictivo,criminal (masculine plural),masculine_plural_of_original,o_to_os
28391,hebrea,hebreo,Hebrew (feminine singular),feminine_of_original,o_to_a
28392,imprecisa,impreciso,vague; imprecise (feminine singular),feminine_of_original,o_to_a
28395,personalizada,personalizado,custom (feminine singular),feminine_of_original,o_to_a
28396,pompas,pompo,blunt; worn down (feminine plural),feminine_plural_of_original,o_to_as
28405,anticuados,anticuado,antiquated (masculine plural),masculine_plural_of_original,o_to_os
28417,exagerados,exagerado,inflated; overstated; exaggerated (masculine plural),masculine_plural_of_original,o_to_os
28418,expresivas,expresivo,expressive (feminine plural),feminine_plural_of_original,o_to_as
28422,heredada,heredado,inheritor (feminine singular),feminine_of_original,o_to_a
28423,inmunda,inmundo,filthy (feminine singular),feminine_of_original,o_to_a
28424,inundada,inundado,flooded; inundated (feminine singular),feminine_of_original,o_to_a
28427,mestiza,mestizo,of mixed (feminine singular),feminine_of_original,o_to_a
28430,padecimientos,padecimiento,injury or a disease (masculine plural),masculine_plural_of_original,o_to_os
28431,previsibles,previsible,foreseeable; falling within normal expectation (plural),plural_of_original,plus_s
28433,sacramentos,sacramento,sacrament (masculine plural),masculine_plural_of_original,o_to_os
28434,sauces,sauce,willow (plural),plural_of_original,plus_s
28436,sustos,susto,fright (masculine plural),masculine_plural_of_original,o_to_os
28437,televisivas,televisivo,TV; television (feminine plural),feminine_plural_of_original,o_to_as
28441,caños,caño,tube or pipe (masculine plural),masculine_plural_of_original,o_to_os
28445,decorada,decorado,decorated (feminine singular),feminine_of_original,o_to_a
28447,equilibrios,equilibrio,balance; equilibrium (masculine plural),masculine_plural_of_original,o_to_os
28450,indiscreta,indiscreto,indiscreet (feminine singular),feminine_of_original,o_to_a
28457,sistólica,sistólico,systolic (feminine singular),feminine_of_original,o_to_a
28460,topos,topo,mole (masculine plural),masculine_plural_of_original,o_to_os
28463,tribunas,tribuna,gallery (plural),plural_of_original,plus_s
28475,espeluznantes,espeluznante,creepy; spooky; horrifying; hair-raising (plural),plural_of_original,plus_s
28476,gastada,gastado,worn out (feminine singular),feminine_of_original,o_to_a
28478,homicidas,homicida,murderous; homicidal (plural),plural_of_original,plus_s
28479,pagana,pagano,pagan (feminine singular),feminine_of_original,o_to_a
28489,zurda,zurdo,left-handed (feminine singular),feminine_of_original,o_to_a
28499,certificada,certificado,certified (feminine singular),feminine_of_original,o_to_a
28501,colonizadores,colonizador,colonizing (plural),plural_of_original,plus_es
28504,desagües,desagüe,gutter; drainage (plural),plural_of_original,plus_s
28505,disminuida,disminuido,diminished (feminine singular),feminine_of_original,o_to_a
28507,fraudulenta,fraudulento,fraudulent (feminine singular),feminine_of_original,o_to_a
28508,granujas,granuja,grains (plural),plural_of_original,plus_s
28510,individualista,individualisto,individualistic (feminine singular),feminine_of_original,o_to_a
28512,inválida,inválido,void; invalid (feminine singular),feminine_of_original,o_to_a
28513,mercaderías,mercadería,item of merchandise (plural),plural_of_original,plus_s
28517,planificada,planificado,planned (feminine singular),feminine_of_original,o_to_a
28527,acusadas,acusado,accused (feminine plural),feminine_plural_of_original,o_to_as
28545,parisina,parisino,Parisian (feminine singular),feminine_of_original,o_to_a
28548,rocosa,rocoso,rocky (feminine singular),feminine_of_original,o_to_a
28555,afectuosa,afectuoso,affectionate (feminine singular),feminine_of_original,o_to_a
28559,descensos,descenso,descent (masculine plural),masculine_plural_of_original,o_to_os
28561,farolas,farola,lamppost; streetlight (plural),plural_of_original,plus_s
28563,letrados,letrado,erudite; educated (masculine plural),masculine_plural_of_original,o_to_os
28564,migratorios,migratorio,migratory (masculine plural),masculine_plural_of_original,o_to_os
28574,sorbos,sorbo,sip (masculine plural),masculine_plural_of_original,o_to_os
28577,teclados,teclado,keyboard (masculine plural),masculine_plural_of_original,o_to_os
28581,blusas,blusa,blouse (plural),plural_of_original,plus_s
28593,exponentes,exponente,that exhibits (plural),plural_of_original,plus_s
28595,inventados,inventado,invented (masculine plural),masculine_plural_of_original,o_to_os
28596,jeringas,jeringa,syringe (plural),plural_of_original,plus_s
28604,unificada,unificado,united; unified (feminine singular),feminine_of_original,o_to_a
28607,carrozas,carroza,carriage (plural),plural_of_original,plus_s
28613,fichajes,fichaje,hiring; signing (plural),plural_of_original,plus_s
28618,inhumana,inhumano,inhuman (feminine singular),feminine_of_original,o_to_a
28629,acreditados,acreditado,accredited (masculine plural),masculine_plural_of_original,o_to_os
28642,infecta,infecto,infested (feminine singular),feminine_of_original,o_to_a
28645,neurológica,neurológico,neurological (feminine singular),feminine_of_original,o_to_a
28651,abatidos,abatido,abject; discouraged (masculine plural),masculine_plural_of_original,o_to_os
28654,bocados,bocado,mouthful (masculine plural),masculine_plural_of_original,o_to_os
28655,cargamentos,cargamento,load; freight (masculine plural),masculine_plural_of_original,o_to_os
28656,certera,certero,accurate; spot on (feminine singular),feminine_of_original,o_to_a
28657,coplas,copla,stanza; couplet (plural),plural_of_original,plus_s
28660,glúteos,glúteo,gluteal (masculine plural),masculine_plural_of_original,o_to_os
28663,hablada,hablado,oral; spoken (feminine singular),feminine_of_original,o_to_a
28664,humores,humor,mood (plural),plural_of_original,plus_es
28666,laicos,laico,lay; secular (masculine plural),masculine_plural_of_original,o_to_os
28671,petróleos,petróleo,oil; petroleum (masculine plural),masculine_plural_of_original,o_to_os
28674,sabrosas,sabroso,tasty; delicious; toothsome (feminine plural),feminine_plural_of_original,o_to_as
28678,vanos,vano,vain (masculine plural),masculine_plural_of_original,o_to_os
28680,aduanera,aduanero,customs (feminine singular),feminine_of_original,o_to_a
28684,atuendos,atuendo,dress; attire; clothing (masculine plural),masculine_plural_of_original,o_to_os
28689,cuidadores,cuidador,keeper; caretaker; caregiver (plural),plural_of_original,plus_es
28707,adversa,adverso,adverse (feminine singular),feminine_of_original,o_to_a
28720,felinos,felino,feline (masculine plural),masculine_plural_of_original,o_to_os
28721,furgonetas,furgoneta,van (plural),plural_of_original,plus_s
28722,gremiales,gremial,labor union (plural),plural_of_original,plus_es
28723,hawaiana,hawaiano,Hawaiian (feminine singular),feminine_of_original,o_to_a
28724,ingeniosos,ingenioso,artful; clever; ingenious; resourceful (masculine plural),masculine_plural_of_original,o_to_os
28728,paradigmas,paradigma,paradigm (plural),plural_of_original,plus_s
28729,rancia,rancio,rancid (feminine singular),feminine_of_original,o_to_a
28732,subversiva,subversivo,subversive (feminine singular),feminine_of_original,o_to_a
28734,tentativas,tentativo,tentative (feminine plural),feminine_plural_of_original,o_to_as
28737,veredas,vereda,path; lane (plural),plural_of_original,plus_s
28739,acorazada,acorazado,armored; armoured (feminine singular),feminine_of_original,o_to_a
28742,bajadas,bajado,rustic; peasant; and having just moved to the city (feminine plural),feminine_plural_of_original,o_to_as
28743,bastarda,bastardo,bastard (feminine singular),feminine_of_original,o_to_a
28745,deidades,deidad,deity (plural),plural_of_original,plus_es
28751,escondites,escondite,hiding place (plural),plural_of_original,plus_s
28755,importadores,importador,importing (plural),plural_of_original,plus_es
28760,patéticas,patético,pathetic (feminine plural),feminine_plural_of_original,o_to_as
28764,renegados,renegado,renegade (masculine plural),masculine_plural_of_original,o_to_os
28766,sonámbula,sonámbulo,sleepwalker; somnambulist (feminine singular),feminine_of_original,o_to_a
28771,aduaneros,aduanero,customs (masculine plural),masculine_plural_of_original,o_to_os
28773,amateurs,amateur,amateurish (plural),plural_of_original,plus_s
28775,bélicos,bélico,war; warlike; military (masculine plural),masculine_plural_of_original,o_to_os
28779,contingencias,contingencia,contingency (plural),plural_of_original,plus_s
28781,cándida,cándido,straightforward (feminine singular),feminine_of_original,o_to_a
28783,diagnóstica,diagnóstico,diagnostic (feminine singular),feminine_of_original,o_to_a
28790,fobias,fobia,phobia (plural),plural_of_original,plus_s
28791,fructífera,fructífero,frugiferous; fructiferous (feminine singular),feminine_of_original,o_to_a
28798,nórdicos,nórdico,Norse (masculine plural),masculine_plural_of_original,o_to_os
28800,preámbulos,preámbulo,preamble (masculine plural),masculine_plural_of_original,o_to_os
28801,provocativa,provocativo,provocative (feminine singular),feminine_of_original,o_to_a
28806,titulados,titulado,titled (masculine plural),masculine_plural_of_original,o_to_os
28812,ánimas,ánima,soul (plural),plural_of_original,plus_s
28823,dudosos,dudoso,doubtful (masculine plural),masculine_plural_of_original,o_to_os
28835,maniquíes,maniquí,dummy; mannequin (plural),plural_of_original,plus_es
28841,rabiosa,rabioso,rabid (feminine singular),feminine_of_original,o_to_a
28844,riñas,riña,fight; struggle (plural),plural_of_original,plus_s
28846,sudamericanos,sudamericano,South American (masculine plural),masculine_plural_of_original,o_to_os
28848,adjuntos,adjunto,attached (masculine plural),masculine_plural_of_original,o_to_os
28850,argelinos,argelino,Algerian (masculine plural),masculine_plural_of_original,o_to_os
28851,chismosa,chismoso,nosy (feminine singular),feminine_of_original,o_to_a
28854,discretas,discreto,discrete (feminine plural),feminine_plural_of_original,o_to_as
28866,periféricas,periférico,peripheral (feminine plural),feminine_plural_of_original,o_to_as
28868,pollitos,pollito,young chicken (masculine plural),masculine_plural_of_original,o_to_os
28869,porotos,poroto,bean (masculine plural),masculine_plural_of_original,o_to_os
28872,reproductiva,reproductivo,reproductive (feminine singular),feminine_of_original,o_to_a
28873,ruegos,ruego,plea; appeal (masculine plural),masculine_plural_of_original,o_to_os
28874,santuarios,santuario,sanctuary (masculine plural),masculine_plural_of_original,o_to_os
28878,sórdida,sórdido,seamy; dirty; sordid; sleazy (feminine singular),feminine_of_original,o_to_a
28879,unicornios,unicornio,unicorn (masculine plural),masculine_plural_of_original,o_to_os
28883,austriacos,austriaco,Austrian (masculine plural),masculine_plural_of_original,o_to_os
28886,burda,burdo,exaggerated; a lot (feminine singular),feminine_of_original,o_to_a
28888,cambiados,cambiado,changed (masculine plural),masculine_plural_of_original,o_to_os
28894,crustáceos,crustáceo,crustacean (masculine plural),masculine_plural_of_original,o_to_os
28896,destrozadas,destrozado,torn; wrecked; smashed; destroyed (feminine plural),feminine_plural_of_original,o_to_as
28899,huecas,hueco,empty; hollow (feminine plural),feminine_plural_of_original,o_to_as
28904,mechas,mecha,wick; fuse (plural),plural_of_original,plus_s
28906,novicia,novicio,novice (feminine singular),feminine_of_original,o_to_a
28908,pigmentos,pigmento,pigment (masculine plural),masculine_plural_of_original,o_to_os
28910,retorcidos,retorcido,twisted (masculine plural),masculine_plural_of_original,o_to_os
28912,saturados,saturado,saturated (masculine plural),masculine_plural_of_original,o_to_os
28915,volátiles,volátil,volatile (plural),plural_of_original,plus_es
28923,esterlinas,esterlina,sterling (plural),plural_of_original,plus_s
28927,fronterizas,fronterizo,border (feminine plural),feminine_plural_of_original,o_to_as
28930,laberintos,laberinto,maze; labyrinth (masculine plural),masculine_plural_of_original,o_to_os
28937,proporcionados,proporcionado,proportionate (masculine plural),masculine_plural_of_original,o_to_os
28943,aparecida,aparecido,appeared (feminine singular),feminine_of_original,o_to_a
28953,hermanastra,hermanastro,half-sister (feminine singular),feminine_of_original,o_to_a
28967,abatida,abatido,abject; discouraged (feminine singular),feminine_of_original,o_to_a
28975,cerditos,cerdito,piggy bank (masculine plural),masculine_plural_of_original,o_to_os
28977,comportes,comporte,comport; behavior (plural),plural_of_original,plus_s
28978,coágulos,coágulo,clot (masculine plural),masculine_plural_of_original,o_to_os
28979,decorativos,decorativo,decorative (masculine plural),masculine_plural_of_original,o_to_os
28987,metralletas,metralleta,submachine gun (plural),plural_of_original,plus_s
28991,resignada,resignado,resigned (feminine singular),feminine_of_original,o_to_a
28996,zanjas,zanja,ditch; trench (plural),plural_of_original,plus_s
29006,defectuosos,defectuoso,faulty; flawed; defective (masculine plural),masculine_plural_of_original,o_to_os
29007,emisores,emisor,emitting; that emits (plural),plural_of_original,plus_es
29010,hondureña,hondureño,Honduran (feminine singular),feminine_of_original,o_to_a
29013,inmadura,inmaduro,immature (feminine singular),feminine_of_original,o_to_a
29014,inservibles,inservible,useless; unserviceable; good for nothing (plural),plural_of_original,plus_s
29015,inválidos,inválido,void; invalid (masculine plural),masculine_plural_of_original,o_to_os
29017,meteoros,meteoro,meteor (masculine plural),masculine_plural_of_original,o_to_os
29021,quemadores,quemador,burning (plural),plural_of_original,plus_es
29032,blindada,blindado,armoured (feminine singular),feminine_of_original,o_to_a
29033,bocinas,bocina,horn (plural),plural_of_original,plus_s
29042,desorientada,desorientado,lost; confused; disoriented (feminine singular),feminine_of_original,o_to_a
29046,fraternidades,fraternidad,fraternity (plural),plural_of_original,plus_es
29047,goteras,gotera,leak (plural),plural_of_original,plus_s
29049,iniciadas,iniciado,initiate (feminine plural),feminine_plural_of_original,o_to_as
29050,logos,logo,logo; logotype (masculine plural),masculine_plural_of_original,o_to_os
29052,ositos,osito,teddy bear; : teddy bear (masculine plural),masculine_plural_of_original,o_to_os
29056,predicadores,predicador,preaching (plural),plural_of_original,plus_es
29068,astronómicos,astronómico,astronomic; astronomical (masculine plural),masculine_plural_of_original,o_to_os
29071,chupas,chupa,leather jacket (plural),plural_of_original,plus_s
29073,dejadas,dejado,lax; sloppy (feminine plural),feminine_plural_of_original,o_to_as
29082,indochina,indochino,Indochinese (feminine singular),feminine_of_original,o_to_a
29083,instantáneas,instantáneo,instantaneous (feminine plural),feminine_plural_of_original,o_to_as
29084,juncos,junco,reed; rush (masculine plural),masculine_plural_of_original,o_to_os
29086,laxantes,laxante,laxative (plural),plural_of_original,plus_s
29095,selladas,sellado,sealed (feminine plural),feminine_plural_of_original,o_to_as
29096,sufragios,sufragio,suffrage (masculine plural),masculine_plural_of_original,o_to_os
29100,aledaños,aledaño,bordering; neighboring (masculine plural),masculine_plural_of_original,o_to_os
29105,cascabeles,cascabel,jingle bell; sleigh bell (plural),plural_of_original,plus_es
29106,caudillos,caudillo,military leader (masculine plural),masculine_plural_of_original,o_to_os
29108,clasificadas,clasificado,classified (feminine plural),feminine_plural_of_original,o_to_as
29114,defensivos,defensivo,defensive (masculine plural),masculine_plural_of_original,o_to_os
29118,diurna,diurno,diurnal (feminine singular),feminine_of_original,o_to_a
29120,especuladores,especulador,speculating (plural),plural_of_original,plus_es
29123,gajes,gaje,pay; salary (plural),plural_of_original,plus_s
29127,maldades,maldad,badness; evilness (plural),plural_of_original,plus_es
29134,rumanos,rumano,Romanian (masculine plural),masculine_plural_of_original,o_to_os
29157,legendarios,legendario,legendary (masculine plural),masculine_plural_of_original,o_to_os
29161,mordeduras,mordedura,bite (plural),plural_of_original,plus_s
29162,mucosas,mucoso,mucous (feminine plural),feminine_plural_of_original,o_to_as
29170,remates,remate,auction (plural),plural_of_original,plus_s
29171,rojiza,rojizo,reddish (feminine singular),feminine_of_original,o_to_a
29172,rozas,roza,brushing; scrubbing (plural),plural_of_original,plus_s
29175,socioeconómica,socioeconómico,socioeconomic (feminine singular),feminine_of_original,o_to_a
29178,victoriosa,victorioso,victorious; triumphant (feminine singular),feminine_of_original,o_to_a
29181,atómicos,atómico,atomic (masculine plural),masculine_plural_of_original,o_to_os
29182,biliares,biliar,biliary (plural),plural_of_original,plus_es
29183,caritativa,caritativo,charitable (feminine singular),feminine_of_original,o_to_a
29191,espléndidas,espléndido,superb; splendid; magnificent; splendiferous (feminine plural),feminine_plural_of_original,o_to_as
29192,finalidades,finalidad,aim; purpose; objective (plural),plural_of_original,plus_es
29193,mejicana,mejicano,compare mexiquense) (feminine singular),feminine_of_original,o_to_a
29195,oceánica,oceánico,oceanic (feminine singular),feminine_of_original,o_to_a
29196,opaca,opaco,opaque (feminine singular),feminine_of_original,o_to_a
29199,polluelos,polluelo,chick (masculine plural),masculine_plural_of_original,o_to_os
29212,ciernes,cierne,bloom (plural),plural_of_original,plus_s
29224,garantizados,garantizado,secured; guaranteed (masculine plural),masculine_plural_of_original,o_to_os
29229,montañosas,montañoso,mountainous (feminine plural),feminine_plural_of_original,o_to_as
29236,térmicos,térmico,thermal (masculine plural),masculine_plural_of_original,o_to_os
29249,densos,denso,dense; thick; heavy (masculine plural),masculine_plural_of_original,o_to_os
29252,inadvertida,inadvertido,unnoticed (feminine singular),feminine_of_original,o_to_a
29253,inalámbrica,inalámbrico,wireless (feminine singular),feminine_of_original,o_to_a
29256,nódulos,nódulo,nodule (masculine plural),masculine_plural_of_original,o_to_os
29258,porcentuales,porcentual,percent; percentage (plural),plural_of_original,plus_es
29259,presenciales,presencial,on-site; in-person (plural),plural_of_original,plus_es
29265,tropiezos,tropiezo,setback; obstacle; stumbling block (masculine plural),masculine_plural_of_original,o_to_os
29276,enredos,enredo,chaos; confusion (masculine plural),masculine_plural_of_original,o_to_os
29279,limpiadores,limpiador,cleaning (plural),plural_of_original,plus_es
29284,solapas,solapa,lapel (plural),plural_of_original,plus_s
29288,videntes,vidente,seeing person (plural),plural_of_original,plus_s
29292,anulada,anulado,annulled (feminine singular),feminine_of_original,o_to_a
29294,casilleros,casillero,pigeonhole (masculine plural),masculine_plural_of_original,o_to_os
29299,cuestionamientos,cuestionamiento,action or effect of questioning (masculine plural),masculine_plural_of_original,o_to_os
29310,fotográficos,fotográfico,photographic (masculine plural),masculine_plural_of_original,o_to_os
29314,niñitos,niñito,boy; child (masculine plural),masculine_plural_of_original,o_to_os
29315,noticiarios,noticiario,news; newscast; news program; news programme (masculine plural),masculine_plural_of_original,o_to_os
29317,pegatinas,pegatina,sticker (plural),plural_of_original,plus_s
29322,puerros,puerro,leek (masculine plural),masculine_plural_of_original,o_to_os
29323,retretes,retrete,toilet (plural),plural_of_original,plus_s
29324,tibias,tibio,warm; lukewarm (feminine plural),feminine_plural_of_original,o_to_as
29325,tolerantes,tolerante,tolerant (plural),plural_of_original,plus_s
29331,alimenticias,alimenticio,alimentary; nourishing (feminine plural),feminine_plural_of_original,o_to_as
29334,borracheras,borrachera,drunkenness (plural),plural_of_original,plus_s
29335,capillas,capilla,chapel (plural),plural_of_original,plus_s
29336,cerdas,cerdo,dirty (feminine plural),feminine_plural_of_original,o_to_as
29343,embalses,embalse,reservoir (plural),plural_of_original,plus_s
29346,guirnaldas,guirnalda,garland (plural),plural_of_original,plus_s
29364,allanamientos,allanamiento,smoothing; flattening (masculine plural),masculine_plural_of_original,o_to_os
29369,celtas,celta,Celtic (plural),plural_of_original,plus_s
29370,descriptiva,descriptivo,descriptive (feminine singular),feminine_of_original,o_to_a
29373,escaladores,escalador,climber (plural),plural_of_original,plus_es
29374,escueta,escueto,plain; simple (feminine singular),feminine_of_original,o_to_a
29381,misionera,misionero,of; from or relating to Misiones (feminine singular),feminine_of_original,o_to_a
29384,reaccionarios,reaccionario,reactionary (masculine plural),masculine_plural_of_original,o_to_os
29385,reproductores,reproductor,reproductive (plural),plural_of_original,plus_es
29389,acomodada,acomodado,wealthy; well-off; affluent; well-to-do (feminine singular),feminine_of_original,o_to_a
29392,articulares,articular,to articulate (plural),plural_of_original,plus_es
29395,cautelosos,cauteloso,chary; cagey; cautious; gingerly (masculine plural),masculine_plural_of_original,o_to_os
29400,malísima,malísimo,dreadful (feminine singular),feminine_of_original,o_to_a
29401,maníes,maní,peanut (plural),plural_of_original,plus_es
29405,presumida,presumido,arrogant; conceited (feminine singular),feminine_of_original,o_to_a
29407,sofás,sofá,sofa; couch (plural),plural_of_original,plus_s
29408,atravesada,atravesado,cross; oblique; transversal (feminine singular),feminine_of_original,o_to_a
29410,bienaventurados,bienaventurado,blessed (masculine plural),masculine_plural_of_original,o_to_os
29412,canguros,canguro,kangaroo (masculine plural),masculine_plural_of_original,o_to_os
29417,deshechos,deshecho,undone (masculine plural),masculine_plural_of_original,o_to_os
29418,desocupados,desocupado,free; unoccupied (masculine plural),masculine_plural_of_original,o_to_os
29419,desproporcionada,desproporcionado,undue; disproportionate (feminine singular),feminine_of_original,o_to_a
29420,detalladas,detallado,detailed (feminine plural),feminine_plural_of_original,o_to_as
29422,distintiva,distintivo,distinctive; distinguishable (feminine singular),feminine_of_original,o_to_a
29423,divergentes,divergente,divergent (plural),plural_of_original,plus_s
29428,explícitas,explícito,explicit (feminine plural),feminine_plural_of_original,o_to_as
29429,eólica,eólico,wind; aeolian (feminine singular),feminine_of_original,o_to_a
29430,inseguridades,inseguridad,insecurity (plural),plural_of_original,plus_es
29432,leopardos,leopardo,leopard (masculine plural),masculine_plural_of_original,o_to_os
29433,mariquitas,mariquita,ladybug; ladybird (plural),plural_of_original,plus_s
29434,nostálgica,nostálgico,nostalgic (feminine singular),feminine_of_original,o_to_a
29435,obscenas,obsceno,obscene (feminine plural),feminine_plural_of_original,o_to_as
29441,saturada,saturado,saturated (feminine singular),feminine_of_original,o_to_a
29442,tempestades,tempestad,storm; tempest (plural),plural_of_original,plus_es
