lemma,count,lemma_original,lemma_normalized,lemma_lemmatized,lemma_translated,translated_flag,translation_source
superpoderes,612,superpoderes,superpoderes,suministrar,supply,TRUE,dict
tomarías,612,tomarías,tomarías,tocar,hit / reach / play,TRUE,dict
tuviésemos,612,tuviésemos,tuviésemos,tumbar,[UNTRANSLATED] tumbar,FALSE,untranslated
utilería,612,utilería,utilería,uriel,[UNTRANSLATED] uriel,FALSE,untranslated
viejito,612,viejito,viejito,viaje,incentive trip / journey / travel,TRUE,dict
volvera,612,volvera,volvera,vocabulario,vocabulary,TRUE,dict
acreditado,611,acreditado,acreditado,acrecentar,increase,TRUE,dict
almagro,611,almagro,almagro,almacenar,store,TRUE,dict
apostador,611,apostador,apostador,apos,[UNTRANSLATED] apos,FALSE,untranslated
artesanales,611,artesanales,artesanales,arteria,artery,TRUE,dict
automotriz,611,automotriz,automotriz,autoestima,self-esteem,TRUE,dict
casitas,611,casitas,casitas,casey,[UNTRANSLATED] casey,FALSE,untranslated
creed,611,creed,creed,crecer,grow / get,TRUE,dict
desagrada,611,desagrada,desagrada,desafiar,dare / defy / challenge,TRUE,dict
edita,611,edita,edita,edgardo,[UNTRANSLATED] edgardo,FALSE,untranslated
festiva,611,festiva,festiva,ferrari,ferrari,TRUE,dict
huber,611,huber,huber,house,[UNTRANSLATED] house,FALSE,untranslated
implacables,611,implacables,implacables,imperfección,imperfection,TRUE,dict
inconsciencia,611,inconsciencia,inconsciencia,incomodidad,discomfort,TRUE,dict
intentarás,611,intentarás,intentarás,intensificar,intensify,TRUE,dict
inunda,611,inunda,inunda,introducir,enter / introduce,TRUE,dict
lujosos,611,lujosos,lujosos,lucien,[UNTRANSLATED] lucien,FALSE,untranslated
medianamente,611,medianamente,medianamente,me,me,TRUE,override
pasante,611,pasante,pasante,partir,split,TRUE,dict
piénsenlo,611,piénsenlo,piénsenlo,pisar,put / step,TRUE,dict
psi,611,psi,psi,proyecto,project / blueprint,TRUE,dict
puntuaciones,611,puntuaciones,puntuaciones,pugna,conflict,TRUE,dict
rani,611,rani,rani,raleigh,[UNTRANSLATED] raleigh,FALSE,untranslated
recibirnos,611,recibirnos,recibirnos,recepción,receipt / reception,TRUE,dict
scanlon,611,scanlon,scanlon,sasha,[UNTRANSLATED] sasha,FALSE,untranslated
shinji,611,shinji,shinji,shah,[UNTRANSLATED] shah,FALSE,untranslated
skipper,611,skipper,skipper,sirope,syrup,TRUE,dict
tablones,611,tablones,tablones,símbolo,symbol,TRUE,dict
titulación,611,titulación,titulación,tintura,dyeing,TRUE,dict
traspasado,611,traspasado,traspasado,transmitir,convey / transmit,TRUE,dict
veia,611,veia,veia,varonil,[UNTRANSLATED] varonil,FALSE,untranslated
abridor,610,abridor,abridor,abreviar,abbreviate / abridge,TRUE,dict
absorbente,610,absorbente,absorbente,absoluto,absolute,TRUE,dict
acordaste,610,acordaste,acordaste,acordar,agree / remember / remind,TRUE,dict
agilizar,610,agilizar,agilizar,agh,[UNTRANSLATED] agh,FALSE,untranslated
antioquia,610,antioquia,antioquia,antigüedad,antiquity,TRUE,dict
atrayendo,610,atrayendo,atrayendo,atravesar,cross / get,TRUE,dict
bajor,610,bajor,bajor,bajar,fall / drop / go,TRUE,dict
bogart,610,bogart,bogart,body,[UNTRANSLATED] body,FALSE,untranslated
caliza,610,caliza,caliza,calificado,[UNTRANSLATED] calificado,FALSE,untranslated
cansan,610,cansan,cansan,cannes,[UNTRANSLATED] cannes,FALSE,untranslated
castigará,610,castigará,castigará,castidad,chastity,TRUE,dict
clavados,610,clavados,clavados,claudia,[UNTRANSLATED] claudia,FALSE,untranslated
corpiño,610,corpiño,corpiño,corona,crown,TRUE,dict
culparlo,610,culparlo,culparlo,culminar,culminate,TRUE,dict
dickinson,610,dickinson,dickinson,dicho,[UNTRANSLATED] dicho,FALSE,untranslated
dum,610,dum,dum,dueña,[UNTRANSLATED] dueña,FALSE,untranslated
eee,610,eee,eee,educado,polite,TRUE,dict
emprende,610,emprende,emprende,empleado,clerk / employee,TRUE,dict
encerrarse,610,encerrarse,encerrarse,encender,light,TRUE,dict
entierran,610,entierran,entierran,enterrar,bury,TRUE,dict
estancada,610,estancada,estancada,estallar,burst,TRUE,dict
fogón,610,fogón,fogón,fluvial,fluvial,TRUE,dict
gorman,610,gorman,gorman,gonzález,gonzález,TRUE,dict
invencibles,610,invencibles,invencibles,inundar,drown / flood / inundate,TRUE,dict
jennie,610,jennie,jennie,claude,[UNTRANSLATED] claude,FALSE,untranslated
jer,610,jer,jer,jeannette,[UNTRANSLATED] jeannette,FALSE,untranslated
joao,610,joao,joao,jet,jet,TRUE,dict
localizarla,610,localizarla,localizarla,llevar,carry / spend / take,TRUE,dict
loza,610,loza,loza,lord,[UNTRANSLATED] lord,FALSE,untranslated
mamas,610,mamas,mamas,mall,[UNTRANSLATED] mall,FALSE,untranslated
mcguire,610,mcguire,mcguire,mayoría,coming / majority,TRUE,dict
mejorada,610,mejorada,mejorada,mediocridad,mediocrity,TRUE,dict
monito,610,monito,monito,molly,[UNTRANSLATED] molly,FALSE,untranslated
mordaza,610,mordaza,mordaza,montar,mount / ride / set,TRUE,dict
obscena,610,obscena,obscena,objetividad,objectivity,TRUE,dict
ofrecerán,610,ofrecerán,ofrecerán,odiar,hate,TRUE,dict
orwell,610,orwell,orwell,original,original,TRUE,dict
proporcionando,610,proporcionando,proporcionando,pronunciar,pronounce,TRUE,dict
quê,610,quê,quê,quitar,take / remove,TRUE,dict
resonancias,610,resonancias,resonancias,residencial,residential,TRUE,dict
retenciones,610,retenciones,retenciones,restringir,restrict,TRUE,dict
romperla,610,romperla,romperla,rohit,[UNTRANSLATED] rohit,FALSE,untranslated
rítmico,610,rítmico,rítmico,ruso,russian,TRUE,dict
sirvientas,610,sirvientas,sirvientas,sinfónico,symphonic,TRUE,dict
small,610,small,small,sissy,[UNTRANSLATED] sissy,FALSE,untranslated
vendra,610,vendra,vendra,velozmente,[UNTRANSLATED] velozmente,FALSE,untranslated
wesen,610,wesen,wesen,wal,[UNTRANSLATED] wal,FALSE,untranslated
zumbando,610,zumbando,zumbando,zapatería,[UNTRANSLATED] zapatería,FALSE,untranslated
1er,609,1er,1er,1,[UNTRANSLATED] 1,FALSE,untranslated
absolutas,609,absolutas,absolutas,absolución,absolution,TRUE,dict
adaptan,609,adaptan,adaptan,adaptar,adapt / suit,TRUE,dict
afinar,609,afinar,afinar,afiliación,membership / affiliation,TRUE,dict
arrodillado,609,arrodillado,arrodillado,arriesgar,risk,TRUE,dict
barnett,609,barnett,barnett,bariloche,[UNTRANSLATED] bariloche,FALSE,untranslated
bautizar,609,bautizar,bautizar,baudelaire,[UNTRANSLATED] baudelaire,FALSE,untranslated
cocinan,609,cocinan,cocinan,cochran,[UNTRANSLATED] cochran,FALSE,untranslated
complexión,609,complexión,complexión,completar,complete,TRUE,dict
consíguete,609,consíguete,consíguete,consumidor,consumer / lpg consumer,TRUE,dict
debilucho,609,debilucho,debilucho,deber,homework / duty / have,TRUE,dict
desafiado,609,desafiado,desafiado,derrumbar,[UNTRANSLATED] derrumbar,FALSE,untranslated
difuso,609,difuso,difuso,dificultar,hamper,TRUE,dict
discográfico,609,discográfico,discográfico,disc,[UNTRANSLATED] disc,FALSE,untranslated
disculpado,609,disculpado,disculpado,discoteca,discotheque / disco,TRUE,dict
dmitri,609,dmitri,dmitri,dixie,[UNTRANSLATED] dixie,FALSE,untranslated
elitista,609,elitista,elitista,eliminar,delete / eliminate,TRUE,dict
evangelios,609,evangelios,evangelios,evacuar,evacuate,TRUE,dict
explícamelo,609,explícamelo,explícamelo,explosivo,explosive,TRUE,dict
extremista,609,extremista,extremista,extrañar,[UNTRANSLATED] extrañar,FALSE,untranslated
húngara,609,húngara,húngara,hacer,to do/make,TRUE,override
instruido,609,instruido,instruido,instantáneamente,instantly / instantaneously,TRUE,dict
ocultarte,609,ocultarte,ocultarte,ocasionar,[UNTRANSLATED] ocasionar,FALSE,untranslated
otorgada,609,otorgada,otorgada,osa,[UNTRANSLATED] osa,FALSE,untranslated
pichones,609,pichones,pichones,peñón,rock,TRUE,dict
ppdo,609,ppdo,ppdo,posteriormente,later / subsequently,TRUE,dict
púlpito,609,púlpito,púlpito,pasar,take / spend / go,TRUE,dict
qing,609,qing,qing,pérez,pérez,TRUE,dict
recibiremos,609,recibiremos,recibiremos,recaer,[UNTRANSLATED] recaer,FALSE,untranslated
recuperados,609,recuperados,recuperados,recorrer,travel / visit,TRUE,dict
sanguinario,609,sanguinario,sanguinario,samper,[UNTRANSLATED] samper,FALSE,untranslated
acuestes,608,acuestes,acuestes,acostar,put,TRUE,dict
adquiridas,608,adquiridas,adquiridas,adquirir,acquire / purchase,TRUE,dict
alcanzarlos,608,alcanzarlos,alcanzarlos,alcanzar,achieve / get / manage,TRUE,dict
altere,608,altere,altere,alterar,alter,TRUE,dict
anubis,608,anubis,anubis,antúnez,[UNTRANSLATED] antúnez,FALSE,untranslated
aprehensión,608,aprehensión,aprehensión,apreciar,appreciate,TRUE,dict
armani,608,armani,armani,armamento,armament,TRUE,dict
artesanías,608,artesanías,artesanías,artesanal,[UNTRANSLATED] artesanal,FALSE,untranslated
audífonos,608,audífonos,audífonos,auditor,auditor,TRUE,dict
bao,608,bao,bao,banquero,banker,TRUE,dict
cargamos,608,cargamos,cargamos,careta,[UNTRANSLATED] careta,FALSE,untranslated
carroña,608,carroña,carroña,carril,lane,TRUE,dict
cercas,608,cercas,cercas,cepillo,brush / toothbrush,TRUE,dict
concederle,608,concederle,concederle,común,common,TRUE,dict
cubriremos,608,cubriremos,cubriremos,cubito,[UNTRANSLATED] cubito,FALSE,untranslated
discutía,608,discutía,discutía,discutir,argue,TRUE,dict
entonación,608,entonación,entonación,ente,body,TRUE,dict
entrometida,608,entrometida,entrometida,entrever,glimpse,TRUE,dict
galardonado,608,galardonado,galardonado,gabrielle,[UNTRANSLATED] gabrielle,FALSE,untranslated
guardara,608,guardara,guardara,guantera,[UNTRANSLATED] guantera,FALSE,untranslated
hiperespacio,608,hiperespacio,hiperespacio,hills,[UNTRANSLATED] hills,FALSE,untranslated
horrenda,608,horrenda,horrenda,horca,[UNTRANSLATED] horca,FALSE,untranslated
ingrese,608,ingrese,ingrese,inger,[UNTRANSLATED] inger,FALSE,untranslated
inutil,608,inutil,inutil,intubación,intubation,TRUE,dict
johnston,608,johnston,johnston,joder,fuck,TRUE,dict
líbranos,608,líbranos,líbranos,lyndon,[UNTRANSLATED] lyndon,FALSE,untranslated
minoritario,608,minoritario,minoritario,mimo,[UNTRANSLATED] mimo,FALSE,untranslated
mínimamente,608,mínimamente,mínimamente,máster,[UNTRANSLATED] máster,FALSE,untranslated
organizaba,608,organizaba,organizaba,orbital,orbital,TRUE,dict
paje,608,paje,paje,pagar,pay / go,TRUE,dict
papeletas,608,papeletas,papeletas,panda,[UNTRANSLATED] panda,FALSE,untranslated
persiguieron,608,persiguieron,persiguieron,peronista,[UNTRANSLATED] peronista,FALSE,untranslated
polarización,608,polarización,polarización,podian,[UNTRANSLATED] podian,FALSE,untranslated
presagios,608,presagios,presagios,preparar,prepare / prime,TRUE,dict
recintos,608,recintos,recintos,rechazar,dismiss / refuse,TRUE,dict
renales,608,renales,renales,remedio,remedy,TRUE,dict
salidos,608,salidos,salidos,sagrario,[UNTRANSLATED] sagrario,FALSE,untranslated
saltarse,608,saltarse,saltarse,salir,go / be / come,TRUE,dict
sissy,608,sissy,sissy,siniestra,[UNTRANSLATED] siniestra,FALSE,untranslated
subyace,608,subyace,subyace,subir,climb / increase / go,TRUE,dict
sutilmente,608,sutilmente,sutilmente,susie,[UNTRANSLATED] susie,FALSE,untranslated
texturas,608,texturas,texturas,terreno,terrain,TRUE,dict
vanguardista,608,vanguardista,vanguardista,valentín,[UNTRANSLATED] valentín,FALSE,untranslated
veámoslo,608,veámoslo,veámoslo,versar,[UNTRANSLATED] versar,FALSE,untranslated
viéndome,608,viéndome,viéndome,vita,[UNTRANSLATED] vita,FALSE,untranslated
work,608,work,work,wilbur,[UNTRANSLATED] wilbur,FALSE,untranslated
acuática,607,acuática,acuática,acusar,accuse,TRUE,dict
adelantarse,607,adelantarse,adelantarse,adelantar,advance,TRUE,dict
agradecen,607,agradecen,agradecen,agradar,like,TRUE,dict
anoto,607,anoto,anoto,anotar,note / annotate,TRUE,dict
aplazado,607,aplazado,aplazado,aplaudir,applaud,TRUE,dict
aprenderlo,607,aprenderlo,aprenderlo,aprender,learn,TRUE,dict
bombear,607,bombear,bombear,bombardero,bomber,TRUE,dict
cestas,607,cestas,cestas,cesar,cease,TRUE,dict
cometidas,607,cometidas,cometidas,comer,eat / lunch,TRUE,dict
defendemos,607,defendemos,defendemos,deducir,deduce / set,TRUE,dict
despeje,607,despeje,despeje,despedir,fire / sack / give,TRUE,dict
devolviera,607,devolviera,devolviera,devolver,give / return / send,TRUE,dict
dictadores,607,dictadores,dictadores,decir,to say/tell,TRUE,override
ferrol,607,ferrol,ferrol,fermina,[UNTRANSLATED] fermina,FALSE,untranslated
fulton,607,fulton,fulton,fugaz,fleeting,TRUE,dict
glaseado,607,glaseado,glaseado,girar,turn / spin,TRUE,dict
imagenes,607,imagenes,imagenes,iluminar,light,TRUE,dict
increiblemente,607,increiblemente,increiblemente,incontenible,irrepressible,TRUE,dict
logremos,607,logremos,logremos,loco,crazy / mad,TRUE,dict
manejé,607,manejé,manejé,mandarín,mandarin,TRUE,dict
med,607,med,med,mckenzie,[UNTRANSLATED] mckenzie,FALSE,untranslated
pedagógico,607,pedagógico,pedagógico,payaso,clown,TRUE,dict
postgrado,607,postgrado,postgrado,poseedor,possessor,TRUE,dict
rommie,607,rommie,rommie,rog,[UNTRANSLATED] rog,FALSE,untranslated
rubens,607,rubens,rubens,ross,[UNTRANSLATED] ross,FALSE,untranslated
sucumbir,607,sucumbir,sucumbir,subsistir,[UNTRANSLATED] subsistir,FALSE,untranslated
transgresión,607,transgresión,transgresión,tramposo,[UNTRANSLATED] tramposo,FALSE,untranslated
voluntariado,607,voluntariado,voluntariado,viñedo,vineyard,TRUE,dict
votando,607,votando,votando,voluntario,voluntary / volunteer,TRUE,dict
ajustando,606,ajustando,ajustando,ajustado,[UNTRANSLATED] ajustado,FALSE,untranslated
alcatraz,606,alcatraz,alcatraz,alcanzar,achieve / get / manage,TRUE,dict
alejara,606,alejara,alejara,alejandro,[UNTRANSLATED] alejandro,FALSE,untranslated
aprobaría,606,aprobaría,aprobaría,aprobado,[UNTRANSLATED] aprobado,FALSE,untranslated
apuntaban,606,apuntaban,apuntaban,apostar,bet,TRUE,dict
aterrorizados,606,aterrorizados,aterrorizados,aterrizar,land,TRUE,dict
barceló,606,barceló,barceló,barca,boat,TRUE,dict
blancura,606,blancura,blancura,blancanieves,[UNTRANSLATED] blancanieves,FALSE,untranslated
care,606,care,care,cardinal,cardinal,TRUE,dict
circulaba,606,circulaba,circulaba,cinturon,[UNTRANSLATED] cinturon,FALSE,untranslated
contingentes,606,contingentes,contingentes,contienda,contention / feud,TRUE,dict
cuña,606,cuña,cuña,contar,count / explain / have,TRUE,dict
desahogo,606,desahogo,desahogo,desafortunado,unlucky,TRUE,dict
desarrollen,606,desarrollen,desarrollen,desarme,disarmament,TRUE,dict
describa,606,describa,describa,desconocer,[UNTRANSLATED] desconocer,FALSE,untranslated
desempacar,606,desempacar,desempacar,desechar,refuse,TRUE,dict
desharé,606,desharé,desharé,desgracia,misfortune,TRUE,dict
domine,606,domine,domine,domesticar,domesticate,TRUE,dict
encerradas,606,encerradas,encerradas,encender,light,TRUE,dict
enojarse,606,enojarse,enojarse,enmarcar,frame,TRUE,dict
escogiendo,606,escogiendo,escogiendo,esclerosis,sclerosis,TRUE,dict
florencio,606,florencio,florencio,flip,[UNTRANSLATED] flip,FALSE,untranslated
frannie,606,frannie,frannie,francia,france,TRUE,dict
fusilados,606,fusilados,fusilados,fung,[UNTRANSLATED] fung,FALSE,untranslated
gravitación,606,gravitación,gravitación,grasiento,greasy / oily,TRUE,dict
holling,606,holling,holling,hogar,home,TRUE,dict
homogéneo,606,homogéneo,homogéneo,holograma,hologram,TRUE,dict
hp,606,hp,hp,hostil,hostile,TRUE,dict
huyan,606,huyan,huyan,hunter,[UNTRANSLATED] hunter,FALSE,untranslated
idónea,606,idónea,idónea,identificar,identify,TRUE,dict
judea,606,judea,judea,jovencito,[UNTRANSLATED] jovencito,FALSE,untranslated
julianne,606,julianne,julianne,jugar,play,TRUE,dict
killian,606,killian,killian,kensi,[UNTRANSLATED] kensi,FALSE,untranslated
krieger,606,krieger,krieger,km,km,TRUE,dict
lechera,606,lechera,lechera,lavar,wash / launder,TRUE,dict
limosnas,606,limosnas,limosnas,ligar,tie,TRUE,dict
masacres,606,masacres,masacres,marti,[UNTRANSLATED] marti,FALSE,untranslated
mccartney,606,mccartney,mccartney,maynard,[UNTRANSLATED] maynard,FALSE,untranslated
modifican,606,modifican,modifican,mocoso,brat,TRUE,dict
nadadores,606,nadadores,nadadores,músico,musician,TRUE,dict
newcastle,606,newcastle,newcastle,netamente,[UNTRANSLATED] netamente,FALSE,untranslated
oscilaciones,606,oscilaciones,oscilaciones,orinar,urinate,TRUE,dict
pelees,606,pelees,pelees,pegar,hit / punch / paste,TRUE,dict
predilección,606,predilección,predilección,preciar,[UNTRANSLATED] preciar,FALSE,untranslated
premiados,606,premiados,premiados,preguntar,ask,TRUE,dict
recibamos,606,recibamos,recibamos,recaer,[UNTRANSLATED] recaer,FALSE,untranslated
refinados,606,refinados,refinados,reducir,reduce,TRUE,dict
rei,606,rei,rei,regordete,[UNTRANSLATED] regordete,FALSE,untranslated
reservadas,606,reservadas,reservadas,requerir,require,TRUE,dict
acudí,605,acudí,acudí,acudir,attend / go / flock,TRUE,dict
adama,605,adama,adama,ada,[UNTRANSLATED] ada,FALSE,untranslated
alardeando,605,alardeando,alardeando,alan,alan,TRUE,dict
análoga,605,análoga,análoga,anya,[UNTRANSLATED] anya,FALSE,untranslated
apegado,605,apegado,apegado,apasionado,passionate / impassioned,TRUE,dict
ataco,605,ataco,ataco,atacar,make / attack / strike,TRUE,dict
azafatas,605,azafatas,azafatas,ayudar,help / do,TRUE,dict
bocanada,605,bocanada,bocanada,bobo,[UNTRANSLATED] bobo,FALSE,untranslated
chubascos,605,chubascos,chubascos,christa,[UNTRANSLATED] christa,FALSE,untranslated
circulatorio,605,circulatorio,circulatorio,circle,[UNTRANSLATED] circle,FALSE,untranslated
compremos,605,compremos,compremos,comprar,buy,TRUE,dict
contratas,605,contratas,contratas,contratado,[UNTRANSLATED] contratado,FALSE,untranslated
critico,605,critico,critico,cristo,christ,TRUE,dict
cuadrangular,605,cuadrangular,cuadrangular,crónico,chronic,TRUE,dict
cutis,605,cutis,cutis,curtis,[UNTRANSLATED] curtis,FALSE,untranslated
desapercibida,605,desapercibida,desapercibida,desaparecer,disappear / vanish,TRUE,dict
england,605,england,england,engañar,cheat / deceive / dupe,TRUE,dict
evitaría,605,evitaría,evitaría,evie,[UNTRANSLATED] evie,FALSE,untranslated
exija,605,exija,exija,exhibir,exhibit / showcase,TRUE,dict
fiambre,605,fiambre,fiambre,festejar,celebrate,TRUE,dict
fortune,605,fortune,fortune,formulario,form,TRUE,dict
huertas,605,huertas,huertas,haber,to have (aux.)/there is,TRUE,override
innovadora,605,innovadora,innovadora,inmovilidad,immobility,TRUE,dict
intuitivo,605,intuitivo,intuitivo,introducir,enter / introduce,TRUE,dict
marchita,605,marchita,marchita,marcado,marked,TRUE,dict
mccann,605,mccann,mccann,mayflower,[UNTRANSLATED] mayflower,FALSE,untranslated
monkey,605,monkey,monkey,momia,mummy,TRUE,dict
moveremos,605,moveremos,moveremos,mota,[UNTRANSLATED] mota,FALSE,untranslated
oscureciendo,605,oscureciendo,oscureciendo,orlando,[UNTRANSLATED] orlando,FALSE,untranslated
parámetro,605,parámetro,parámetro,participante,participant,TRUE,dict
pobrecillo,605,pobrecillo,pobrecillo,pleno,plenary / full,TRUE,dict
podias,605,podias,podias,plácido,[UNTRANSLATED] plácido,FALSE,untranslated
presion,605,presion,presion,presentar,feature / table / introduce,TRUE,dict
quemas,605,quemas,quemas,quedar,look / be / remain,TRUE,dict
revelará,605,revelará,revelará,retener,retain,TRUE,dict
salino,605,salino,salino,sakura,[UNTRANSLATED] sakura,FALSE,untranslated
someten,605,someten,someten,solomon,[UNTRANSLATED] solomon,FALSE,untranslated
sóla,605,sóla,sóla,sábes,[UNTRANSLATED] sábes,FALSE,untranslated
súbdito,605,súbdito,súbdito,sándwich,[UNTRANSLATED] sándwich,FALSE,untranslated
telefoneado,605,telefoneado,telefoneado,taxista,taxi driver / cab driver,TRUE,dict
toki,605,toki,toki,teñir,dye,TRUE,dict
tumbos,605,tumbos,tumbos,truth,[UNTRANSLATED] truth,FALSE,untranslated
und,605,und,und,ubicación,location,TRUE,dict
abastecer,604,abastecer,abastecer,abarcar,cover / span / encompass,TRUE,dict
acomoda,604,acomoda,acomoda,acoger,receive,TRUE,dict
adopten,604,adopten,adopten,adoptar,adopt,TRUE,dict
cabot,604,cabot,cabot,cabeza,head / top,TRUE,dict
clarificar,604,clarificar,clarificar,clandestino,[UNTRANSLATED] clandestino,FALSE,untranslated
comunícame,604,comunícame,comunícame,comunicar,put / communicate / get,TRUE,dict
construya,604,construya,construya,construir,build / construct,TRUE,dict
consultarme,604,consultarme,consultarme,construir,build / construct,TRUE,dict
crematorio,604,crematorio,crematorio,creer,believe / think,TRUE,dict
cristalina,604,cristalina,cristalina,criminología,criminology,TRUE,dict
cã,604,cã,cã,cápsula,capsule,TRUE,dict
decepcionas,604,decepcionas,decepcionas,decena,ten,TRUE,dict
dejándola,604,dejándola,dejándola,dejar,allow / give / quit,TRUE,dict
desacreditar,604,desacreditar,desacreditar,derrotar,defeat,TRUE,dict
examinarlo,604,examinarlo,examinarlo,exagerado,[UNTRANSLATED] exagerado,FALSE,untranslated
fall,604,fall,fall,fae,[UNTRANSLATED] fae,FALSE,untranslated
horaria,604,horaria,horaria,honorable,honourable,TRUE,dict
limo,604,limo,limo,ligero,light / lightweight,TRUE,dict
medioambientales,604,medioambientales,medioambientales,medalla,medal,TRUE,dict
mendel,604,mendel,mendel,melvin,[UNTRANSLATED] melvin,FALSE,untranslated
nike,604,nike,nike,ng,[UNTRANSLATED] ng,FALSE,untranslated
perdonarlo,604,perdonarlo,perdonarlo,perdedor,loser / losing,TRUE,dict
polvoriento,604,polvoriento,polvoriento,polaco,pole_person / polish,TRUE,dict
pride,604,pride,pride,pretender,intend / pretend,TRUE,dict
registre,604,registre,registre,regalar,give,TRUE,dict
science,604,science,science,satisfecho,satisfied,TRUE,dict
simula,604,simula,simula,silla,chair,TRUE,dict
sociológica,604,sociológica,sociológica,sobresaltar,[UNTRANSLATED] sobresaltar,FALSE,untranslated
thorn,604,thorn,thorn,testigo,witness,TRUE,dict
transferidos,604,transferidos,transferidos,traer,bring,TRUE,dict
turbinas,604,turbinas,turbinas,traer,bring,TRUE,dict
virtuosa,604,virtuosa,virtuosa,vincular,link,TRUE,dict
weller,604,weller,weller,w,[UNTRANSLATED] w,FALSE,untranslated
acentuado,603,acentuado,acentuado,acento,accent,TRUE,dict
alexa,603,alexa,alexa,aleta,fin,TRUE,dict
apresado,603,apresado,apresado,aprender,learn,TRUE,dict
batiendo,603,batiendo,batiendo,bate,[UNTRANSLATED] bate,FALSE,untranslated
cartago,603,cartago,cartago,carroll,[UNTRANSLATED] carroll,FALSE,untranslated
chapas,603,chapas,chapas,chang,[UNTRANSLATED] chang,FALSE,untranslated
cirie,603,cirie,cirie,circular,circulate / circular,TRUE,dict
condecoración,603,condecoración,condecoración,concursante,[UNTRANSLATED] concursante,FALSE,untranslated
croquetas,603,croquetas,croquetas,cromo,chromium,TRUE,dict
desagrado,603,desagrado,desagrado,desafio,[UNTRANSLATED] desafio,FALSE,untranslated
enlaza,603,enlaza,enlaza,engreído,[UNTRANSLATED] engreído,FALSE,untranslated
excelsior,603,excelsior,excelsior,examinar,examine,TRUE,dict
exponerse,603,exponerse,exponerse,explotar,explode / exploit / work,TRUE,dict
imaginaste,603,imaginaste,imaginaste,ilícito,illicit,TRUE,dict
inclinar,603,inclinar,inclinar,incidir,[UNTRANSLATED] incidir,FALSE,untranslated
inmundicia,603,inmundicia,inmundicia,inmensidad,immensity,TRUE,dict
insoportables,603,insoportables,insoportables,insinuar,insinuate,TRUE,dict
isolda,603,isolda,isolda,isabel,isabel,TRUE,dict
liliana,603,liliana,liliana,lidio,[UNTRANSLATED] lidio,FALSE,untranslated
lince,603,lince,lince,limpiar,clean / wipe,TRUE,dict
nabo,603,nabo,nabo,mirar,look / glance / watch,TRUE,dict
promocional,603,promocional,promocional,prohibir,ban / prohibit / forbid,TRUE,dict
provino,603,provino,provino,proteger,protect,TRUE,dict
rebelarse,603,rebelarse,rebelarse,realizar,realise / make / carry,TRUE,dict
reyna,603,reyna,reyna,revisar,review / revise / overhaul,TRUE,dict
siegfried,603,siegfried,siegfried,shepard,[UNTRANSLATED] shepard,FALSE,untranslated
sufrían,603,sufrían,sufrían,sueldo,wage,TRUE,dict
tanzania,603,tanzania,tanzania,talentoso,[UNTRANSLATED] talentoso,FALSE,untranslated
ántrax,603,ántrax,ántrax,zoila,[UNTRANSLATED] zoila,FALSE,untranslated
baliza,602,baliza,baliza,baldosa,[UNTRANSLATED] baldosa,FALSE,untranslated
brindado,602,brindado,brindado,brillar,shine,TRUE,dict
carrington,602,carrington,carrington,carrero,[UNTRANSLATED] carrero,FALSE,untranslated
carruajes,602,carruajes,carruajes,carrito,shopping trolley,TRUE,dict
chateau,602,chateau,chateau,charlotte,[UNTRANSLATED] charlotte,FALSE,untranslated
crio,602,crio,crio,criatura,baby / creature,TRUE,dict
cuestionan,602,cuestionan,cuestionan,cuervo,raven / crow / crooked,TRUE,dict
cutre,602,cutre,cutre,curva,bend / curve,TRUE,dict
dalmau,602,dalmau,dalmau,dai,[UNTRANSLATED] dai,FALSE,untranslated
decana,602,decana,decana,debut,debut,TRUE,dict
desnudista,602,desnudista,desnudista,desmesurado,immoderate,TRUE,dict
desuso,602,desuso,desuso,destruir,destroy,TRUE,dict
duff,602,duff,duff,duelo,duel,TRUE,dict
efraín,602,efraín,efraín,efectuar,effect,TRUE,dict
enamoras,602,enamoras,enamoras,enagua,[UNTRANSLATED] enagua,FALSE,untranslated
entrenan,602,entrenan,entrenan,entregar,hand / submit / deliver,TRUE,dict
enviaban,602,enviaban,enviaban,envejecer,age,TRUE,dict
esquivando,602,esquivando,esquivando,esperar,look / hope / expect,TRUE,dict
ew,602,ew,ew,evo,[UNTRANSLATED] evo,FALSE,untranslated
gratuitas,602,gratuitas,gratuitas,granma,[UNTRANSLATED] granma,FALSE,untranslated
hollín,602,hollín,hollín,hojalata,[UNTRANSLATED] hojalata,FALSE,untranslated
jáuregui,602,jáuregui,jáuregui,justificar,justify,TRUE,dict
librero,602,librero,librero,liberar,discharge / free / release,TRUE,dict
mezcló,602,mezcló,mezcló,metro,metre / subway / tube,TRUE,dict
neurología,602,neurología,neurología,nenaza,[UNTRANSLATED] nenaza,FALSE,untranslated
oportunistas,602,oportunistas,oportunistas,operar,operate,TRUE,dict
potencialidades,602,potencialidades,potencialidades,posición,position / stand,TRUE,dict
prominentes,602,prominentes,prominentes,prohibir,ban / prohibit / forbid,TRUE,dict
protestan,602,protestan,protestan,prostitución,prostitution,TRUE,dict
recelos,602,recelos,recelos,reaparecer,reappear,TRUE,dict
retrocedió,602,retrocedió,retrocedió,retirar,recall / withdraw / remove,TRUE,dict
rhea,602,rhea,rhea,revolver,revolve / scramble,TRUE,dict
sat,602,sat,sat,santander,santander,TRUE,dict
