rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,past_relation,past_tense,past_person,past_number,past_context,past_confidence,past_reason,tags
31479,esforzamos,esforzar,we encouraged,we encouraged,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
31501,transportaban,transportar,they transported,they transported (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
31514,aprovechaste,aprovechar,you made use of,you made use of (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
31519,constató,constatar,he verified; she verified; it verified,he verified; she verified; it verified (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31526,escapaban,escapar,they escaped,they escaped (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
31535,salves,salvar,you save,you save,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|second|singular
31537,señalé,señalar,I signaled,I signaled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
31556,dividieron,dividir,they divided,they divided (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
31557,educó,educar,he educated; she educated; it educated,he educated; she educated; it educated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31559,entregaban,entregar,they delivered,they delivered (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
31561,expandió,expandir,he expanded; she expanded; it expanded,he expanded; she expanded; it expanded (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
31565,gozó,gozar,he enjoyed oneself; she enjoyed oneself; it enjoyed oneself,he enjoyed oneself; she enjoyed oneself; it enjoyed oneself (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31569,oponían,oponer,they pited,they pited (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
31576,reanudó,reanudar,he renewed; she renewed; it renewed,he renewed; she renewed; it renewed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31579,rescatamos,rescatar,we rescued,we rescued,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
31601,copié,copiar,I copied,I copied (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
31606,envenenaron,envenenar,they poisoned,they poisoned (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
31648,cuidaste,cuidar,you looked after,you looked after (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
31656,estropeé,estropear,I ruined,I ruined (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
31657,exhibía,exhibir,I exhibited,I exhibited; he exhibited; she exhibited; it exhibited (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
31659,favorecía,favorecer,I supported,I supported; he supported; she supported; it supported (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
31669,olían,oler,they smelled,they smelled (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
31680,abogó,abogar,he advocated; she advocated; it advocated,he advocated; she advocated; it advocated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31692,examinaron,examinar,they examined,they examined (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
31714,apuñalaste,apuñalar,you stabed,you stabed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
31719,comparé,comparar,I compared,I compared (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
31723,duplicó,duplicar,he doubled; she doubled; it doubled,he doubled; she doubled; it doubled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31724,encaminó,encaminar,he directed; she directed; it directed,he directed; she directed; it directed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31740,recobró,recobrar,he recovered; she recovered; it recovered,he recovered; she recovered; it recovered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31749,aconsejaron,aconsejar,they advised,they advised (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
31753,alzaron,alzar,they lifted,they lifted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
31759,concentraba,concentrar,I concentrated,I concentrated; he concentrated; she concentrated; it concentrated (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
31773,gusté,gustar,I tasted,I tasted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
31788,rogaba,rogar,I beged,I beged; he beged; she beged; it beged (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
31798,chupó,chupar,he sucked; she sucked; it sucked,he sucked; she sucked; it sucked (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31809,excitaba,excitar,I excited,I excited; he excited; she excited; it excited (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
31817,pises,pisar,you step,you step,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|second|singular
31818,protegí,proteger,I protected,I protected (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_er_ir_preterite_1sg,past|preterite|first|singular
31824,subestimé,subestimar,I underestimated,I underestimated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
31840,comprobaba,comprobar,I checked,I checked; he checked; she checked; it checked (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
31844,guiaba,guiar,I guided,I guided; he guided; she guided; it guided (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
31851,paseamos,pasear,we strolled,we strolled,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
31856,torcí,torcer,I twisted,I twisted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_er_ir_preterite_1sg,past|preterite|first|singular
31857,transcurría,transcurrir,I passed by,I passed by; he passed by; she passed by; it passed by (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
31866,calculamos,calcular,we calculated,we calculated,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
31872,contabas,contar,you counted,you counted (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|second|singular
31876,dibujaste,dibujar,you drawed,you drawed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
31879,enteraba,enterar,I informed,I informed; he informed; she informed; it informed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
31895,pintamos,pintar,we painted,we painted,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
31901,recorrían,recorrer,they toured,they toured (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
31905,situaron,situar,they situated,they situated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
31907,tembló,temblar,he trembled; she trembled; it trembled,he trembled; she trembled; it trembled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31910,apagaba,apagar,I extinguished,I extinguished; he extinguished; she extinguished; it extinguished (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
31911,armaron,armar,they armed,they armed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
31914,atrevieron,atrever,they dared,they dared (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
31920,describieron,describir,they described,they described (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
31921,dictaminó,dictaminar,he ruled; she ruled; it ruled,he ruled; she ruled; it ruled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31923,dudamos,dudar,we doubted,we doubted,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
31929,invadía,invadir,I invaded,I invaded; he invaded; she invaded; it invaded (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
31939,seleccionó,seleccionar,he selected; she selected; it selected,he selected; she selected; it selected (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
31947,concentramos,concentrar,we concentrated,we concentrated,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
31948,construían,construir,they builded,they builded (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
31953,enfrentes,enfrentar,you confront,you confront,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|second|singular
31981,drogaron,drogar,they druged,they druged (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
31984,esparció,esparcir,he scattered; she scattered; it scattered,he scattered; she scattered; it scattered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
31990,interpreté,interpretar,I interpreted,I interpreted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32013,azotó,azotar,he whiped; she whiped; it whiped,he whiped; she whiped; it whiped (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32018,conducimos,conducir,we drive,we drive,no,regular_ir_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ir_1pl_ambiguous_with_present,past|preterite|first|plural
32032,imaginabas,imaginar,you imagined,you imagined (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|second|singular
32046,señalamos,señalar,we signaled,we signaled,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32047,sujetó,sujetar,he steadied; she steadied; it steadied,he steadied; she steadied; it steadied (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32062,colgamos,colgar,we hanged,we hanged,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32064,desayunamos,desayunar,we breaked a fast,we breaked a fast,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32067,enfrentaban,enfrentar,they confronted,they confronted (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
32088,abrazaron,abrazar,they huged,they huged (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32093,aterrizaron,aterrizar,they landed,they landed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32105,desperdició,desperdiciar,he wasted; she wasted; it wasted,he wasted; she wasted; it wasted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32109,empezábamos,empezar,we started,we started (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,first,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|first|plural
32110,enfrió,enfriar,he cooled; she cooled; it cooled,he cooled; she cooled; it cooled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32111,engendró,engendrar,he engendered; she engendered; it engendered,he engendered; she engendered; it engendered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32124,plantaron,plantar,they planted,they planted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32140,arresté,arrestar,I arrested,I arrested (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32161,odió,odiar,he hated; she hated; it hated,he hated; she hated; it hated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32163,pintaste,pintar,you painted,you painted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32172,arrebataron,arrebatar,they snatched,they snatched (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32179,consulté,consultar,I consulted,I consulted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32186,eclipses,eclipsar,you eclipse,you eclipse,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|second|singular
32190,garantizaba,garantizar,I guaranteed,I guaranteed; he guaranteed; she guaranteed; it guaranteed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
32197,juzgamos,juzgar,we judged,we judged,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32201,navegaba,navegar,I navigated,I navigated; he navigated; she navigated; it navigated (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
32202,necesitaste,necesitar,you needed,you needed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32205,penetraron,penetrar,they penetrated,they penetrated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32209,visitaste,visitar,you visited,you visited (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32212,acostaron,acostar,they layed,they layed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32216,arrojaste,arrojar,you throwed,you throwed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32220,cobraban,cobrar,they charged,they charged (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
32233,participamos,participar,we participated,we participated,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32240,agravó,agravar,he aggravated; she aggravated; it aggravated,he aggravated; she aggravated; it aggravated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32250,enfrentaste,enfrentar,you confronted,you confronted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32266,protegían,proteger,they protected,they protected (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
32277,alimentamos,alimentar,we feeded,we feeded,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32294,fabricaba,fabricar,I manufactured,I manufactured; he manufactured; she manufactured; it manufactured (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
32297,graduaste,graduar,you graduated,you graduated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32298,habitaba,habitar,I inhabited,I inhabited; he inhabited; she inhabited; it inhabited (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
32305,liquidó,liquidar,he liquidated; she liquidated; it liquidated,he liquidated; she liquidated; it liquidated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32307,paseaban,pasear,they strolled,they strolled (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
32352,saludaron,saludar,they greeted,they greeted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32364,bautizaron,bautizar,they baptized,they baptized (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32369,contactaron,contactar,they contacted,they contacted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32378,expiró,expirar,he died; she died; it died,he died; she died; it died (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32417,mordía,morder,I bited,I bited; he bited; she bited; it bited (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
32421,renunciamos,renunciar,we renounced,we renounced,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32422,resistieron,resistir,they tolerated,they tolerated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
32424,tomase,tomar,I took,I took,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|imperfect_se|singular_ambiguous
32429,alojaba,alojar,I housed,I housed; he housed; she housed; it housed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
32430,animé,animar,I inspired,I inspired (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32441,demostraste,demostrar,you showed,you showed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32463,sobornó,sobornar,he bribed; she bribed; it bribed,he bribed; she bribed; it bribed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32464,temías,temer,you feared,you feared (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|second|singular
32478,confirmamos,confirmar,we confirmed,we confirmed,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32482,enfermé,enfermar,I made ill,I made ill (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32495,reclamaron,reclamar,they reclaimed,they reclaimed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
32499,respetó,respetar,he respected; she respected; it respected,he respected; she respected; it respected (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32501,serviste,servir,you served,you served (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_er_ir_preterite_2sg,past|preterite|second|singular
32505,viole,violar,he violates; she violates; it violates,he violates; she violates; it violates,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|singular_ambiguous
32507,admiramos,admirar,we admired,we admired,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
32509,aferró,aferrar,he grasped; she grasped; it grasped,he grasped; she grasped; it grasped (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32521,desarrollé,desarrollar,I developed,I developed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
32529,introducía,introducir,I inserted,I inserted; he inserted; she inserted; it inserted (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
32540,solucionó,solucionar,he solved; she solved; it solved,he solved; she solved; it solved (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32560,desconectó,desconectar,he disconnected; she disconnected; it disconnected,he disconnected; she disconnected; it disconnected (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
32568,faltaste,faltar,you were lacking,you were lacking (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
32591,registraba,registrar,I registered,I registered; he registered; she registered; it registered (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
32595,rompían,romper,they breaked,they broke (ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
32600,aludía,aludir,I alluded,I alluded; he alluded; she alluded; it alluded (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
32603,arremetió,arremeter,he lashed out; she lashed out; it lashed out,he lashed out; she lashed out; it lashed out (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
32611,desaparecí,desaparecer,I disappeared,I disappeared (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_er_ir_preterite_1sg,past|preterite|first|singular
