count,spanish,pos,flags,usage,source_column,lemma_original,lemma_normalized,lemma_lemmatized,lemma_lookup_used,lemma_translated,translated_flag,translation_source
805,escroto,n,,763:escroto|42:escrotos,spanish,escroto,escroto,escroto,escroto,scrotum,TRUE,dict
805,estilístico,adj,,316:estilística|175:estilístico|166:estilísticas|148:estilísticos,spanish,estilístico,estilístico,estilístico,estilístico,stylistic,TRUE,dict
805,kylie,none,NOUSAGE,805:kylie,spanish,kylie,kylie,kylie,kylie,kylie,TRUE,dict
805,mimbre,n,,683:mimbre|122:mimbres,spanish,mimbre,mimbre,mimbre,mimbre,osier,TRUE,dict
805,polluelo,n,,464:polluelos|303:polluelo|21:polluela|17:polluelas,spanish,polluelo,polluelo,polluelo,polluelo,chick,TRUE,dict
805,prematuramente,adv,,805:prematuramente,spanish,prematuramente,prematuramente,prematuramente,prematuramente,prematurely,TRUE,dict
805,rochelle,none,NOUSAGE,805:rochelle,spanish,rochelle,rochelle,rochelle,rochelle,rochelle,TRUE,dict
805,trilogía,n,,787:trilogía|18:trilogías,spanish,trilogía,trilogía,trilogía,trilogía,trilogy,TRUE,dict
804,Solano,prop,,804:solano,spanish,Solano,solano,solano,solano,solano,TRUE,dict
804,eutanasia,n,,798:eutanasia|6:eutanasias,spanish,eutanasia,eutanasia,eutanasia,eutanasia,euthanasia,TRUE,dict
804,nacho,n,,804:nachos,spanish,nacho,nacho,nacho,nacho,nacho,TRUE,dict
804,tomillo,n,,773:tomillo|31:tomillos,spanish,tomillo,tomillo,tomillo,tomillo,thyme,TRUE,dict
804,tristan,none,NOUSAGE,804:tristan,spanish,tristan,tristan,tristan,tristan,tristan,TRUE,dict
803,Antillas,prop,,803:antillas,spanish,Antillas,antillas,antillas,antillas,antilles,TRUE,dict
803,analógico,adj,,305:analógico|280:analógica|122:analógicos|96:analógicas,spanish,analógico,analógico,analógico,analógico,analog,TRUE,dict
803,janis,none,NOUSAGE,803:janis,spanish,janis,janis,janis,janis,janis,TRUE,dict
803,kaiser,none,NOUSAGE,803:kaiser,spanish,kaiser,kaiser,kaiser,kaiser,kaiser,TRUE,dict_unaccented
803,refrigerar,v,,224:refrigerado|176:refrigerados|125:refrigerar|117:refrigerada|51:refrigeradas|30:refrigera|15:refrigerarse|14:refrigeran|13:refrigere|12:refrigerando|8:refrigerarlo|5:refrigeramos|5:refrigeren|4:refrigeraba|4:refrigerarla,spanish,refrigerar,refrigerar,refrigerar,refrigerar,refrigerate,TRUE,dict
802,McLaren,n,,802:mclaren,spanish,McLaren,mclaren,mclaren,mclaren,mclaren,TRUE,dict
802,chloé,none,NOUSAGE,802:chloé,spanish,chloé,chloé,chloé,chloé,chloé,TRUE,dict
802,cóndor,n,,689:cóndor|113:cóndores,spanish,cóndor,cóndor,cóndor,cóndor,condor,TRUE,dict
802,estelle,none,NOUSAGE,802:estelle,spanish,estelle,estelle,estelle,estelle,estelle,TRUE,dict
802,incredulidad,n,,802:incredulidad,spanish,incredulidad,incredulidad,incredulidad,incredulidad,incredulity,TRUE,dict
802,jodie,none,NOUSAGE,802:jodie,spanish,jodie,jodie,jodie,jodie,jodie,TRUE,dict
802,morfológico,adj,,235:morfológicas|194:morfológica|193:morfológico|180:morfológicos,spanish,morfológico,morfológico,morfológico,morfológico,morphological,TRUE,dict
801,arístides,none,NOUSAGE,801:arístides,spanish,arístides,arístides,arístides,arístides,arístides,TRUE,dict
801,cedric,none,NOUSAGE,801:cedric,spanish,cedric,cedric,cedric,cedric,cedric,TRUE,dict
801,dover,none,NOUSAGE,801:dover,spanish,dover,dover,dover,dover,dover,TRUE,dict
801,escenificar,v,,156:escenificar|101:escenificado|88:escenifica|87:escenificó|67:escenificada|46:escenificando|42:escenifican|40:escenificaron|28:escenificados|26:escenificará|24:escenificadas|16:escenificaba|14:escenificaban|12:escenificarán|9:escenificaría|8:escenificarse|7:escenificamos|7:escenificarlo|6:escenificaste|5:escenificaremos|4:escenifico|4:escenifique|4:escenifiquemos,spanish,escenificar,escenificar,escenificar,escenificar,stage,TRUE,dict
801,estaño,n,,801:estaño,spanish,estaño,estaño,estaño,estaño,tin,TRUE,dict
800,abbie,none,NOUSAGE,800:abbie,spanish,abbie,abbie,abbie,abbie,abbie,TRUE,dict
800,canada,none,NOUSAGE,800:canada,spanish,canada,canada,canada,canada,canada,TRUE,dict_unaccented
800,carburador,n,,684:carburador|116:carburadores,spanish,carburador,carburador,carburador,carburador,carburettor,TRUE,dict
800,elitista,adj,,609:elitista|191:elitistas,spanish,elitista,elitista,elitista,elitista,elitist,TRUE,dict
800,humorístico,adj,,333:humorístico|269:humorística|113:humorísticos|85:humorísticas,spanish,humorístico,humorístico,humorístico,humorístico,humorous,TRUE,dict
800,oda,n,,667:oda|133:odas,spanish,oda,oda,oda,oda,oda / ode,TRUE,dict
800,victoriano,n,,670:victoriano|130:victorianos,spanish,victoriano,victoriano,victoriano,victoriano,victoriano / victorian,TRUE,dict
799,Cuéllar,prop,,799:cuéllar,spanish,Cuéllar,cuéllar,cuéllar,cuéllar,cuéllar,TRUE,dict
799,kings,none,NOUSAGE,799:kings,spanish,kings,kings,kings,king,king,TRUE,heuristic_dict
799,retribuir,v,,187:retribuir|100:retribuido|64:retribuida|60:retribuidos|52:retribuye|41:retribuirle|34:retribuidas|27:retribuirte|25:retribuyen|20:retribuya|20:retribuyó|16:retribuía|15:retribuyendo|12:retribuirá|12:retribuyo|12:retribuírselo|11:retribuirles|11:retribuirme|10:retribuiré|9:retribuirlo|7:retribuyera|7:retribuyes|6:retribuimos|6:retribuyan|5:retribuirlos|5:retribuyéndole|5:retribuírtelo|4:retribuirse|4:retribuyas|4:retribuían|4:retribuírmelo|4:retribuírselos,spanish,retribuir,retribuir,retribuir,retribuir,reward,TRUE,dict
799,simplificación,n,,695:simplificación|104:simplificaciones,spanish,simplificación,simplificación,simplificación,simplificación,simplification,TRUE,dict
798,alero,n,,592:alero|206:aleros,spanish,alero,alero,alero,alero,eaves / winger,TRUE,dict
798,derechista,adj,,537:derechista|261:derechistas,spanish,derechista,derechista,derechista,derechista,right-winger,TRUE,dict
798,dramáticamente,adv,,798:dramáticamente,spanish,dramáticamente,dramáticamente,dramáticamente,dramáticamente,dramatically,TRUE,dict
798,esbozo,n,,581:esbozo|217:esbozos,spanish,esbozo,esbozo,esbozo,esbozo,outline,TRUE,dict
798,hazmerreír,n,,798:hazmerreír,spanish,hazmerreír,hazmerreír,hazmerreír,hazmerreír,laughingstock,TRUE,dict
798,paté,n,,738:paté|60:patés,spanish,paté,paté,paté,paté,pâté / paste,TRUE,dict
798,pélvico,adj,,361:pélvica|320:pélvico|74:pélvicos|43:pélvicas,spanish,pélvico,pélvico,pélvico,pélvico,pelvic,TRUE,dict
797,Basilio,prop,,797:basilio,spanish,Basilio,basilio,basilio,basilio,basilio,TRUE,dict
797,donnelly,none,NOUSAGE,797:donnelly,spanish,donnelly,donnelly,donnelly,donnelly,donnelly,TRUE,dict
797,esófago,n,,792:esófago|5:esófagos,spanish,esófago,esófago,esófago,esófago,oesophagus,TRUE,dict
797,facilmente,none,NOUSAGE,797:facilmente,spanish,facilmente,facilmente,facilmente,facilmente,easily,TRUE,dict_unaccented
797,ramificación,n,,651:ramificaciones|146:ramificación,spanish,ramificación,ramificación,ramificación,ramificación,ramification,TRUE,dict
796,biográfico,adj,,275:biográfico|259:biográfica|170:biográficos|92:biográficas,spanish,biográfico,biográfico,biográfico,biográfico,biographical,TRUE,dict
796,bungalow,n,,589:bungalow|112:bungalows|84:bungaló|11:bungalós,spanish,bungalow,bungalow,bungalow,bungalow,bungalow,TRUE,dict
796,lukas,none,NOUSAGE,796:lukas,spanish,lukas,lukas,lukas,lukas,lukas,TRUE,dict
796,müller,none,NOUSAGE,796:müller,spanish,müller,müller,müller,müller,müller,TRUE,dict
795,celestino,n,,788:celestino|7:celestinos,spanish,celestino,celestino,celestino,celestino,celestino,TRUE,dict
795,jobs,none,NOUSAGE,795:jobs,spanish,jobs,jobs,jobs,job,job,TRUE,heuristic_dict
795,regan,none,NOUSAGE,795:regan,spanish,regan,regan,regan,regan,regan,TRUE,dict
795,tricolor,adj,,655:tricolor|140:tricolores,spanish,tricolor,tricolor,tricolor,tricolor,tricolour,TRUE,dict
795,vívido,adj,,275:vívido|267:vívida|146:vívidos|107:vívidas,spanish,vívido,vívido,vívido,vívido,vivid,TRUE,dict
794,Carmona,prop,,794:carmona,spanish,Carmona,carmona,carmona,carmona,carmona,TRUE,dict
794,Estrasburgo,prop,,794:estrasburgo,spanish,Estrasburgo,estrasburgo,estrasburgo,estrasburgo,strasbourg,TRUE,dict
794,antimateria,n,,794:antimateria,spanish,antimateria,antimateria,antimateria,antimateria,antimatter,TRUE,dict
794,asir,v,,128:asir|89:asirse|88:asido|73:asió|67:asida|58:asía|54:asiendo|32:asidas|32:asidos|32:asirme|24:asirlo|18:asiéndose|13:asirla|12:asían|9:asimos|9:asirnos|8:asieron|8:asiéndola|7:asirle|6:asirlas|5:asila|5:asiré|5:asiéndole|4:asiera|4:asirlos|4:asirte,spanish,asir,asir,asir,asir,take,TRUE,dict
794,evasiva,n,,794:evasivas,spanish,evasiva,evasiva,evasiva,evasiva,evasion,TRUE,dict
794,incontrolado,adj,,272:incontrolada|238:incontrolado|212:incontrolados|72:incontroladas,spanish,incontrolado,incontrolado,incontrolado,incontrolado,uncontrolled,TRUE,dict
794,millán,none,NOUSAGE,794:millán,spanish,millán,millán,millán,millán,millán,TRUE,dict
794,miocardio,n,,794:miocardio,spanish,miocardio,miocardio,miocardio,miocardio,myocardium,TRUE,dict
793,adúltero,n,,327:adúltera|243:adúltero|150:adúlteros|73:adúlteras,spanish,adúltero,adúltero,adúltero,adúltero,adulterous,TRUE,dict
793,alpino,adj,,327:alpino|221:alpina|132:alpinos|113:alpinas,spanish,alpino,alpino,alpino,alpino,alpine,TRUE,dict
793,arista,n,,496:aristas|297:arista,spanish,arista,arista,arista,arista,edge,TRUE,dict
793,arts,none,NOUSAGE,793:arts,spanish,arts,arts,arts,art,art.,TRUE,heuristic_dict
793,bisagra,n,,448:bisagras|345:bisagra,spanish,bisagra,bisagra,bisagra,bisagra,hinge,TRUE,dict
793,caníbal,n,,793:caníbales,spanish,caníbal,caníbal,caníbal,caníbal,cannibal,TRUE,dict
793,esguince,n,,696:esguince|97:esguinces,spanish,esguince,esguince,esguince,esguince,sprain,TRUE,dict
793,exacerbar,v,,214:exacerbado|128:exacerbada|112:exacerbar|79:exacerba|50:exacerban|48:exacerbados|43:exacerbó|25:exacerbando|21:exacerbaba|19:exacerbadas|14:exacerbarse|13:exacerbaron|9:exacerbará|7:exacerbaban|7:exacerbaría|4:exacerbe,spanish,exacerbar,exacerbar,exacerbar,exacerbar,exacerbate,TRUE,dict
793,familiaridad,n,,756:familiaridad|37:familiaridades,spanish,familiaridad,familiaridad,familiaridad,familiaridad,familiarity,TRUE,dict
793,gaita,n,,412:gaita|381:gaitas,spanish,gaita,gaita,gaita,gaita,bagpipe,TRUE,dict
793,jakob,none,NOUSAGE,793:jakob,spanish,jakob,jakob,jakob,jakob,jakob,TRUE,dict
792,embalsamar,v,,234:embalsamado|195:embalsamar|68:embalsamada|60:embalsamados|32:embalsamó|27:embalsamadas|27:embalsamarlo|23:embalsama|18:embalsamaron|15:embalsamando|14:embalsamaban|13:embalsaman|11:embalsamaran|10:embalsamarla|10:embalsamen|8:embalsamaba|8:embalsamamos|8:embalsamarlos|7:embalsamé|4:embalsamas,spanish,embalsamar,embalsamar,embalsamar,embalsamar,embalm,TRUE,dict
792,epígrafe,n,,630:epígrafe|162:epígrafes,spanish,epígrafe,epígrafe,epígrafe,epígrafe,epigraph,TRUE,dict
792,franela,n,,733:franela|59:franelas,spanish,franela,franela,franela,franela,flannel,TRUE,dict
792,inmovilidad,n,,792:inmovilidad,spanish,inmovilidad,inmovilidad,inmovilidad,inmovilidad,immobility,TRUE,dict
792,joaquim,none,NOUSAGE,792:joaquim,spanish,joaquim,joaquim,joaquim,joaquim,joaquim,TRUE,dict
792,metalúrgico,adj,,260:metalúrgico|223:metalúrgicos|221:metalúrgica|88:metalúrgicas,spanish,metalúrgico,metalúrgico,metalúrgico,metalúrgico,metallurgical / metallurgist,TRUE,dict
791,corista,n,,453:corista|338:coristas,spanish,corista,corista,corista,corista,chorister,TRUE,dict
791,francfort,none,NOUSAGE,791:francfort,spanish,francfort,francfort,francfort,francfort,frankfurt,TRUE,dict_unaccented
791,macy,none,NOUSAGE,791:macy,spanish,macy,macy,macy,macy,macy,TRUE,dict
791,tonterias,none,NOUSAGE,791:tonterias,spanish,tonterias,tonterias,tonterias,tonteria,foolishness,TRUE,heuristic_dict_unaccented
790,absorbente,adj,,610:absorbente|180:absorbentes,spanish,absorbente,absorbente,absorbente,absorbente,absorbent,TRUE,dict
790,acné,n,,790:acné,spanish,acné,acné,acné,acné,acne,TRUE,dict
790,anticonceptivo,adj,DUPLICATE,369:anticonceptivo|303:anticonceptivas|118:anticonceptiva,spanish,anticonceptivo,anticonceptivo,anticonceptivo,anticonceptivo,contraceptive,TRUE,dict
790,cantábrico,n,,745:cantábrico|45:cantábricos,spanish,cantábrico,cantábrico,cantábrico,cantábrico,bay of biscay,TRUE,dict
790,centralizado,adj,,342:centralizado|292:centralizada|89:centralizados|67:centralizadas,spanish,centralizado,centralizado,centralizado,centralizar,centralise,TRUE,heuristic_dict
789,balzac,none,NOUSAGE,789:balzac,spanish,balzac,balzac,balzac,balzac,balzac,TRUE,dict
789,cronometrar,v,,130:cronometrado|113:cronometro|76:cronometrar|70:cronometrados|56:cronometrada|56:cronometrando|37:cronometré|34:cronometra|31:cronometradas|30:cronometró|23:cronometre|16:cronometrarlo|16:cronométrame|15:cronometramos|13:cronometrarme|9:cronometrarte|9:cronometras|6:cronometraron|6:cronometraré|6:cronométralo|5:cronometraba|5:cronometran|5:cronometrara|5:cronometrarnos|5:cronometraste|4:cronometrarlos|4:cronometres|4:cronometrándome,spanish,cronometrar,cronometrar,cronometrar,cronometrar,time,TRUE,dict
789,elocuencia,n,,782:elocuencia|7:elocuencias,spanish,elocuencia,elocuencia,elocuencia,elocuencia,eloquence,TRUE,dict
789,impureza,n,,546:impurezas|243:impureza,spanish,impureza,impureza,impureza,impureza,impurity,TRUE,dict
789,metafísico,adj,,577:metafísico|212:metafísicos,spanish,metafísico,metafísico,metafísico,metafísico,metaphysical,TRUE,dict
788,chasquear,v,,251:chasquear|147:chasquea|87:chasqueó|82:chasqueando|47:chasquee|30:chasqueo|23:chasqueas|17:chasquean|15:chasqueaba|15:chasqueado|11:chasqueaban|10:chasquearé|9:chasquees|8:chasqueamos|7:chasquearon|6:chasqueados|6:chasqueé|5:chasqueada|4:chasqueará|4:chasquearía|4:chasqueen,spanish,chasquear,chasquear,chasquear,chasquear,snap,TRUE,dict
788,inocuo,adj,,329:inocuo|220:inocua|148:inocuos|91:inocuas,spanish,inocuo,inocuo,inocuo,inocuo,innocuous,TRUE,dict
788,legislar,v,,431:legislar|66:legislado|59:legisla|48:legisle|29:legislando|29:legisló|23:legislan|18:legislada|13:legislen|12:legisladas|10:legislaron|10:legislará|9:legislaba|9:legislamos|7:legislados|7:legislarse|4:legislase|4:legislo,spanish,legislar,legislar,legislar,legislar,legislate,TRUE,dict
788,plebiscito,n,,732:plebiscito|56:plebiscitos,spanish,plebiscito,plebiscito,plebiscito,plebiscito,plebiscite,TRUE,dict
788,rapidamente,none,NOUSAGE,788:rapidamente,spanish,rapidamente,rapidamente,rapidamente,rapidamente,quickly,TRUE,dict_unaccented
788,vórtice,n,,682:vórtice|106:vórtices,spanish,vórtice,vórtice,vórtice,vórtice,vortex,TRUE,dict
787,CF,n,,787:cf,spanish,CF,cf,cf,cf,cf.,TRUE,dict
787,descubridor,n,,562:descubridor|225:descubridores,spanish,descubridor,descubridor,descubridor,descubridor,discoverer,TRUE,dict
787,lepra,n,,787:lepra,spanish,lepra,lepra,lepra,lepra,leprosy,TRUE,dict
787,monóxido,n,,780:monóxido|7:monóxidos,spanish,monóxido,monóxido,monóxido,monóxido,monoxide,TRUE,dict
786,cornelius,none,NOUSAGE,786:cornelius,spanish,cornelius,cornelius,cornelius,cornelius,cornelius,TRUE,dict
786,desintoxicación,n,,777:desintoxicación|9:desintoxicaciones,spanish,desintoxicación,desintoxicación,desintoxicación,desintoxicación,detoxication,TRUE,dict
786,dietrich,none,NOUSAGE,786:dietrich,spanish,dietrich,dietrich,dietrich,dietrich,dietrich,TRUE,dict
786,enmascarar,v,,346:enmascarar|140:enmascara|71:enmascarando|59:enmascaran|28:enmascaraba|27:enmascaró|21:enmascararse|17:enmascaraban|15:enmascare|14:enmascararlo|10:enmascararon|9:enmascarará|8:enmascararla|5:enmascarándose|4:enmascaramos|4:enmascarara|4:enmascararía|4:enmascaren,spanish,enmascarar,enmascarar,enmascarar,enmascarar,mask,TRUE,dict
786,girona,none,NOUSAGE,786:girona,spanish,girona,girona,girona,girona,girona,TRUE,dict
786,helga,none,NOUSAGE,786:helga,spanish,helga,helga,helga,helga,helga,TRUE,dict
786,pronunciación,n,,761:pronunciación|25:pronunciaciones,spanish,pronunciación,pronunciación,pronunciación,pronunciación,pronunciation,TRUE,dict
786,toldo,n,,488:toldo|298:toldos,spanish,toldo,toldo,toldo,toldo,awning,TRUE,dict
785,Cipriano,prop,,785:cipriano,spanish,Cipriano,cipriano,cipriano,cipriano,cipriano,TRUE,dict
785,látex,n,,785:látex,spanish,látex,látex,látex,látex,latex,TRUE,dict
785,maxim,none,NOUSAGE,785:maxim,spanish,maxim,maxim,maxim,maxim,maxim,TRUE,dict
785,papelito,n,,508:papelito|277:papelitos,spanish,papelito,papelito,papelito,papelito,confetti,TRUE,dict
784,confluencia,n,,744:confluencia|40:confluencias,spanish,confluencia,confluencia,confluencia,confluencia,confluence,TRUE,dict
784,herminia,none,NOUSAGE,784:herminia,spanish,herminia,herminia,herminia,herminia,herminia,TRUE,dict
784,indecisión,n,,664:indecisión|120:indecisiones,spanish,indecisión,indecisión,indecisión,indecisión,indecision,TRUE,dict
784,mesón,n,,559:mesón|225:mesones,spanish,mesón,mesón,mesón,mesón,inn,TRUE,dict
784,ortodoxia,n,,756:ortodoxia|28:ortodoxias,spanish,ortodoxia,ortodoxia,ortodoxia,ortodoxia,orthodoxy,TRUE,dict
783,bioquímico,adj,,407:bioquímico|376:bioquímicos,spanish,bioquímico,bioquímico,bioquímico,bioquímico,biochemical / biochemist / biochemistry,TRUE,dict
783,codigo,none,NOUSAGE,783:codigo,spanish,codigo,codigo,codigo,codigo,code,TRUE,dict_unaccented
783,escandinavo,adj,,292:escandinavos|230:escandinavo|196:escandinava|65:escandinavas,spanish,escandinavo,escandinavo,escandinavo,escandinavo,scandinavian,TRUE,dict
783,matriculado,adj,,347:matriculado|339:matriculados|72:matriculada|25:matriculadas,spanish,matriculado,matriculado,matriculado,matricular,enrol,TRUE,heuristic_dict
783,precipitadamente,adv,,783:precipitadamente,spanish,precipitadamente,precipitadamente,precipitadamente,precipitadamente,hastily,TRUE,dict
782,Mayra,prop,,782:mayra,spanish,Mayra,mayra,mayra,mayra,mayra,TRUE,dict
782,equiparar,v,,257:equiparar|143:equipararse|60:equiparado|40:equiparaba|30:equiparando|29:equiparados|27:equiparada|27:equiparó|16:equiparadas|16:equipararlo|15:equiparaban|12:equiparará|12:equipararán|11:equipararlos|11:equipararme|10:equiparándose|9:equipararlas|9:equipararía|8:equiparándola|7:equipararla|7:equipararnos|6:equiparándolas|5:equiparamos|5:equiparara|5:equipararon|5:equiparase,spanish,equiparar,equiparar,equiparar,equiparar,equate,TRUE,dict
782,fotón,n,,569:fotones|213:fotón,spanish,fotón,fotón,fotón,fotón,photon,TRUE,dict
782,individualismo,n,,768:individualismo|14:individualismos,spanish,individualismo,individualismo,individualismo,individualismo,individualism,TRUE,dict
782,latón,n,,753:latón|29:latones,spanish,latón,latón,latón,latón,brass,TRUE,dict
782,practicamente,adv,,782:practicamente,spanish,practicamente,practicamente,practicamente,practicamente,practically,TRUE,dict_unaccented
782,trágicamente,adv,,782:trágicamente,spanish,trágicamente,trágicamente,trágicamente,trágicamente,tragically,TRUE,dict
781,aniquilación,n,,781:aniquilación,spanish,aniquilación,aniquilación,aniquilación,aniquilación,annihilation,TRUE,dict
781,diagnóstico,adj,DUPLICATE,476:diagnóstica|305:diagnósticas,spanish,diagnóstico,diagnóstico,diagnóstico,diagnóstico,diagnostic,TRUE,dict
781,epílogo,n,,772:epílogo|9:epílogos,spanish,epílogo,epílogo,epílogo,epílogo,epilogue,TRUE,dict
781,indigestión,n,,746:indigestión|35:indigestiones,spanish,indigestión,indigestión,indigestión,indigestión,indigestion,TRUE,dict
781,variabilidad,n,,777:variabilidad|4:variabilidades,spanish,variabilidad,variabilidad,variabilidad,variabilidad,variability,TRUE,dict
780,Macedonia,prop,,752:macedonia|28:macedonias,spanish,Macedonia,macedonia,macedonia,macedonia,macedonia,TRUE,dict
780,brandi,n,,748:brandi|32:brandis,spanish,brandi,brandi,brandi,brandi,brandi,TRUE,dict
780,computar,v,,130:computar|103:computada|99:computa|77:computado|46:computados|46:computan|45:computadas|44:computarán|35:computando|30:computará|28:computo|25:computarse|16:computó|14:computen|13:computándose|11:computaron|7:computaban|7:compute|4:computamos,spanish,computar,computar,computar,computar,compute,TRUE,dict
780,enérgicamente,adv,,780:enérgicamente,spanish,enérgicamente,enérgicamente,enérgicamente,enérgicamente,vigorously,TRUE,dict
780,giulia,none,NOUSAGE,780:giulia,spanish,giulia,giulia,giulia,giulia,giulia,TRUE,dict
780,pop,n,,780:pops,spanish,pop,pop,pop,pop,pop,TRUE,dict
779,horario,adj,DUPLICATE,604:horaria|175:horarias,spanish,horario,horario,horario,horario,schedule / time,TRUE,dict
779,licuadora,n,,727:licuadora|52:licuadoras,spanish,licuadora,licuadora,licuadora,licuadora,blender / liquidiser,TRUE,dict
779,presencial,adj,,462:presenciales|317:presencial,spanish,presencial,presencial,presencial,presencial,face-to-face,TRUE,dict
779,robótica,n,,694:robótica|85:robóticas,spanish,robótica,robótica,robótica,robótica,robotics,TRUE,dict
778,brocha,n,,644:brocha|134:brochas,spanish,brocha,brocha,brocha,brocha,paintbrush,TRUE,dict
778,discriminatorio,adj,,292:discriminatorio|243:discriminatoria|171:discriminatorias|72:discriminatorios,spanish,discriminatorio,discriminatorio,discriminatorio,discriminatorio,discriminatory,TRUE,dict
778,linfoma,n,,576:linfoma|202:linfomas,spanish,linfoma,linfoma,linfoma,linfoma,lymphoma,TRUE,dict
778,quiste,n,,502:quiste|276:quistes,spanish,quiste,quiste,quiste,quiste,cyst,TRUE,dict
777,baliza,n,,602:baliza|175:balizas,spanish,baliza,baliza,baliza,baliza,buoy,TRUE,dict
777,caduco,adj,,289:caduca|220:caduco|177:caducas|91:caducos,spanish,caduco,caduco,caduco,caduco,caducous,TRUE,dict
777,camaradería,n,,770:camaradería|7:camadería,spanish,camaradería,camaradería,camaradería,camaradería,fellowship,TRUE,dict
777,cms,none,NOUSAGE,777:cms,spanish,cms,cms,cms,cms,cms,TRUE,dict
777,longitudinal,adj,,544:longitudinal|233:longitudinales,spanish,longitudinal,longitudinal,longitudinal,longitudinal,longitudinal,TRUE,dict
777,timador,n,,441:timador|234:timadores|93:timadora|9:timadoras,spanish,timador,timador,timador,timador,con man / con woman,TRUE,dict
776,devastación,n,,753:devastación|23:devastaciones,spanish,devastación,devastación,devastación,devastación,devastation,TRUE,dict
776,kiosco,n,,396:kiosco|230:kiosko|113:kioscos|37:kioskos,spanish,kiosco,kiosco,kiosco,kiosco,kiosk,TRUE,dict
776,ojera,n,,764:ojeras|12:ojera,spanish,ojera,ojera,ojera,ojera,spectacle,TRUE,dict
775,beato,adj,,452:beata|176:beatas|147:beatos,spanish,beato,beato,beato,beato,beato,TRUE,dict
775,disidente,adj,DUPLICATE,775:disidente,spanish,disidente,disidente,disidente,disidente,dissident,TRUE,dict
775,nauseas,none,NOUSAGE,775:nauseas,spanish,nauseas,nauseas,nauseas,nausea,nausea,TRUE,heuristic_dict_unaccented
775,onírico,adj,,356:onírico|223:onírica|112:oníricas|84:oníricos,spanish,onírico,onírico,onírico,onírico,oneiric,TRUE,dict
775,plagio,n,,713:plagio|62:plagios,spanish,plagio,plagio,plagio,plagio,plagiarism,TRUE,dict
775,pse,none,NOUSAGE,775:pse,spanish,pse,pse,pse,pse,pse,TRUE,dict
775,Úrsula,prop,,775:úrsula,spanish,Úrsula,úrsula,úrsula,úrsula,ursula,TRUE,dict_unaccented
774,avellana,n,,395:avellanas|379:avellana,spanish,avellana,avellana,avellana,avellana,hazelnut,TRUE,dict
774,camus,none,NOUSAGE,774:camus,spanish,camus,camus,camus,camus,camus,TRUE,dict
774,laser,none,NOUSAGE,774:laser,spanish,laser,laser,laser,laser,laser,TRUE,dict_unaccented
774,sacro,n,,693:sacro|81:sacros,spanish,sacro,sacro,sacro,sacro,sacrum / sacral,TRUE,dict
773,Aparicio,prop,,773:aparicio,spanish,Aparicio,aparicio,aparicio,aparicio,aparicio,TRUE,dict
773,autocrítica,n,,732:autocrítica|41:autocríticas,spanish,autocrítica,autocrítica,autocrítica,autocrítica,self-criticism,TRUE,dict
773,incoherente,adj,,548:incoherente|225:incoherentes,spanish,incoherente,incoherente,incoherente,incoherente,incoherent,TRUE,dict
773,interestelar,adj,,600:interestelar|173:interestelares,spanish,interestelar,interestelar,interestelar,interestelar,interstellar,TRUE,dict
773,pedante,adj,,637:pedante|136:pedantes,spanish,pedante,pedante,pedante,pedante,pedantic,TRUE,dict
772,aparecido,adj,,471:aparecida|301:aparecidas,spanish,aparecido,aparecido,aparecido,aparecer,appear,TRUE,heuristic_dict
772,basal,adj,,511:basal|261:basales,spanish,basal,basal,basal,basal,basal,TRUE,dict
772,boya,n,,509:boya|263:boyas,spanish,boya,boya,boya,boya,buoy,TRUE,dict
772,cantada,n,,588:cantada|184:cantadas,spanish,cantada,cantada,cantada,cantar,sing,TRUE,heuristic_dict
772,hailey,none,NOUSAGE,772:hailey,spanish,hailey,hailey,hailey,hailey,hailey,TRUE,dict
772,rastrillo,n,,680:rastrillo|92:rastrillos,spanish,rastrillo,rastrillo,rastrillo,rastrillo,rake,TRUE,dict
772,séptico,adj,,418:séptico|248:séptica|53:sépticas|53:sépticos,spanish,séptico,séptico,séptico,séptico,septic,TRUE,dict
771,Giselle,prop,,771:giselle,spanish,Giselle,giselle,giselle,giselle,giselle,TRUE,dict
771,ambientar,v,,276:ambientada|154:ambientado|83:ambientar|50:ambientadas|43:ambienta|25:ambientados|21:ambientando|21:ambientarse|19:ambientó|14:ambientarme|11:ambientan|10:ambientaron|9:ambientarla|8:ambientaba|5:ambientarnos|5:ambiento|5:ambienté|4:ambientaban|4:ambientara|4:ambientarlo,spanish,ambientar,ambientar,ambientar,ambientar,acclimatise,TRUE,dict
771,autocontrol,n,,764:autocontrol|7:autocontroles,spanish,autocontrol,autocontrol,autocontrol,autocontrol,self-supervision,TRUE,dict
771,cardiólogo,n,,587:cardiólogo|145:cardiólogos|39:cardióloga,spanish,cardiólogo,cardiólogo,cardiólogo,cardiólogo,cardiologist,TRUE,dict
771,consagración,n,,754:consagración|17:consagraciones,spanish,consagración,consagración,consagración,consagración,consecration,TRUE,dict
771,culturalmente,adv,,771:culturalmente,spanish,culturalmente,culturalmente,culturalmente,culturalmente,culturally,TRUE,dict
771,córnea,n,,583:córnea|188:córneas,spanish,córnea,córnea,córnea,córnea,cornea,TRUE,dict
