rank,lemma,translation
24265,discurre,you flow
24266,fajo,wad; stack; bundle
24267,inciden,they enter into
24268,precinto,seal
24269,reaccionando,reacting
24270,regalando,regaling
24271,submarina,subsea; undersea; submarine; underwater (feminine singular)
24272,tabique,thin wall; or partition
24273,tricolor,tricolour
24274,apresurarnos,to quicken us
24275,avisarles,to tell to them
24276,baratijas,trifle; trinket (plural)
24277,categóricamente,categorically
24278,colocas,you place
24279,encenderé,I will light
24280,finlandés,Finnish
24281,frívola,frivolous (feminine singular)
24282,gaga,stutterer (feminine singular)
24283,harapos,rag (masculine plural)
24284,hurgando,rooting
24285,impresionarme,to impress me
24286,investigo,I investigate
24287,irresponsables,irresponsible (plural)
24288,lactosa,lactose
24289,pretextos,pretext (masculine plural)
24290,reconstruido,rebuilded (past participle masculine singular)
24291,sancionar,to pass a law
24292,secarse,to dry
24293,vaivén,swaying; rocking
24294,apesto,I stink
24295,atascó,he jamed; she jamed; it jamed (completed past)
24296,atisbo,inkling
24297,barriendo,sweeping
24298,cronológico,chronological
24299,deliberaciones,deliberation
24300,desacuerdos,disagreement (masculine plural)
24301,estrofa,stanza
24302,fichar,to clock in
24303,fingen,they pretend
24304,hostelería,catering
24305,inmunes,immune (plural)
24306,laringe,larynx
24307,lavaba,I washed; he washed; she washed; it washed (ongoing habitual/background past)
24308,lirio,flag
24309,llovido,rained (past participle masculine singular)
24310,periodísticos,journalistic (masculine plural)
24311,presionan,they pressure
24312,quemaba,I burned; he burned; she burned; it burned (ongoing habitual/background past)
24313,reservamos,we reserved
24314,resolveré,I will resolve
24315,soberanos,sovereign (masculine plural)
24316,adaptando,adapting
24317,amoníaco,ammonia
24318,asociar,to associate
24319,catarro,cold
24320,comparan,they compare
24321,crucigramas,crossword (plural)
24322,dejaros,to leave you all
24323,despreciables,despicable; contemptible (plural)
24324,dilatada,vast; numerous; extensive (feminine singular)
24325,encaminadas,headed (feminine plural)
24326,erróneas,erroneous (feminine plural)
24327,faroles,lantern (plural)
24328,incurrir,to incur
24329,jalar,to pull
24330,lamentarlo,to lament it (masculine)
24331,perenne,perennial
24332,presentaría,I would present
24333,presupone,he budgets; she budgets; it budgets
24334,rezan,they pray
24335,ultraje,outrage
24336,vislumbrar,to make out
24337,burocrática,bureaucratic (feminine singular)
24338,camada,brood; litter
24339,ceda,sow
24340,charlamos,we chated
24341,confiscado,confiscated
24342,convertirlos,to convert them (masculine)
24343,delata,you inform on
24344,entenderla,to understand it (feminine)
24345,jerarquías,hierarchy; pecking order (plural)
24346,lugarteniente,deputy; lieutenant
24347,penúltimo,penultimate
24348,provocador,provocative
24349,ramificaciones,ramification
24350,repunte,hike; upturn; uptick; recovery
24351,residenciales,residential (plural)
24352,revestimiento,coating; cladding
24353,rosadas,pink (feminine plural)
24354,ademanes,gesture
24355,adjudicado,assigned
24356,agotadas,tired; exhausted; worn out (feminine plural)
24357,anguilas,eel (plural)
24358,animarme,to inspire me
24359,canse,he tires; she tires; it tires
24360,codorniz,quail
24361,despreciado,despised
24362,entrené,I trained (completed past)
24363,filtraciones,filtration
24364,llaga,wound
24365,omnipotente,omnipotent
24366,pacotilla,free luggage of a sailor
24367,panamericana,Pan-American (feminine singular)
24368,permitirían,they would allow
24369,proporcionada,proportionate (feminine singular)
24370,prototipos,prototype (masculine plural)
24371,recordaremos,we will remember
24372,siluetas,silhouette (plural)
24373,antipático,unlikable; unpleasant; disagreeable; unsympathetic
24374,bañarte,to bathe you
24375,conduciría,I would drive
24376,decorador,decorator
24377,enfadarse,to anger
24378,erizo,hedgehog
24379,estampillas,postage stamp (plural)
24380,evaluado,evaluated
24381,fracasaron,they failed (completed past)
24382,fríamente,coldly
24383,hachas,axe; hatchet (plural)
24384,lentejuelas,sequin; spangle (plural)
24385,mirarnos,to look at us
24386,pinté,I painted (completed past)
24387,recita,you recite
24388,zodiaco,zodiac
24389,acosa,you pursue
24390,batas,robe; dressing gown (plural)
24391,boquilla,mouthpiece of a wind instrument
24392,bustos,bust (masculine plural)
24393,conservó,he conserved; she conserved; it conserved (completed past)
24394,construirá,he will build; she will build; it will build
24395,dibujé,I drawed (completed past)
24396,empujaba,I pushed; he pushed; she pushed; it pushed (ongoing habitual/background past)
24397,engendra,you engender
24398,entreabierta,ajar (feminine singular)
24399,escarmiento,punishment
24400,excavando,excavating
24401,facilitando,facilitating
24402,gustarían,they would taste
24403,honestas,honest (feminine plural)
24404,indicadas,indicated (feminine plural)
24405,matutina,morning (feminine singular)
24406,mismísima,self (feminine singular)
24407,pelearemos,we will fight
24408,precavido,careful; cautious
24409,preferidas,preferred; of choice (feminine plural)
24410,rompemos,we break
24411,ronquidos,snore (masculine plural)
24412,saludarla,to greet it (feminine)
24413,solté,I released (completed past)
24414,soplaba,I blowed; he blowed; she blowed; it blowed (ongoing habitual/background past)
24415,talentosos,talented (masculine plural)
24416,timonel,cox
24417,vana,vain (feminine singular)
24418,alegoría,allegory
24419,cartones,cardboard; paperboard
24420,choferes,chauffeur (plural)
24421,cobalto,cobalt
24422,delictiva,criminal (feminine singular)
24423,deportado,deported
24424,desplazan,they displace
24425,encubriendo,concealing
24426,enfadarme,to anger me
24427,expresivos,expressive (masculine plural)
24428,hogueras,bonfire; campfire (plural)
24429,inflamable,flammable; inflammable
24430,interrelación,interrelation
24431,letrina,latrine; outhouse
24432,llovizna,drizzle
24433,modificando,modifying
24434,negamos,we denied
24435,obeso,obese
24436,postula,you nominate
24437,acuáticos,aquatic (masculine plural)
24438,agobiado,tired; exhausted
24439,bebieron,they drank (completed past)
24440,besarlo,to kiss it (masculine)
24441,cordialidad,cordiality
24442,cubeta,cuvette
24443,filosofías,philosophy (plural)
24444,jadeando,gasping
24445,propenso,prone; inclined; predisposed
24446,ronco,oink; bark; growl; snarl
24447,sedienta,thirsty (feminine singular)
24448,volvíamos,we returned (ongoing habitual/background past)
24449,accidentado,rugged; jagged
24450,augurio,omen; sign; augury
24451,bengalas,flare (plural)
24452,burdeles,brothel; whorehouse (plural)
24453,causantes,causal (plural)
24454,cloroformo,chloroform
24455,cobrará,he will charge; she will charge; it will charge
24456,condensación,condensation
24457,construirse,to build
24458,contemporáneas,contemporaneous (feminine plural)
24459,controversias,controversy (plural)
24460,echarles,to throw to them
24461,empecinado,hellbent; hell-bent; determined; dead set
24462,expulsa,I expel (feminine singular)
24463,llevaros,to take you all
24464,obligas,you force
24465,prometemos,we promise
24466,roedor,gnawing
24467,secó,he dried; she dried; it dried (completed past)
24468,triángulos,triangle (masculine plural)
24469,vacilante,unsteady
24470,albores,whiteness (plural)
24471,ayúdale,help him or her
24472,brocha,brush; paintbrush
24473,bronco,raspy; harsh; hoarse; coarse
24474,concluyentes,decisive; conclusive; convincing (plural)
24475,coordinada,coordinated (feminine singular)
24476,cristalino,crystalline
24477,damnificados,victim (masculine plural)
24478,defenderla,to defend it (feminine)
24479,desaparecería,I would disappear
24480,hondureños,Honduran (masculine plural)
24481,lavados,laundry; laundering (masculine plural)
24482,mutuas,mutual (feminine plural)
24483,oradores,speaker (plural)
24484,pines,badge (plural)
24485,remojo,soak; soaking; steeping
24486,risco,cliff
24487,tea,torch
24488,añadieron,they augmented (completed past)
24489,cerrarán,they will close
24490,chasis,chassis
24491,compresiones,compression
24492,constatación,checking; verification
24493,electrodos,electrode (masculine plural)
24494,empató,he tied; she tied; it tied (completed past)
24495,enganche,hooking; linking
24496,faenas,job; task; duty (plural)
24497,funerario,funeral; funereal
24498,imperante,dominant
24499,mordiscos,bite (masculine plural)
24500,oírse,to hear
24501,pichón,young pigeon or dove
24502,prioritarios,priority (masculine plural)
24503,propiciado,brought about
24504,rameras,harlot; prostitute (plural)
24505,relieves,relief (plural)
24506,renueva,you renovate
24507,saldrían,they would go out
24508,setecientos,seven hundred
24509,veintinueve,twenty-nine
24510,actuaban,they acted (ongoing habitual/background past)
24511,agregarle,to add to him or her
24512,análogo,analogous
24513,beses,around 219.3 grams) (plural)
24514,bóvedas,arch (plural)
24515,chequera,checkbook; chequebook
24516,colgarlo,to hang it (masculine)
24517,cronograma,timeline
24518,desarrollaba,I developed; he developed; she developed; it developed (ongoing habitual/background past)
24519,escaparás,you will escape
24520,esperáis,you hope (vosotros present indicative)
24521,fechado,dated
24522,garabatos,doodle; scribble (masculine plural)
24523,gritaron,they shouted (completed past)
24524,imperfecciones,imperfection
24525,reinante,reigning
24526,roces,rubbing (plural)
24527,seduce,he seduces; she seduces; it seduces
24528,tardamos,we delayed
24529,afiladas,sharp (feminine plural)
24530,agravios,offense; grievance; wrongdoing (masculine plural)
24531,catedrales,cathedral (plural)
24532,citan,they cite
24533,comprometerme,to promise me
24534,cuidarás,you will look after
24535,delanteras,front (feminine plural)
24536,escorpiones,scorpion
24537,escribirás,you will write
24538,gentilmente,kindly
24539,inactividad,idleness; inactivity
24540,jurista,jurist; lawyer
24541,mandaría,I would send
24542,manejaré,I will handle
24543,meterán,they will put in
24544,moler,to grind
24545,moluscos,mollusc (masculine plural)
24546,panameños,Panamanian (masculine plural)
24547,periodísticas,journalistic (feminine plural)
24548,rambla,wadi; wash; ravine; arroyo
24549,repudio,repudiation
24550,versículo,verse
24551,abruptamente,abruptly
24552,acusas,you accuse
24553,aguantaba,I holded; he holded; she holded; it holded (ongoing habitual/background past)
24554,circunstanciales,circumstantial (plural)
24555,comentaron,they commented (completed past)
24556,compacta,compact (feminine singular)
24557,comporte,comport; behavior
24558,diabéticos,diabetic (masculine plural)
24559,duraba,I lasted; he lasted; she lasted; it lasted (ongoing habitual/background past)
24560,esforzando,encouraging
24561,gatas,molly; queen; female cat (plural)
24562,muecas,an exaggerated facial expression (plural)
24563,odios,hate; hatred; loathing (masculine plural)
24564,ofenden,they offend
24565,planteando,bringing up
24566,residía,I resided; he resided; she resided; it resided (ongoing habitual/background past)
24567,sobrante,surplus; leftover; superfluous
24568,soñadores,dreaming (plural)
24569,sujeción,subjection
24570,tarados,dumb; stupid (masculine plural)
24571,andanzas,travel; roaming; wanderings (plural)
24572,armaduras,armour (plural)
24573,caducidad,expiry date
24574,desamparo,neglect
24575,embarazado,pregnant
24576,enamoradas,infatuated; having a crush on (feminine plural)
24577,escupiendo,spiting
24578,figuraban,they appeared (ongoing habitual/background past)
24579,fracasada,failed; unsuccessful (feminine singular)
24580,incondicionalmente,unreservedly; wholeheartedly; unconditionally; unquestioningly
24581,indirectas,indirect; roundabout (feminine plural)
24582,inhibidores,inhibitor (plural)
24583,invertidos,inverted; upside down (masculine plural)
24584,panameña,Panamanian (feminine singular)
24585,peñas,stone; a rock; cliff or outcropping (plural)
24586,procurado,tried
24587,publicando,publishing
24588,retirará,he will remove; she will remove; it will remove
24589,sicario,hitman
24590,tiraban,they throwed (ongoing habitual/background past)
24591,tulio,thulium
24592,virgo,hymen
24593,abrazarme,to hug me
24594,agregados,attaché (masculine plural)
24595,bochorno,hot summer wind
24596,comunicativo,communicative
24597,confinados,confined; locked down (masculine plural)
24598,costal,gunny sack
24599,desencadena,you unchain
24600,didáctico,didactic; instructive
24601,golpeaban,they hit (ongoing habitual/background past)
24602,herreros,blacksmith (masculine plural)
24603,interroga,you interrogate
24604,investigaba,I investigated; he investigated; she investigated; it investigated (ongoing habitual/background past)
24605,jeroglíficos,hieroglyphic (masculine plural)
24606,llenaban,they filled something up (ongoing habitual/background past)
24607,maraña,thicket
24608,mote,nickname
24609,muestreo,sampling
24610,nacidas,born; alive (feminine plural)
24611,negarle,to deny to him or her
24612,paraguaya,Paraguayan (feminine singular)
24613,pinceles,paintbrush (plural)
24614,predica,you preach
24615,priva,booze; drink
24616,románico,Romance
24617,sufrirán,they will suffer
24618,adaptados,adapted (masculine plural)
24619,ajustan,they adjust
24620,arrancaba,I pulled out; he pulled out; she pulled out; it pulled out (ongoing habitual/background past)
24621,asesinarlo,to murder it (masculine)
24622,aterroriza,you terrify
24623,bibliotecaria,professional librarian (feminine singular)
24624,captando,capturing
24625,compasiva,compassionate (feminine singular)
24626,crónicos,chronic (masculine plural)
24627,cuestionó,he questioned; she questioned; it questioned (completed past)
24628,cumpliste,you fulfiled (completed past)
24629,determinaron,they determined (completed past)
24630,embudo,funnel
24631,enfureció,he infuriated; she infuriated; it infuriated (completed past)
24632,equitación,horseback riding
24633,habitable,inhabitable
24634,operaron,they operated (completed past)
24635,pedante,pedantic
24636,pinares,pine grove (plural)
24637,procesada,processed (feminine singular)
24638,proporcionaba,I provided; he provided; she provided; it provided (ongoing habitual/background past)
24639,regresaban,they returned (ongoing habitual/background past)
24640,subtitulada,subtitled (feminine singular)
24641,alegramos,we made happy
24642,alfabético,alphabetic; alphabetical
24643,angelitos,A plant of the genus Monochaetum (masculine plural)
24644,correspondían,they corresponded to (ongoing habitual/background past)
24645,escucharnos,to listen to us
24646,esfumó,he softened; she softened; it softened (completed past)
24647,mitigar,to mitigate
24648,monótona,humdrum; monotonous (feminine singular)
24649,parecerte,to seem you
24650,propensión,propensity
24651,quijada,jaw; jawbone
24652,reapertura,reopening
24653,recurriendo,resorting to
24654,sollozando,sobing
24655,sortija,ring
24656,sumisa,submissive (feminine singular)
24657,susurrar,to whisper
24658,talibán,Taliban
24659,vértebra,vertebra
24660,atrio,atrium
24661,bélica,war; warlike; military (feminine singular)
24662,calaña,ilk; kind; sort; type
24663,campiña,countryside
24664,comunicando,communicating
24665,cruzarse,to cross
24666,devolvía,I returned; he returned; she returned; it returned (ongoing habitual/background past)
24667,esfinge,sphinx
24668,especializa,you specialize
24669,hacendados,owner of an hacienda (masculine plural)
24670,hijoputa,son of a bitch
24671,incapacitado,disabled; incapacitated
24672,marchará,he will go; she will go; it will go
24673,patrono,patron
24674,predominan,they predominate
24675,térmicas,thermal (feminine plural)
24676,vendajes,bandage; dressing (plural)
24677,virales,you veer
24678,agrarios,agrarian; agricultural (masculine plural)
24679,alarga,you lengthen
24680,aprecias,you appreciate
24681,beneficiosa,beneficial (feminine singular)
24682,colgaban,they hanged (ongoing habitual/background past)
24683,creerían,they would believe
24684,cubrieron,they covered (completed past)
24685,desayunando,breaking a fast
24686,encajes,fitting (plural)
24687,equipamientos,gear; equipment (masculine plural)
24688,exquisitos,exquisite (masculine plural)
24689,falles,you fail
24690,formo,I form
24691,golpearla,to hit it (feminine)
24692,nocivos,noxious (masculine plural)
24693,peatonal,pedestrian
24694,preguntarás,you will ask
24695,reciclado,recycling
24696,rescatarte,to rescue you
24697,resisto,I tolerate
24698,riquísimo,rich
24699,sedimentos,sediment (masculine plural)
24700,sobresalen,they stick out
24701,solistas,soloist (plural)
24702,sugería,I suggested; he suggested; she suggested; it suggested (ongoing habitual/background past)
24703,transformador,transforming
24704,abonado,subscriber
24705,arándano,bilberry; blueberry; cranberry
24706,comprendiendo,understanding
24707,conseguida,achieved (feminine singular)
24708,derriba,you bring down
24709,desconcertada,baffled; shocked; disconcerted (feminine singular)
24710,empírico,empirical
24711,ferviente,fervent
24712,incertidumbres,uncertainty (plural)
24713,incluían,they included (ongoing habitual/background past)
24714,incógnitas,unknown; incognito; anonymous (feminine plural)
24715,independentista,that desires independence
24716,inolvidables,unforgettable (plural)
24717,interesas,you interest
24718,lineamientos,line; border (masculine plural)
24719,magnitudes,magnitude (plural)
24720,matos,bushes (masculine plural)
24721,meras,mere (feminine plural)
24722,mudaré,I will move
24723,peludos,hairy (masculine plural)
24724,penúltima,penultimate (feminine singular)
24725,peronista,Peronist
24726,prepago,prepayment
24727,reconocimientos,recognition (masculine plural)
24728,reescribir,to rewrite
24729,resolvemos,we resolve
24730,sacarlas,to put out them (feminine)
24731,seriales,you serialize
24732,trágicos,tragic (masculine plural)
24733,vascas,Basque (feminine plural)
24734,agarrarse,to hold on
24735,aterrizamos,we landed
24736,bajarte,to go down you
24737,castas,chaste (feminine plural)
24738,cocinamos,we cooked
24739,colegiado,qualified
24740,cuestionamiento,action or effect of questioning
24741,cultivada,refined; cultured (feminine singular)
24742,didáctica,didactic; instructive (feminine singular)
24743,estonia,Estonian (feminine singular)
24744,harén,harem
24745,inmoralidad,immorality
24746,lograrán,they will get
24747,matorral,brush; scrub
24748,necesitarían,they would need
24749,novedosa,new; novel (feminine singular)
24750,puntadas,stitch (plural)
24751,págame,pay me
24752,respiran,they breathe
24753,rumbos,course (masculine plural)
24754,sofisticación,sophistication
24755,abrazarla,to hug it (feminine)
24756,ajetreo,toil; hard work
24757,alimentó,he feeded; she feeded; it feeded (completed past)
24758,alquilamos,we rented
24759,asequible,affordable
24760,atacas,you attack
24761,capturan,they catch
24762,comíamos,we ate (ongoing habitual/background past)
24763,consorte,spouse; consort
24764,correría,travel; round-trip
24765,cruzaremos,we will cross
24766,defenderá,he will defend; she will defend; it will defend
24767,destinar,to appoint
24768,enigmática,enigmatic (feminine singular)
24769,malecón,breakwater
24770,mijo,millet
24771,paleto,uncouth; ignorant; tasteless; unsophisticated
24772,pepinos,cucumber (masculine plural)
24773,periférico,peripheral
24774,perversos,bad; mean; wicked (masculine plural)
24775,posta,staging post; stopping place
24776,prudentes,prudent; well-advised (plural)
24777,recordarla,to remember it (feminine)
24778,replica,you replicate
24779,sabanas,savanna (plural)
24780,bosnio,Bosnian
24781,catarata,cataract; waterfall
24782,chupado,very skinny
24783,cobraré,I will charge
24784,coronada,crowned (feminine singular)
24785,epígrafe,epigraph
24786,inclinan,they tilt
24787,indiscreción,indiscretion
24788,mortalmente,fatally; mortally
24789,palmadas,palmate (feminine plural)
24790,paria,pariah; outcast
24791,pende,you hang
24792,pragmática,pragmatics
24793,sedán,sedan
24794,solventar,to solve
24795,trapecio,trapezoid
24796,acercaos,you bring close
24797,actuaste,you acted (completed past)
24798,adelantada,"advanced; ahead of one""s time (feminine singular)"
24799,analizaron,they analyzed (completed past)
24800,causé,I caused (completed past)
24801,cocinaré,I will cook
24802,concertado,arranged
24803,conejillo,guinea pig
24804,derribaron,they brought down (completed past)
24805,enganchar,to hook
24806,etanol,ethanol
24807,fortuito,casual; accidental; fortuitous; by chance
24808,hospedaje,lodging
24809,levantarla,to lift it (feminine)
24810,ordenaré,I will order
24811,procuraba,I tried; he tried; she tried; it tried (ongoing habitual/background past)
24812,replicar,to replicate
24813,reticencias,reticence; reluctance (plural)
24814,revocar,to revoke
24815,rubros,red (masculine plural)
24816,serian,they serialize
24817,superaba,I surpassed; he surpassed; she surpassed; it surpassed (ongoing habitual/background past)
24818,surrealistas,surreal (plural)
24819,topografía,topography
24820,óptimas,good (feminine plural)
24821,ara,altar
24822,aullido,ook; yip; howl; howling
24823,avidez,greed; avarice
24824,chingada,whore; hooker
24825,coloso,colossus
24826,complementa,you complement
24827,crecían,they grew (ongoing habitual/background past)
24828,empujaste,you pushed (completed past)
24829,escribirme,to write me
24830,filosóficos,philosophic; philosophical (masculine plural)
24831,golfa,tramp; a slut; or whore
24832,gángsters,gangster (plural)
24833,inspiran,they inspire
24834,montajes,assembly (plural)
24835,motivados,driven; motivated (masculine plural)
24836,obstinación,obstinacy; stubbornness
24837,papeleta,sheet of paper
24838,peripecias,peripeteia (plural)
24839,poneros,to put on
24840,prestamos,we lended
24841,primaveral,spring
24842,programadores,programmer (plural)
24843,recaudado,collected
24844,repelente,repulsive; repellent
24845,sentimentalismo,sentimentalism
24846,tremendas,tremendous (feminine plural)
24847,acogerse,to receive
24848,adobe,I marinate
24849,algarabía,hubbub; uproar
24850,apartarme,to separate me
24851,atenderé,I will pay attention to
24852,atrapará,he will capture; she will capture; it will capture
24853,chasquido,crackling; a whipping; clicking or similar sound
24854,compactos,compact (masculine plural)
24855,consolida,you consolidate
24856,detonadores,detonating (plural)
24857,etiquetado,labelling
24858,globalmente,globally
24859,imperiosa,urgent; imperious (feminine singular)
24860,malcriado,spoiled
24861,mejorarlo,to make better it (masculine)
24862,pitón,python
24863,pote,pot
24864,quemará,he will burn; she will burn; it will burn
24865,reverenda,revered; reverend (feminine singular)
24866,tributario,tax; fiscal
24867,vanguardias,vanguard; forefront (plural)
24868,alacena,cupboard
24869,apure,he drains; she drains; it drains
24870,arrojados,rash (masculine plural)
24871,atocha,esparto
24872,barcas,a small boat (plural)
24873,burlón,mocking
24874,cajuela,boot; trunk
24875,chelo,cello
24876,consolador,consoling; comforting
24877,contraseñas,password (plural)
24878,cortafuegos,firebreak; firetrail; fire line (masculine plural)
24879,descampado,vacant lot; open ground
24880,desertar,to desert
24881,enamoro,I enamor
24882,escisión,split
24883,esperá,you hope
24884,estabilizado,stabilized
24885,granizo,hail
24886,israelitas,Israelite (plural)
24887,lavavajillas,dish detergent (plural)
24888,manadas,pod; herd; pack; pride (plural)
24889,neurólogo,neurologist
24890,parpadear,to blink
24891,prodigioso,prodigious
24892,ratoncito,mouse
24893,saltaré,I will jump
24894,separaremos,we will separate
24895,tocados,off (masculine plural)
24896,academias,academy (plural)
24897,anotando,annotating
24898,asiáticas,Asian (feminine plural)
24899,barros,mud (masculine plural)
24900,batea,tray
24901,castaños,brown (masculine plural)
24902,cerrajero,locksmith
24903,consultores,consulting (plural)
24904,coso,thingy
24905,cruzaban,they crossed (ongoing habitual/background past)
24906,encendieron,they lighted (completed past)
24907,encendía,I lighted; he lighted; she lighted; it lighted (ongoing habitual/background past)
24908,fijando,fixing
24909,gesta,feat; achievement; heroic deed
24910,hunden,they sink
24911,ilegítimo,illegitimate
24912,informé,I informed (completed past)
24913,monté,I mounted (completed past)
24914,presupuestarios,budgetary (masculine plural)
24915,prometerte,to promise you
24916,resultantes,resultant (plural)
24917,sardina,sardine
24918,suelas,sole (plural)
24919,acrobacias,acrobatics (plural)
24920,apreciarse,to appreciate
24921,armónico,harmonic
24922,beberlo,to drink it (masculine)
24923,comisarías,police station (plural)
24924,detestaba,I detested; he detested; she detested; it detested (ongoing habitual/background past)
24925,emplearse,to hire
24926,espinaca,spinach
24927,griterío,clamor; uproar
24928,ingresan,they join
24929,luminosas,bright; luminous (feminine plural)
24930,muñequita,wrist
24931,nominada,nominated (feminine singular)
24932,perfila,you outline
24933,perspicacia,acumen; perspicacity
24934,problemáticos,problem; troubled; problematic; troublesome (masculine plural)
24935,reposa,you repose
24936,resentida,bitter; resentful (feminine singular)
24937,saxo,stone
24938,sudamericana,South American (feminine singular)
24939,suspirando,sighing
24940,tosco,crude
24941,venderte,to sell you
24942,albino,albinistic
24943,altiplano,a high plateau
24944,arruinarme,to ruin me
24945,cargadores,loading; charging (plural)
24946,cartílago,cartilage
24947,desconsiderado,inconsiderate
24948,desmantelamiento,dismantlement
24949,drogó,he druged; she druged; it druged (completed past)
24950,heroicos,heroic (masculine plural)
24951,larva,freeloader
24952,mandes,you send
24953,peculiaridad,oddity; peculiarity
24954,pendejadas,bullshit; nonsense; foolishness (plural)
24955,presioné,I pressured (completed past)
24956,prometiendo,promising
24957,promoviendo,promoting
24958,psique,psyche
24959,reflexivo,reflexive
24960,reprimenda,reprimand; telling-off
24961,rígidas,rigid; stiff (feminine plural)
24962,saludado,greeted
24963,sembrando,planting
24964,siquiatra,psychiatrist
24965,tipología,typology; classificacion
24966,trenza,plait; braid; tress; pigtail
24967,zaga,rear
24968,afectuoso,affectionate
24969,armamentos,arms; weapons; armament; weaponry (masculine plural)
24970,arqueológica,archeological (feminine singular)
24971,batallones,battalion
24972,canino,canine
24973,cavidades,cavity (plural)
24974,chalán,etc; a straw sombrero; including a linen poncho
24975,cilantro,coriander
24976,compinches,wingman; partner; sidekick (plural)
24977,cómprame,buy me
24978,decidiremos,we will decide
24979,demandaré,I will insist
24980,descansas,you rest
24981,descontrolado,wild; unruly; uncontrolled
24982,despiadados,ruthless; pitiless; merciless; cutthroat (masculine plural)
24983,destruiremos,we will destroy
24984,enriquece,you enrich
24985,evaluando,evaluating
24986,homólogo,counterpart
24987,humanitarias,humanitarian (feminine plural)
24988,inactivo,inactive
24989,involuntariamente,involuntarily
24990,inyectado,injected
24991,jadeos,a pant; a gasp (masculine plural)
24992,léalo,he reads; she reads; it reads
24993,náusea,nausea
24994,páseme,I pass
24995,recortado,cut; trimmed; cropped
24996,saciedad,satiety
24997,salpicado,splattered
24998,sanguijuela,leech
24999,agonizando,agonizing
25000,arpón,harpoon
25001,atajos,a shortcut (masculine plural)
25002,chato,flat
25003,denota,you show
25004,descontentos,unhappy; discontented (masculine plural)
25005,desearle,to wish to him or her
25006,dibujaba,I drawed; he drawed; she drawed; it drawed (ongoing habitual/background past)
25007,expandiendo,expanding
25008,informarte,to inform you
25009,interamericano,Interamerican
25010,lilas,lilac (plural)
25011,manejaste,you handled (completed past)
25012,miedoso,coward; scaredy-cat
25013,provenían,they originated (ongoing habitual/background past)
25014,recostado,layed
25015,reparador,refreshing
25016,rodeó,he rounded up; she rounded up; it rounded up (completed past)
25017,sacerdocio,priesthood
25018,toscana,Tuscan (feminine singular)
25019,yonqui,junkie; drug addict
25020,acordada,agreed upon (feminine singular)
25021,admitía,I accepted; he accepted; she accepted; it accepted (ongoing habitual/background past)
25022,agarrarme,to hold on me
25023,atravesaron,they crossed (completed past)
25024,combatido,combated or fight (past participle masculine singular)
25025,fomenta,you foster
25026,galés,Welsh
25027,indocumentados,undocumented (masculine plural)
25028,intermitentes,intermittent (plural)
25029,irritada,annoyed; irritated (feminine singular)
25030,levantaban,they lifted (ongoing habitual/background past)
25031,manchadas,spotted (feminine plural)
25032,mentiré,I will lie
25033,negoció,he negotiated; she negotiated; it negotiated (completed past)
25034,rendirá,he will conquer; she will conquer; it will conquer
25035,sarcástica,sarcastic (feminine singular)
25036,tácito,tacit
25037,alegré,I made happy (completed past)
25038,alojar,to house
25039,colador,sieve
25040,evaporación,evaporation
25041,feudo,fief
25042,gaseosas,gaseous (feminine plural)
25043,imaginable,cogitable; thinkable; conceivable
25044,inefable,ineffable
25045,joden,they annoy
25046,masticando,chewing
25047,mutilación,mutilation
25048,némesis,punishment
25049,reconocible,recognizable
25050,representas,you represent
25051,rifa,raffle; lottery
25052,rociar,to sprinkle
25053,saludas,you greet
25054,sobreviviremos,we will survive
25055,taurino,related to bullfighting
25056,afectaron,they affected (completed past)
25057,apresurada,hurried (feminine singular)
25058,coleando,"waging one""s tail"
25059,cotejo,matchup; matching
25060,delatado,informed on
25061,desembocadura,mouth
25062,egresados,graduate (masculine plural)
25063,encerrarte,to lock up you
25064,eufórico,euphoric
25065,gastaron,they spended (completed past)
25066,ilegalidad,illegality
25067,mayoritarios,majority (masculine plural)
25068,pelis,film; movie (plural)
25069,penurias,penury; hardship (plural)
25070,quemaré,I will burn
25071,reafirmar,to reaffirm
25072,tardarás,you will delay
25073,tramposa,deceitful (feminine singular)
25074,uniste,you united (completed past)
25075,varicela,chicken pox
25076,abstenerse,to abstain
25077,aparador,sideboard
25078,aposento,room; bedroom
25079,bebían,they drank (ongoing habitual/background past)
25080,cogería,I would take
25081,comenzaría,I would begin
25082,concentró,he concentrated; she concentrated; it concentrated (completed past)
25083,discuto,I discuss
25084,equivalencia,equivalence
25085,fiero,wild
25086,higuera,fig tree
25087,imprevisibles,unforeseeable; unpredictable (plural)
25088,injurias,injury (plural)
25089,irrumpieron,they bursted into (completed past)
25090,legítimas,lawful; rightful; legitimate (feminine plural)
25091,permitiste,you allowed (completed past)
25092,skate,skating; skateboarding
25093,somnolencia,drowsiness; sleepiness
25094,tapices,tapestry (plural)
25095,vagabunda,roaming (feminine singular)
25096,vasallos,vassal; serving (masculine plural)
25097,abusa,you abuse
25098,ahogados,drowned man (masculine plural)
25099,bailaré,I will dance
25100,coexistencia,coexistence
25101,comisionados,commissioner (masculine plural)
25102,competitivas,competitive (feminine plural)
25103,consumió,he consumed; she consumed; it consumed (completed past)
25104,dengue,playacting
25105,depravado,depraved
25106,desmayaste,you disheartened (completed past)
25107,disculparnos,to excuse us
25108,hereditaria,hereditary (feminine singular)
25109,homeopatía,homeopathy
25110,merecedor,deserving
25111,ocuparán,they will occupy
