rank,lemma,original_lemma
24713,incluían,incluir
24714,incógnitas,incógnito
24715,independentista,independentista
24716,inolvidables,inolvidable
24717,interesas,interesar
24718,lineamientos,lineamiento
24719,magnitudes,magnitud
24720,matos,mato
24721,meras,mero
24722,mudaré,mudar
24723,peludos,peludo
24724,penúltima,penúltimo
24725,peronista,peronista
24726,prepago,prepago
24727,reconocimientos,reconocimiento
24728,reescribir,reescribir
24729,resolvemos,resolver
24730,sacarlas,sacar
24731,seriales,seriar
24732,trágicos,trágico
24733,vascas,vasco
24734,agarrarse,agarrar
24735,aterrizamos,aterrizar
24736,bajarte,bajar
24737,castas,casto
24738,cocinamos,cocinar
24739,colegiado,colegiado
24740,cuestionamiento,cuestionamiento
24741,cultivada,cultivado
24742,didáctica,didáctico
24743,estonia,estonio
24744,harén,harén
24745,inmoralidad,inmoralidad
24746,lograrán,lograr
24747,matorral,matorral
24748,necesitarían,necesitar
24749,novedosa,novedoso
24750,puntadas,puntada
24751,págame,pagar
24752,respiran,respirar
24753,rumbos,rumbo
24754,sofisticación,sofisticación
24755,abrazarla,abrazar
24756,ajetreo,ajetreo
24757,alimentó,alimentar
24758,alquilamos,alquilar
24759,asequible,asequible
24760,atacas,atacar
24761,capturan,capturar
24762,comíamos,comer
24763,consorte,consorte
24764,correría,correría
24765,cruzaremos,cruzar
24766,defenderá,defender
24767,destinar,destinar
24768,enigmática,enigmático
24769,malecón,malecón
24770,mijo,mijo
24771,paleto,paleto
24772,pepinos,pepino
24773,periférico,periférico
24774,perversos,perverso
24775,posta,posta
24776,prudentes,prudente
24777,recordarla,recordar
24778,replica,replicar
24779,sabanas,sabana
24780,bosnio,bosnio
24781,catarata,catarata
24782,chupado,chupado
24783,cobraré,cobrar
24784,coronada,coronado
24785,epígrafe,epígrafe
24786,inclinan,inclinar
24787,indiscreción,indiscreción
24788,mortalmente,mortalmente
24789,palmadas,palmado
24790,paria,paria
24791,pende,pender
24792,pragmática,pragmática
24793,sedán,sedán
24794,solventar,solventar
24795,trapecio,trapecio
24796,acercaos,acercar
24797,actuaste,actuar
24798,adelantada,adelantado
24799,analizaron,analizar
24800,causé,causar
24801,cocinaré,cocinar
24802,concertado,concertar
24803,conejillo,conejo
24804,derribaron,derribar
24805,enganchar,enganchar
24806,etanol,etanol
24807,fortuito,fortuito
24808,hospedaje,hospedaje
24809,levantarla,levantar
24810,ordenaré,ordenar
24811,procuraba,procurar
24812,replicar,replicar
24813,reticencias,reticencia
24814,revocar,revocar
24815,rubros,rubro
24816,serian,seriar
24817,superaba,superar
24818,surrealistas,surrealista
24819,topografía,topografía
24820,óptimas,óptimo
24821,ara,ara
24822,aullido,aullido
24823,avidez,avidez
24824,chingada,chingada
24825,coloso,coloso
24826,complementa,complementar
24827,crecían,crecer
24828,empujaste,empujar
24829,escribirme,escribir
24830,filosóficos,filosófico
24831,golfa,golfa
24832,gángsters,gángster
24833,inspiran,inspirar
24834,montajes,montaje
24835,motivados,motivado
24836,obstinación,obstinación
24837,papeleta,papeleta
24838,peripecias,peripecia
24839,poneros,poner
24840,prestamos,prestar
24841,primaveral,primaveral
24842,programadores,programador
24843,recaudado,recaudar
24844,repelente,repelente
24845,sentimentalismo,sentimentalismo
24846,tremendas,tremendo
24847,acogerse,acoger
24848,adobe,adobar
24849,algarabía,algarabía
24850,apartarme,apartar
24851,atenderé,atender
24852,atrapará,atrapar
24853,chasquido,chasquido
24854,compactos,compacto
24855,consolida,consolidar
24856,detonadores,detonador
24857,etiquetado,etiquetado
24858,globalmente,globalmente
24859,imperiosa,imperioso
24860,malcriado,malcriado
24861,mejorarlo,mejorar
24862,pitón,pitón
24863,pote,pote
24864,quemará,quemar
24865,reverenda,reverendo
24866,tributario,tributario
24867,vanguardias,vanguardia
24868,alacena,alacena
24869,apure,apurar
24870,arrojados,arrojado
24871,atocha,atocha
24872,barcas,barca
24873,burlón,burlón
24874,cajuela,cajuela
24875,chelo,chelo
24876,consolador,consolador
24877,contraseñas,contraseña
24878,cortafuegos,cortafuego
24879,descampado,descampado
24880,desertar,desertar
24881,enamoro,enamorar
24882,escisión,escisión
24883,esperá,esperar
24884,estabilizado,estabilizar
24885,granizo,granizo
24886,israelitas,israelita
24887,lavavajillas,lavavajilla
24888,manadas,manada
24889,neurólogo,neurólogo
24890,parpadear,parpadear
24891,prodigioso,prodigioso
24892,ratoncito,ratón
24893,saltaré,saltar
24894,separaremos,separar
24895,tocados,tocado
24896,academias,academia
24897,anotando,anotar
24898,asiáticas,asiático
24899,barros,barro
24900,batea,batea
24901,castaños,castaño
24902,cerrajero,cerrajero
24903,consultores,consultor
24904,coso,coso
24905,cruzaban,cruzar
24906,encendieron,encender
24907,encendía,encender
24908,fijando,fijar
24909,gesta,gesta
24910,hunden,hundir
24911,ilegítimo,ilegítimo
24912,informé,informar
24913,monté,montar
24914,presupuestarios,presupuestario
24915,prometerte,prometer
24916,resultantes,resultante
24917,sardina,sardina
24918,suelas,suela
24919,acrobacias,acrobacia
24920,apreciarse,apreciar
24921,armónico,armónico
24922,beberlo,beber
24923,comisarías,comisaría
24924,detestaba,detestar
24925,emplearse,emplear
24926,espinaca,espinaca
24927,griterío,griterío
24928,ingresan,ingresar
24929,luminosas,luminoso
24930,muñequita,muñeca
24931,nominada,nominado
24932,perfila,perfilar
24933,perspicacia,perspicacia
24934,problemáticos,problemático
24935,reposa,reposar
24936,resentida,resentido
24937,saxo,saxo
24938,sudamericana,sudamericano
24939,suspirando,suspirar
24940,tosco,tosco
24941,venderte,vender
24942,albino,albino
24943,altiplano,altiplano
24944,arruinarme,arruinar
24945,cargadores,cargador
24946,cartílago,cartílago
24947,desconsiderado,desconsiderado
24948,desmantelamiento,desmantelamiento
24949,drogó,drogar
24950,heroicos,heroico
24951,larva,larva
24952,mandes,mandar
24953,peculiaridad,peculiaridad
24954,pendejadas,pendejada
24955,presioné,presionar
24956,prometiendo,prometer
24957,promoviendo,promover
24958,psique,psique
24959,reflexivo,reflexivo
24960,reprimenda,reprimenda
24961,rígidas,rígido
24962,saludado,saludar
24963,sembrando,sembrar
24964,siquiatra,psiquiatra
24965,tipología,tipología
24966,trenza,trenza
24967,zaga,zaga
24968,afectuoso,afectuoso
24969,armamentos,armamento
24970,arqueológica,arqueológico
24971,batallones,batallón
24972,canino,canino
24973,cavidades,cavidad
24974,chalán,chalán
24975,cilantro,cilantro
24976,compinches,compinche
24977,cómprame,comprar
24978,decidiremos,decidir
24979,demandaré,demandar
24980,descansas,descansar
24981,descontrolado,descontrolado
24982,despiadados,despiadado
24983,destruiremos,destruir
24984,enriquece,enriquecer
24985,evaluando,evaluar
24986,homólogo,homólogo
24987,humanitarias,humanitario
24988,inactivo,inactivo
24989,involuntariamente,involuntariamente
24990,inyectado,inyectar
24991,jadeos,jadeo
24992,léalo,leer
24993,náusea,náusea
24994,páseme,pasar
24995,recortado,recortado
24996,saciedad,saciedad
24997,salpicado,salpicar
24998,sanguijuela,sanguijuela
24999,agonizando,agonizar
25000,arpón,arpón
25001,atajos,atajo
25002,chato,chato
25003,denota,denotar
25004,descontentos,descontento
25005,desearle,desear
25006,dibujaba,dibujar
25007,expandiendo,expandir
25008,informarte,informar
25009,interamericano,interamericano
25010,lilas,lila
25011,manejaste,manejar
25012,miedoso,miedoso
25013,provenían,provenir
25014,recostado,recostar
25015,reparador,reparador
25016,rodeó,rodear
25017,sacerdocio,sacerdocio
25018,toscana,toscano
25019,yonqui,yonqui
25020,acordada,acordado
25021,admitía,admitir
25022,agarrarme,agarrar
25023,atravesaron,atravesar
25024,combatido,combatir
25025,fomenta,fomentar
25026,galés,galés
25027,indocumentados,indocumentado
25028,intermitentes,intermitente
25029,irritada,irritado
25030,levantaban,levantar
25031,manchadas,manchado
25032,mentiré,mentir
25033,negoció,negociar
25034,rendirá,rendir
25035,sarcástica,sarcástico
25036,tácito,tácito
25037,alegré,alegrar
25038,alojar,alojar
25039,colador,colador
25040,evaporación,evaporación
25041,feudo,feudo
25042,gaseosas,gaseoso
25043,imaginable,imaginable
25044,inefable,inefable
25045,joden,joder
25046,masticando,masticar
25047,mutilación,mutilación
25048,némesis,némesis
25049,reconocible,reconocible
25050,representas,representar
25051,rifa,rifa
25052,rociar,rociar
25053,saludas,saludar
25054,sobreviviremos,sobrevivir
25055,taurino,taurino
25056,afectaron,afectar
25057,apresurada,apresurado
25058,coleando,colear
25059,cotejo,cotejo
25060,delatado,delatar
25061,desembocadura,desembocadura
25062,egresados,egresado
25063,encerrarte,encerrar
25064,eufórico,eufórico
25065,gastaron,gastar
25066,ilegalidad,ilegalidad
25067,mayoritarios,mayoritario
25068,pelis,peli
25069,penurias,penuria
25070,quemaré,quemar
25071,reafirmar,reafirmar
25072,tardarás,tardar
25073,tramposa,tramposo
25074,uniste,unir
25075,varicela,varicela
25076,abstenerse,abstenerse
25077,aparador,aparador
25078,aposento,aposento
25079,bebían,beber
25080,cogería,coger
25081,comenzaría,comenzar
25082,concentró,concentrar
25083,discuto,discutir
25084,equivalencia,equivalencia
25085,fiero,fiero
25086,higuera,higuera
25087,imprevisibles,imprevisible
25088,injurias,injuria
25089,irrumpieron,irrumpir
25090,legítimas,legítimo
25091,permitiste,permitir
25092,skate,skate
25093,somnolencia,somnolencia
25094,tapices,tapiz
25095,vagabunda,vagabundo
25096,vasallos,vasallo
25097,abusa,abusar
25098,ahogados,ahogado
25099,bailaré,bailar
25100,coexistencia,coexistencia
25101,comisionados,comisionado
25102,competitivas,competitivo
25103,consumió,consumir
25104,dengue,dengue
25105,depravado,depravado
25106,desmayaste,desmayar
25107,disculparnos,disculpar
25108,hereditaria,hereditario
25109,homeopatía,homeopatía
25110,merecedor,merecedor
25111,ocuparán,ocupar
25112,oratoria,oratoria
25113,papaya,papaya
25114,partiremos,partir
25115,polución,polución
25116,precursores,precursor
25117,redadas,redada
25118,reiterar,reiterar
25119,simbólicos,simbólico
25120,sindicalista,sindicalista
25121,timbres,timbre
25122,transcripciones,transcripción
25123,volteó,voltear
25124,abrazaba,abrazar
25125,acordarás,acordar
25126,armisticio,armisticio
25127,boleta,boleta
25128,bondades,bondad
25129,contendientes,contendiente
25130,corpulento,corpulento
25131,enterrando,enterrar
25132,expandirse,expandir
25133,fallida,fallido
25134,irritabilidad,irritabilidad
25135,jovial,jovial
25136,maple,maple
25137,mormón,mormón
25138,nacía,nacer
25139,notamos,notar
25140,oponía,oponer
25141,pepinillo,pepinillo
25142,rechazaba,rechazar
25143,resbalé,resbalar
25144,sílaba,sílaba
25145,vehicular,vehicular
25146,verosimilitud,verosimilitud
25147,adivinanzas,adivinanza
25148,adquirieron,adquirir
25149,artífice,artífice
25150,comerlos,comer
25151,concederá,conceder
25152,contactaré,contactar
25153,cánticos,cántico
25154,cósmicos,cósmico
25155,desbordado,desbordado
25156,estampado,estampado
25157,filología,filología
25158,floro,floro
25159,fronterizos,fronterizo
25160,fundas,funda
25161,hipnotizado,hipnotizar
25162,licenciada,licenciado
25163,majestuosa,majestuoso
25164,posó,posar
25165,sedientos,sediento
25166,solsticio,solsticio
25167,soneto,soneto
25168,tocarse,tocar
25169,tornó,tornar
25170,tugurio,tugurio
25171,aceituna,aceituna
25172,adyacentes,adyacente
25173,alegatos,alegato
25174,brasa,brasa
25175,calzón,calzón
25176,cigüeña,cigüeña
25177,conspirador,conspirador
25178,construirlo,construir
25179,detectando,detectar
25180,entornos,entorno
25181,felino,felino
25182,fijaste,fijar
25183,forzosa,forzoso
25184,incompatibilidad,incompatibilidad
25185,interponerse,interponer
25186,lavada,lavada
25187,lógicos,lógico
25188,manipulaciones,manipulación
25189,manivela,manivela
25190,morbo,morbo
25191,participé,participar
25192,pionera,pionero
25193,saxofón,saxofón
25194,traerías,traer
25195,aferrado,aferrar
25196,bagaje,bagaje
25197,borrada,borrado
25198,borrados,borrado
25199,coctel,cóctel
25200,comerla,comer
25201,concretó,concretar
25202,costosas,costoso
25203,escarcha,escarcha
25204,ets,et
25205,ilustrada,ilustrado
25206,ineficacia,ineficacia
25207,loba,lobo
25208,localmente,localmente
25209,obedeció,obedecer
25210,recogiste,recoger
25211,sentando,sentar
25212,socializar,socializar
25213,sucesores,sucesor
25214,tomarías,tomar
25215,utilería,utilería
25216,viejito,viejo
25217,acreditado,acreditado
25218,almagro,almagrar
25219,apostador,apostador
25220,artesanales,artesanal
25221,casitas,casita
25222,desagrada,desagradar
25223,edita,editar
25224,festiva,festivo
25225,inconsciencia,inconsciencia
25226,intentarás,intentar
25227,inunda,inundar
25228,lujosos,lujoso
25229,pasante,pasante
25230,puntuaciones,puntuación
25231,recibirnos,recibir
25232,tablones,tablón
25233,titulación,titulación
25234,traspasado,traspasar
25235,abridor,abridor
25236,absorbente,absorbente
25237,acordaste,acordar
25238,agilizar,agilizar
25239,caliza,caliza
25240,cansan,cansar
25241,castigará,castigar
25242,clavados,clavado
25243,corpiño,corpiño
25244,culparlo,culpar
25245,emprende,emprender
25246,encerrarse,encerrar
25247,estancada,estancado
25248,fogón,fogón
25249,invencibles,invencible
25250,localizarla,localizar
25251,loza,loza
25252,mamas,mama
25253,mejorada,mejorado
25254,mordaza,mordaza
25255,obscena,obsceno
25256,ofrecerán,ofrecer
25257,proporcionando,proporcionar
25258,resonancias,resonancia
25259,retenciones,retención
25260,romperla,romper
25261,rítmico,rítmico
25262,sirvientas,sirvienta
25263,zumbando,zumbar
25264,absolutas,absoluto
25265,adaptan,adaptar
25266,afinar,afinar
25267,arrodillado,arrodillar
25268,bautizar,bautizar
25269,cocinan,cocinar
25270,complexión,complexión
25271,debilucho,debilucho
25272,desafiado,desafiar
25273,difuso,difuso
25274,disculpado,disculpar
25275,elitista,elitista
25276,evangelios,evangelio
25277,extremista,extremista
25278,húngara,húngaro
25279,instruido,instruido
25280,ocultarte,ocultar
25281,pichones,pichón
25282,púlpito,púlpito
25283,recibiremos,recibir
25284,sanguinario,sanguinario
25285,adquiridas,adquirido
25286,alcanzarlos,alcanzar
25287,aprehensión,aprehensión
25288,artesanías,artesanía
25289,audífonos,audífono
25290,cargamos,cargar
25291,carroña,carroña
25292,cercas,cerca
25293,concederle,conceder
25294,cubriremos,cubrir
25295,discutía,discutir
25296,entonación,entonación
25297,entrometida,entrometido
25298,galardonado,galardonar
25299,hiperespacio,hiperespacio
25300,horrenda,horrendo
25301,líbranos,librar
25302,organizaba,organizar
25303,paje,paje
25304,papeletas,papeleta
25305,polarización,polarización
25306,presagios,presagio
25307,recintos,recinto
25308,salidos,salido
25309,saltarse,saltar
25310,subyace,subyacer
25311,sutilmente,sutilmente
25312,texturas,textura
25313,vanguardista,vanguardista
25314,viéndome,ver
25315,acuática,acuático
25316,adelantarse,adelantar
25317,agradecen,agradecer
25318,anoto,anotar
25319,aplazado,aplazado
25320,aprenderlo,aprender
25321,bombear,bombear
25322,cestas,cesta
25323,defendemos,defender
25324,despeje,despeje
25325,dictadores,dictador
25326,glaseado,glaseado
25327,manejé,manejar
25328,pedagógico,pedagógico
25329,sucumbir,sucumbir
25330,transgresión,transgresión
25331,votando,votar
25332,ajustando,ajustar
25333,alcatraz,alcatraz
25334,aprobaría,aprobar
25335,apuntaban,apuntar
25336,blancura,blancura
25337,circulaba,circular
25338,contingentes,contingente
25339,cuña,cuña
25340,desahogo,desahogo
25341,desempacar,desempacar
25342,encerradas,encerrado
25343,enojarse,enojar
25344,escogiendo,escoger
25345,gravitación,gravitación
25346,homogéneo,homogéneo
25347,idónea,idóneo
25348,lechera,lechero
25349,limosnas,limosna
25350,masacres,masacre
25351,modifican,modificar
25352,nadadores,nadador
25353,oscilaciones,oscilación
25354,predilección,predilección
25355,premiados,premiado
25356,refinados,refinado
25357,reservadas,reservado
25358,acudí,acudir
25359,adama,adamar
25360,alardeando,alardear
25361,análoga,análogo
25362,apegado,apegado
25363,ataco,atacar
25364,azafatas,azafata
25365,bocanada,bocanada
25366,chubascos,chubasco
25367,circulatorio,circulatorio
25368,contratas,contratar
25369,critico,criticar
25370,cuadrangular,cuadrangular
25371,cutis,cutis
25372,desapercibida,desapercibido
25373,evitaría,evitar
25374,fiambre,fiambre
25375,huertas,huerta
25376,intuitivo,intuitivo
25377,marchita,marchito
25378,moveremos,mover
25379,oscureciendo,oscurecer
25380,parámetro,parámetro
25381,pobrecillo,pobre
25382,quemas,quema
25383,revelará,revelar
25384,salino,salino
25385,someten,someter
25386,súbdito,súbdito
25387,telefoneado,telefonear
25388,tumbos,tumbo
25389,abastecer,abastecer
25390,acomoda,acomodar
25391,clarificar,clarificar
25392,consultarme,consultar
25393,crematorio,crematorio
25394,cristalina,cristalino
25395,decepcionas,decepcionar
25396,examinarlo,examinar
25397,horaria,horario
25398,limo,limo
25399,medioambientales,medioambiental
25400,perdonarlo,perdonar
25401,polvoriento,polvoriento
25402,simula,simular
25403,sociológica,sociológico
25404,turbinas,turbina
25405,virtuosa,virtuoso
25406,acentuado,acentuar
25407,apresado,apresar
25408,batiendo,batir
25409,chapas,chapa
25410,condecoración,condecoración
25411,croquetas,croqueta
25412,desagrado,desagrado
25413,enlaza,enlazar
25414,exponerse,exponer
25415,imaginaste,imaginar
25416,inclinar,inclinar
25417,inmundicia,inmundicia
25418,insoportables,insoportable
25419,lince,lince
25420,nabo,nabo
25421,rebelarse,rebelar
25422,sufrían,sufrir
25423,ántrax,ántrax
25424,baliza,baliza
25425,brindado,brindar
25426,carruajes,carruaje
25427,crio,criar
25428,cuestionan,cuestionar
25429,cutre,cutre
25430,decana,decano
25431,desnudista,desnudista
25432,desuso,desuso
25433,enamoras,enamorar
25434,entrenan,entrenar
25435,enviaban,enviar
25436,esquivando,esquivar
25437,gratuitas,gratuito
25438,hollín,hollín
25439,librero,librero
25440,mezcló,mezclar
25441,neurología,neurología
25442,oportunistas,oportunista
25443,potencialidades,potencialidad
25444,prominentes,prominente
25445,protestan,protestar
25446,recelos,recelo
25447,retrocedió,retroceder
25448,vertebrados,vertebrado
25449,adoramos,adorar
25450,agregaron,agregar
25451,amapola,amapola
25452,condicionantes,condicionante
25453,cosiendo,coser
25454,diantres,diantres
25455,efigie,efigie
25456,excitantes,excitante
25457,experimentaron,experimentar
25458,huelguistas,huelguista
25459,incomprensibles,incomprensible
25460,laboristas,laborista
25461,liderando,liderar
25462,limpiarla,limpiar
25463,mediático,mediático
25464,montaron,montar
25465,mordidas,mordido
25466,observas,observar
25467,pervertida,pervertido
25468,racimo,racimo
25469,reacio,reacio
25470,sirope,sirope
25471,sugerente,sugerente
25472,temblaban,temblar
25473,turbulencias,turbulencia
25474,alejamos,alejar
25475,cambiaban,cambiar
25476,caminaron,caminar
25477,carcasa,carcasa
25478,concentrando,concentrar
25479,decidirme,decidir
25480,demoníaco,demoníaco
25481,emborracha,emborrachar
25482,enganchó,enganchar
25483,excéntrica,excéntrico
25484,injerencia,injerencia
25485,margarina,margarina
25486,oprime,oprimir
25487,peluquera,peluquero
25488,perfeccionado,perfeccionar
25489,pintoresca,pintoresco
25490,presupuestarias,presupuestario
25491,pumas,puma
25492,tréboles,trébol
25493,zozobra,zozobra
25494,advertimos,advertir
25495,alfarería,alfarería
25496,arrojé,arrojar
25497,aturdida,aturdido
25498,báltico,báltico
25499,criaste,criar
25500,despojo,despojo
25501,devolvería,devolver
25502,duraznos,durazno
25503,esmaltes,esmalte
25504,estremece,estremecer
25505,felicitó,felicitar
25506,fracturado,fracturar
25507,furtivos,furtivo
25508,hule,hule
25509,impar,impar
25510,improvisando,improvisar
25511,investigados,investigado
25512,leerme,leer
25513,ligando,ligando
25514,magnéticas,magnético
25515,nóminas,nómina
25516,piñas,piña
25517,preferí,preferir
25518,quisquilloso,quisquilloso
25519,restaurada,restaurado
25520,taquillas,taquilla
25521,tendía,tender
25522,traducida,traducido
25523,turbia,turbio
25524,vaselina,vaselina
25525,arreglaría,arreglar
25526,catedráticos,catedrático
25527,córtala,cortar
25528,denunciando,denunciar
25529,desesperante,desesperante
25530,dicción,dicción
25531,disipar,disipar
25532,esparcidos,esparcido
25533,exigirá,exigir
25534,experimentada,experimentado
25535,gladiador,gladiador
25536,heriste,herir
25537,ilógico,ilógico
25538,interpreto,interpretar
25539,lingüísticas,lingüístico
25540,logrados,logrado
25541,masturbarse,masturbar
25542,miraremos,mirar
25543,prepotente,prepotente
25544,recogeremos,recoger
25545,recorrieron,recorrer
25546,remediarlo,remediar
25547,tiemblo,tiemblo
25548,andará,andar
25549,cascadas,cascado
25550,causo,causar
25551,desmoronando,desmoronar
25552,diseñando,diseñar
25553,dividendo,dividendo
25554,grabaste,grabar
25555,grasiento,grasiento
25556,innata,innato
25557,obedecía,obedecer
25558,plantearon,plantear
25559,profusión,profusión
25560,recurren,recurrir
25561,salita,sala
25562,somníferos,somnífero
25563,torácico,torácico
25564,ventanales,ventanal
25565,vándalos,vándalo
25566,alcachofas,alcachofa
25567,arrasó,arrasar
25568,averiguo,averiguar
25569,avisaremos,avisar
25570,ayunas,ayuno
25571,colombianas,colombiano
25572,contagió,contagiar
25573,cordel,cordel
25574,fusiones,fusión
25575,hijastra,hijastra
25576,historiales,historial
25577,inmobiliarios,inmobiliario
25578,invertí,invertir
25579,liberarla,liberar
25580,localizaciones,localización
25581,mamar,mamar
25582,mutilados,mutilado
25583,obedeciendo,obedecer
25584,pasean,pasear
25585,percha,percha
25586,polio,polio
25587,propano,propano
25588,rodillo,rodillo
25589,superposición,superposición
25590,torció,torcer
25591,traicionaron,traicionar
25592,venados,venado
25593,vestían,vestir
25594,acabábamos,acabar
25595,aguardan,aguardar
25596,apoplejía,apoplejía
25597,arrancarte,arrancar
25598,autorretrato,autorretrato
25599,batió,batir
25600,cúpulas,cúpula
25601,desmayarse,desmayar
25602,despediré,despedir
25603,educador,educador
25604,enfatizar,enfatizar
25605,escalafón,escalafón
25606,evacuado,evacuado
25607,hiena,hiena
25608,luches,luche
25609,monopolios,monopolio
25610,perfumado,perfumado
25611,pesebre,pesebre
25612,seguirías,seguir
25613,topó,topar
25614,volverla,volver
25615,zócalo,zócalo
25616,acervo,acervo
25617,afiliado,afiliado
25618,arrastrarte,arrastrar
25619,brillantemente,brillantemente
25620,brindamos,brindar
25621,chocando,chocar
25622,colilla,colilla
25623,colonialismo,colonialismo
25624,condicionan,condicionar
25625,culinaria,culinario
25626,decorativo,decorativo
25627,distinguió,distinguir
25628,eclesiásticos,eclesiástico
25629,golondrina,golondrina
25630,iguala,iguala
25631,ilustrados,ilustrado
25632,ilícitos,ilícito
25633,narcos,narco
25634,pronunciadas,pronunciado
25635,regulado,regulado
25636,transnacionales,transnacional
25637,acercará,acercar
25638,arrasado,arrasar
25639,bronquitis,bronquitis
25640,cari,cari
25641,celebrados,celebrado
25642,chulos,chulo
25643,complementan,complementar
25644,contrarreloj,contrarreloj
25645,crearía,crear
25646,cíclope,cíclope
25647,dentistas,dentista
25648,dolorida,dolorido
25649,estacionados,estacionado
25650,fundir,fundir
25651,indignada,indignado
25652,juzgarlo,juzgar
25653,leprosos,leproso
25654,loa,loa
25655,minúsculas,minúsculo
25656,neandertales,neandertal
25657,oncología,oncología
25658,remitir,remitir
25659,torturó,torturar
25660,adoraban,adorar
25661,alero,alero
25662,bobina,bobina
25663,capturarlo,capturar
25664,carecían,carecer
25665,casando,casar
25666,condenación,condenación
25667,convencerse,convencer
25668,despedirla,despedir
25669,destacable,destacable
25670,detonante,detonante
25671,emprendedor,emprendedor
25672,estadista,estadista
25673,estamentos,estamento
25674,exigieron,exigir
25675,eyaculación,eyaculación
25676,incorregible,incorregible
25677,interrogarla,interrogar
25678,lloramos,llorar
25679,reconocerse,reconocer
25680,recuperaste,recuperar
25681,salvaremos,salvar
25682,sulfúrico,sulfúrico
25683,superamos,superar
25684,admiran,admirar
25685,alzada,alzada
25686,amputación,amputación
25687,arriesgaste,arriesgar
25688,asturiana,asturiano
25689,binario,binario
25690,bloquean,bloquear
25691,cartografía,cartografía
25692,condecoraciones,condecoración
25693,constata,constatar
25694,cumplían,cumplir
25695,desviando,desviar
25696,dormilón,dormilón
25697,expresionismo,expresionismo
25698,flequillo,fleco
25699,gremial,gremial
25700,hitos,hito
25701,nómada,nómada
25702,partidistas,partidista
25703,precisamos,precisar
25704,recreativo,recreativo
25705,redoble,redoble
25706,referirnos,referir
25707,saladas,salado
25708,suturas,sutura
25709,vencerme,vencer
25710,vivero,vivero
25711,viéndonos,ver
25712,acompañé,acompañar
25713,afgano,afgano
25714,apartes,aparte
25715,apoyé,apoyar
25716,apretadas,apretado
25717,arrestarán,arrestar
25718,atontado,atontado
25719,bastilla,bastilla
25720,coeficientes,coeficiente
25721,combo,combo
25722,comparó,comparar
25723,cuadradas,cuadrado
25724,evangelista,evangelista
25725,háganse,hacer
25726,imputados,imputado
25727,instalan,instalar
25728,jara,jara
25729,mendigar,mendigar
25730,nevar,nevar
25731,pantomima,pantomima
25732,parpadea,parpadear
25733,perjudicados,perjudicado
25734,rótulo,rótulo
25735,sureños,sureño
25736,triplicado,triplicar
25737,venideros,venidero
25738,acabarlo,acabar
25739,almíbar,almíbar
25740,asadas,asado
25741,autosuficiente,autosuficiente
25742,chalé,chalé
25743,comunicativa,comunicativo
25744,disimula,disimular
25745,déjele,dejar
25746,ecológicas,ecológico
25747,generosas,generoso
25748,gritaste,gritar
25749,habitar,habitar
25750,hereda,heredar
25751,inexorablemente,inexorablemente
25752,luciérnagas,luciérnaga
25753,léxico,léxico
25754,mejicanos,mejicano
25755,nacemos,nacer
25756,obvios,obvio
25757,originar,originar
25758,radiactivo,radiactivo
25759,radiactivos,radiactivo
25760,repugna,repugnar
25761,restitución,restitución
25762,tranvías,tranvía
25763,anclado,anclado
25764,asesinarme,asesinar
25765,atracado,atracar
25766,cantada,cantada
25767,cañería,cañería
25768,combinando,combinar
25769,compartiré,compartir
25770,comunico,comunicar
25771,culpado,culpar
25772,estranguló,estrangular
25773,etnia,etnia
25774,exportador,exportador
25775,exprimir,exprimir
25776,ganarnos,ganar
25777,impetuoso,impetuoso
25778,lastimará,lastimar
25779,lavamos,lavar
25780,protegemos,proteger
25781,recaer,recaer
25782,tejón,tejón
25783,abusador,abusador
25784,aprobé,aprobar
25785,cardiólogo,cardiólogo
25786,cascarón,cáscara
25787,confirmo,confirmar
25788,consultivo,consultivo
25789,cánceres,cáncer
25790,desmayarme,desmayar
25791,duplica,duplicar
25792,esconderé,esconder
25793,filmamos,filmar
25794,fragor,fragor
25795,heterogeneidad,heterogeneidad
25796,intercambiando,intercambiar
25797,lechuza,lechuza
25798,metanfetaminas,metanfetamina
25799,neurocirujano,neurocirujano
25800,parloteo,parloteo
25801,preocupantes,preocupante
25802,reclutó,reclutar
25803,torniquete,torniquete
25804,tremendos,tremendo
25805,vivaz,vivaz
25806,votarán,votar
25807,actualizaciones,actualización
25808,algoritmos,algoritmo
25809,casaba,casar
25810,cedro,cedro
25811,clasifica,clasificar
25812,consistorio,consistorio
25813,decepcionó,decepcionar
25814,dimitido,dimitir
25815,encabezó,encabezar
25816,encarcelar,encarcelar
25817,equipajes,equipaje
25818,estiramiento,estiramiento
25819,etiología,etiología
25820,explora,explorar
25821,gangrena,gangrena
25822,gasas,gasa
25823,gruñe,gruñir
25824,idos,ir
25825,jugarse,jugar
25826,lanzadas,lanzado
25827,leproso,leproso
25828,liberaré,liberar
25829,marañón,marañón
25830,mecánicamente,mecánicamente
25831,moralista,moralista
25832,pabellones,pabellón
25833,pestillo,pestillo
25834,prohibieron,prohibir
25835,sentaste,sentar
25836,silenciosas,silencioso
25837,sumiso,sumiso
25838,tomá,tomar
25839,traicionarme,traicionar
25840,acostumbré,acostumbrar
25841,anuló,anular
25842,arrecifes,arrecife
25843,aseguradoras,asegurador
25844,besarle,besar
25845,complacida,complacido
25846,cosquilleo,cosquilleo
25847,debutante,debutante
